tokenized_text,no_stopwords
"['driver', 'yg', 'okpuas', 'dngn', 'pelayanan', 'noga', 'dilancarkan', 'pekerjaanya']","['driver', 'yg', 'okpuas', 'dngn', 'pelayanan', 'noga', 'dilancarkan', 'pekerjaanya']"
"['driver', 'nya', 'baik', 'sekali', 'walaupun', 'di', 'cancel']","['driver', 'nya', 'baik', 'sekali', 'walaupun', 'cancel']"
"['order', 'telah', 'dipenuhi', 'oleh', 'yerry', 'yan', 'ginzel', 'dengan', 'daihatsu', 'sigra', 'warna', 'perak', 'nopol', 'pyea', 'terima', 'kasih', 'atas', 'perjalanan', 'anda', 'rating']","['order', 'dipenuhi', 'yerry', 'yan', 'ginzel', 'daihatsu', 'sigra', 'warna', 'perak', 'nopol', 'pyea', 'terima', 'kasih', 'atas', 'perjalanan', 'rating']"
"['baik', 'ramah']","['baik', 'ramah']"
"['aplikasi', 'ojol', 'yg', 'sangat', 'membantuharga', 'lebih', 'ramah', 'di', 'kantong', 'dari', 'pada', 'yg', 'lain', 'laindriver', 'profesional', 'ramah']","['aplikasi', 'ojol', 'yg', 'sangat', 'membantuharga', 'lebih', 'ramah', 'kantong', 'yg', 'laindriver', 'profesional', 'ramah']"
"['orderan', 'terlaksana', 'dengan', 'cepat']","['orderan', 'terlaksana', 'cepat']"
"['trima', 'kasih']","['trima', 'kasih']"
['good'],['good']
"['lincah', 'tertib', 'harum']","['lincah', 'tertib', 'harum']"
['ramah'],['ramah']
"['driver', 'ramah', 'dan', 'baik']","['driver', 'ramah', 'baik']"
"['sangat', 'bagus']","['sangat', 'bagus']"
['siip'],['siip']
"['sangat', 'memuaskan']","['sangat', 'memuaskan']"
['baik'],['baik']
"['tks', 'banyak', 'ya', 'pak', 'smoga', 'dimudahkan', 'rejekinya']","['tks', 'banyak', 'pak', 'smoga', 'dimudahkan', 'rejekinya']"
['ramah'],['ramah']
['ok'],[]
"['mantap', 'sekali']","['mantap', 'sekali']"
['ramah'],['ramah']
['ok'],[]
"['mobil', 'bersih']","['mobil', 'bersih']"
"['murah', 'terjangkau']","['murah', 'terjangkau']"
['good'],['good']
"['sangat', 'baik']","['sangat', 'baik']"
"['sangat', 'bagus', 'pelayanannya']","['sangat', 'bagus', 'pelayanannya']"
"['top', 'sat', 'set']","['top', 'sat', 'set']"
['mantap'],['mantap']
"['pelayanan', 'bagus', 'tarif', 'lebih', 'murah', 'dari', 'aplikasi', 'lain']","['pelayanan', 'bagus', 'tarif', 'lebih', 'murah', 'aplikasi']"
['baik'],['baik']
"['ramah', 'sopan']","['ramah', 'sopan']"
['ramah'],['ramah']
"['pelayanan', 'sangat', 'bagus']","['pelayanan', 'sangat', 'bagus']"
"['sangat', 'puas', 'dgn', 'pelayanan', 'nya']","['sangat', 'puas', 'dgn', 'pelayanan', 'nya']"
"['sangat', 'respon', 'terimakasih']","['sangat', 'respon', 'terimakasih']"
['terimakasih'],['terimakasih']
"['jos', 'ngacir', 'driver', 'nya', 'pokoknya', 'aman']","['jos', 'ngacir', 'driver', 'nya', 'pokoknya', 'aman']"
['baik'],['baik']
['josss'],['josss']
['sukses'],['sukses']
"['baik', 'sekali', 'maxim']","['baik', 'sekali', 'maxim']"
"['tepat', 'waktu']","['tepat', 'waktu']"
['baik'],['baik']
['ramah'],['ramah']
['yaman'],['yaman']
"['abang', 'nya', 'baik', 'doain', 'aku', 'lulus', 'ujian']","['abang', 'nya', 'baik', 'doain', 'aku', 'lulus', 'ujian']"
['oke'],['oke']
['mantap'],['mantap']
"['perjalanan', 'nyaman', 'sampai', 'tujuan']","['perjalanan', 'nyaman', 'tujuan']"
"['sangat', 'nyaman']","['sangat', 'nyaman']"
"['sngat', 'bagus', 'dan', 'cepat']","['sngat', 'bagus', 'cepat']"
"['pelayanan', 'baik']","['pelayanan', 'baik']"
"['maxim', 'terbaik', 'untuk', 'semua', 'kebutuhan']","['maxim', 'terbaik', 'semua', 'kebutuhan']"
['terimakasih'],['terimakasih']
"['driver', 'sangat', 'ramah']","['driver', 'sangat', 'ramah']"
"['driver', 'ramah', 'n', 'fast', 'respon']","['driver', 'ramah', 'n', 'fast', 'respon']"
['mantab'],['mantab']
"['termakasih', 'sudah', 'ada', 'ketika', 'sangat', 'dibutuhkan']","['termakasih', 'sangat', 'dibutuhkan']"
"['maxsim', 'baik', 'sekali', 'dan', 'tidak', 'sombong', 'patut', 'di', 'contoh', 'karna', 'sopan', 'baik', 'berbicara', 'dalam', 'segi', 'apapun', 'cerita', 'masuk']","['maxsim', 'baik', 'sekali', 'sombong', 'patut', 'contoh', 'karna', 'sopan', 'baik', 'berbicara', 'segi', 'apapun', 'cerita', 'masuk']"
"['pelayanan', 'baik']","['pelayanan', 'baik']"
"['baik', 'dan', 'ramah']","['baik', 'ramah']"
['cepat'],['cepat']
"['ok', 'all', 'day']","['all', 'day']"
"['tepat', 'waktu']","['tepat', 'waktu']"
"['pencarian', 'kendaraan', 'terlalu', 'lama', 'sinyalga', 'bagus', 'alamat', 'kurang', 'dimengerti']","['pencarian', 'kendaraan', 'terlalu', 'lama', 'sinyalga', 'bagus', 'alamat', 'kurang', 'dimengerti']"
"['nyaman', 'drivernya', 'asyikk']","['nyaman', 'drivernya', 'asyikk']"
"['tepat', 'waktu', 'komunikasi', 'baik', 'dan', 'ramah']","['tepat', 'waktu', 'komunikasi', 'baik', 'ramah']"
"['driver', 'baik']","['driver', 'baik']"
"['sangat', 'bagus', 'sekali', 'dan', 'tepat', 'waktu', 'tks', 'yoo']","['sangat', 'bagus', 'sekali', 'tepat', 'waktu', 'tks', 'yoo']"
['good'],['good']
"['ramah', 'orangnya']","['ramah', 'orangnya']"
['mksii'],['mksii']
"['pengemudi', 'yang', 'baik']","['pengemudi', 'baik']"
['baik'],['baik']
['baik'],['baik']
"['sangat', 'amanah']","['sangat', 'amanah']"
"['baru', 'x', 'pertama', 'naik', 'ojol', 'maxim', 'muantapppp']","['baru', 'x', 'pertama', 'naik', 'ojol', 'maxim', 'muantapppp']"
['baik'],['baik']
"['sangat', 'mengesankan', 'top', 'deeeh']","['sangat', 'mengesankan', 'top', 'deeeh']"
['mantap'],['mantap']
"['terima', 'kasih', 'pokonya', 'nyaman', 'dan', 'cepat']","['terima', 'kasih', 'pokonya', 'nyaman', 'cepat']"
"['rahmah', 'baik']","['rahmah', 'baik']"
['mantap'],['mantap']
"['driver', 'ramah']","['driver', 'ramah']"
"['order', 'telah', 'dipenuhi', 'oleh', 'denny', 'tri', 'pujiharto', 'dengan', 'motorcycle', 'warna', 'merah', 'nopol', 'kbxo', 'terima', 'kasih', 'atas', 'perjalanan', 'anda', 'rating']","['order', 'dipenuhi', 'denny', 'tri', 'pujiharto', 'motorcycle', 'warna', 'merah', 'nopol', 'kbxo', 'terima', 'kasih', 'atas', 'perjalanan', 'rating']"
['good'],['good']
"['biar', 'lah', 'bintang', 'yang', 'berbicara']","['biar', 'lah', 'bintang', 'berbicara']"
"['semoga', 'maxsim', 'semakin', 'sukses']","['semoga', 'maxsim', 'semakin', 'sukses']"
"['pelayanan', 'memuaskan']","['pelayanan', 'memuaskan']"
['mantap'],['mantap']
[],[]
['mantap'],['mantap']
"['siip', 'pokoke']","['siip', 'pokoke']"
"['mantap', 'ramah', 'tamah', 'driver', 'nya']","['mantap', 'ramah', 'tamah', 'driver', 'nya']"
"['order', 'telah', 'dipenuhi', 'oleh', 'suwito', 'kayudi', 'dengan', 'honda', 'mobilio', 'warna', 'abuabu', 'nopol', 'rhf', 'terima', 'kasih', 'atas', 'perjalanan', 'anda', 'rating']","['order', 'dipenuhi', 'suwito', 'kayudi', 'honda', 'mobilio', 'warna', 'abuabu', 'nopol', 'rhf', 'terima', 'kasih', 'atas', 'perjalanan', 'rating']"
['bagus'],['bagus']
"['sangat', 'membantu']","['sangat', 'membantu']"
"['tepat', 'waktu']","['tepat', 'waktu']"
"['mantap', 'abangnya', 'ramah', 'jemputannya', 'ceupat', 'maksi', 'maxim']","['mantap', 'abangnya', 'ramah', 'jemputannya', 'ceupat', 'maksi', 'maxim']"
"['motor', 'bersih', 'rapi', 'bagus', 'cepat', 'dan', 'on', 'time', 'perfect', 'lah']","['motor', 'bersih', 'rapi', 'bagus', 'cepat', 'on', 'time', 'perfect', 'lah']"
"['jujur', 'tp', 'mohon', 'diperhatikan', 'masalah', 'titik', 'map', 'nya', 'sering', 'kali', 'gak', 'ketemu']","['jujur', 'tp', 'mohon', 'diperhatikan', 'masalah', 'titik', 'map', 'nya', 'sering', 'kali', 'gak', 'ketemu']"
"['sangat', 'ramah']","['sangat', 'ramah']"
['ok'],[]
"['sangat', 'memuaskan', 'drivernya', 'sangat', 'baik', 'dan', 'kooperatif', 'mobilnya', 'sangat', 'bersih', 'cara', 'mengendarainya', 'juga', 'halus', 'pokoknya', 'saya', 'sangat', 'puas', 'terhadap', 'beliau', 'dan', 'tolong', 'driver', 'seperti', 'ini', 'dipertahankan', 'karena', 'sangat', 'bagus', 'pelayanannyabravo']","['sangat', 'memuaskan', 'drivernya', 'sangat', 'baik', 'kooperatif', 'mobilnya', 'sangat', 'bersih', 'cara', 'mengendarainya', 'halus', 'pokoknya', 'sangat', 'puas', 'beliau', 'driver', 'dipertahankan', 'sangat', 'bagus', 'pelayanannyabravo']"
['puas'],['puas']
['mantap'],['mantap']
"['sangat', 'menyenangkan', 'dan', 'nyaman']","['sangat', 'menyenangkan', 'nyaman']"
"['sangat', 'memuaskan']","['sangat', 'memuaskan']"
['trimakasih'],['trimakasih']
"['sangat', 'baikdriver', 'nya']","['sangat', 'baikdriver', 'nya']"
"['pengemudi', 'sangat', 'ramah']","['pengemudi', 'sangat', 'ramah']"
['josss'],['josss']
"['terimakasih', 'banyak', 'bpk']","['terimakasih', 'banyak', 'bpk']"
"['martabak', 'nya', 'enak']","['martabak', 'nya', 'enak']"
"['ramah', 'baik']","['ramah', 'baik']"
"['terimakasih', 'bnyk', 'bng']","['terimakasih', 'bnyk', 'bng']"
"['saya', 'puas', 'dengan', 'pelayanan', 'driver', 'ya']","['puas', 'pelayanan', 'driver']"
['baik'],['baik']
['nyaman'],['nyaman']
['mantap'],['mantap']
['mantab'],['mantab']
['terbaik'],['terbaik']
['mantap'],['mantap']
"['driver', 'sangat', 'baik']","['driver', 'sangat', 'baik']"
"['sangat', 'baik']","['sangat', 'baik']"
"['driver', 'ramah']","['driver', 'ramah']"
['amanah'],['amanah']
"['pelayanan', 'baik', 'driver', 'ramah', 'dan', 'ongkos', 'murmer']","['pelayanan', 'baik', 'driver', 'ramah', 'ongkos', 'murmer']"
"['mantap', 'tingkatkan', 'jangkauannya']","['mantap', 'tingkatkan', 'jangkauannya']"
"['terima', 'kasih', 'bang']","['terima', 'kasih', 'bang']"
"['terima', 'kasih', 'buat', 'driver', 'maxim', 'toyota', 'rushlupa', 'no', 'plat', 'yg', 'telah', 'mengembalikan', 'barang', 'dagangan', 'saya', 'di', 'waktu', 'yg', 'tepat', 'padahal', 'saya', 'gag', 'tau', 'kl', 'brrng', 'jualan', 'ketinggalan', 'di', 'mobil', 'saking', 'banyaknya', 'barang', 'yg', 'saya', 'bawa', 'semoga', 'kejujuran', 'dan', 'kebaikan', 'driver', 'tsb', 'si', 'balas', 'allah', 'berkali', 'kali', 'lipat', 'aamiin']","['terima', 'kasih', 'buat', 'driver', 'maxim', 'toyota', 'rushlupa', 'no', 'plat', 'yg', 'mengembalikan', 'barang', 'dagangan', 'waktu', 'yg', 'tepat', 'padahal', 'gag', 'tau', 'kl', 'brrng', 'jualan', 'ketinggalan', 'mobil', 'saking', 'banyaknya', 'barang', 'yg', 'bawa', 'semoga', 'kejujuran', 'kebaikan', 'driver', 'tsb', 'si', 'balas', 'allah', 'berkali', 'kali', 'lipat', 'aamiin']"
['mantap'],['mantap']
"['tepat', 'waktu', 'mantap']","['tepat', 'waktu', 'mantap']"
['good'],['good']
"['good', 'job']","['good', 'job']"
"['keren', 'terbaik']","['keren', 'terbaik']"
"['supir', 'ramah', 'baik', 'mantapp']","['supir', 'ramah', 'baik', 'mantapp']"
"['terimakasih', 'bapak', 'sehat', 'selalu']","['terimakasih', 'bapak', 'sehat', 'selalu']"
"['ok', 'la']",['la']
"['uhuyyyy', 'kewren', 'pizan']","['uhuyyyy', 'kewren', 'pizan']"
"['driver', 'banyak', 'harga', 'masih', 'affordable', 'sukses', 'terus', 'maxim']","['driver', 'banyak', 'harga', 'affordable', 'sukses', 'terus', 'maxim']"
"['oke', 'aja']","['oke', 'aja']"
"['sangat', 'cepat']","['sangat', 'cepat']"
"['driver', 'yg', 'baik', 'berkah', 'barokah', 'njih', 'mas']","['driver', 'yg', 'baik', 'berkah', 'barokah', 'njih', 'mas']"
['mantap'],['mantap']
"['driver', 'ramah']","['driver', 'ramah']"
"['murah', 'banget']","['murah', 'banget']"
['baik'],['baik']
['memuaskan'],['memuaskan']
['baik'],['baik']
"['trima', 'ksih', 'bntuannya', 'pak']","['trima', 'ksih', 'bntuannya', 'pak']"
"['baik', 'dan', 'ramah']","['baik', 'ramah']"
['bagus'],['bagus']
"['pengantar', 'sangat', 'ramah', 'dan', 'sopan']","['pengantar', 'sangat', 'ramah', 'sopan']"
"['pelayanannya', 'sangat', 'bagus']","['pelayanannya', 'sangat', 'bagus']"
"['cepat', 'dan', 'harga', 'terjangkau', 'trimakasih', 'maxim']","['cepat', 'harga', 'terjangkau', 'trimakasih', 'maxim']"
"['supir', 'ramah']","['supir', 'ramah']"
['good'],['good']
"['sangat', 'senang', 'dan', 'nyaman', 'hanya', 'lebih', 'sabar', 'lagi', 'kalau', 'bawa', 'mobil', 'soalnya', 'pasti', 'sudah', 'tau', 'd', 'kota', 'ini', 'memang', 'begitu', 'semua', 'orang', 'rata', 'keras', 'kepala', 'baru', 'tdk', 'ada', 'sabarnya', 'bawa', 'kendaraan', 'apa', 'lg', 'kalau', 'di', 'tengah', 'jalan', 'besar', 'ntah', 'siapa', 'yg', 'lebih', 'lama', 'di', 'makassar', 'apa', 'kita', 'atau', 'saya', 'yg', 'jelasnya', 'cm', 'ini', 'saran', 'sedikit', 'karena', 'saya', 'juga', 'sudah', 'd', 'makassar', 'sudah', 'belasan', 'tahun', 'lamanya', 'saya', 'dr', 'wajo', 'kota', 'sengkang', 'jl', 'a', 'macca', 'amirullah', 'adek', 'sepupunya', 'pak', 'arbit', 'yg', 'tugas', 'di', 'polres']","['sangat', 'senang', 'nyaman', 'lebih', 'sabar', 'kalau', 'bawa', 'mobil', 'soalnya', 'tau', 'd', 'kota', 'memang', 'semua', 'orang', 'rata', 'keras', 'kepala', 'baru', 'tdk', 'sabarnya', 'bawa', 'kendaraan', 'apa', 'lg', 'kalau', 'tengah', 'jalan', 'besar', 'ntah', 'siapa', 'yg', 'lebih', 'lama', 'makassar', 'apa', 'yg', 'jelasnya', 'cm', 'saran', 'sedikit', 'd', 'makassar', 'belasan', 'tahun', 'lamanya', 'dr', 'wajo', 'kota', 'sengkang', 'jl', 'a', 'macca', 'amirullah', 'adek', 'sepupunya', 'pak', 'arbit', 'yg', 'tugas', 'polres']"
['ramah'],['ramah']
"['drviernya', 'sangat', 'ramah', 'dan', 'baik', 'tante', 'aku', 'pulang', 'pergi', 'tapi', 'driver', 'nya', 'cuman', 'blg', 'ribu', 'aja', 'bu', 'smoga', 'drivernya', 'sehat', 'selalu', 'dan', 'berlimpah', 'rezeki', 'amin', 'allahuma', 'amin']","['drviernya', 'sangat', 'ramah', 'baik', 'tante', 'aku', 'pulang', 'pergi', 'driver', 'nya', 'cuman', 'blg', 'ribu', 'aja', 'bu', 'smoga', 'drivernya', 'sehat', 'selalu', 'berlimpah', 'rezeki', 'amin', 'allahuma', 'amin']"
['mantab'],['mantab']
"['baik', 'driver']","['baik', 'driver']"
"['terima', 'kasih']","['terima', 'kasih']"
"['terima', 'kasihbapak', 'ramah', 'dan', 'baik']","['terima', 'kasihbapak', 'ramah', 'baik']"
"['baik', 'ramah', 'supirnya']","['baik', 'ramah', 'supirnya']"
"['driver', 'nya', 'baik', 'dan', 'sabar']","['driver', 'nya', 'baik', 'sabar']"
"['terimakasih', 'sudah', 'dianter', 'sesuai', 'alamat']","['terimakasih', 'dianter', 'sesuai', 'alamat']"
"['driver', 'nya', 'sangat', 'baik', 'ramah', 'dan', 'cepat']","['driver', 'nya', 'sangat', 'baik', 'ramah', 'cepat']"
['mantap'],['mantap']
"['drivernya', 'mantap', 'selalu', 'banyak', 'rezekinya', 'is', 'the', 'best', 'banget']","['drivernya', 'mantap', 'selalu', 'banyak', 'rezekinya', 'is', 'the', 'best', 'banget']"
"['sangat', 'puas', 'terima', 'kasih']","['sangat', 'puas', 'terima', 'kasih']"
"['sangat', 'ramah', 'dan', 'baik']","['sangat', 'ramah', 'baik']"
"['makasih', 'bang', 'ganteng']","['makasih', 'bang', 'ganteng']"
['baik'],['baik']
['mantap'],['mantap']
"['puass', 'pkok', 'nya']","['puass', 'pkok', 'nya']"
['mantap'],['mantap']
['good'],['good']
['bagus'],['bagus']
"['terima', 'kasih']","['terima', 'kasih']"
"['order', 'telah', 'dipenuhi', 'oleh', 'hasan', 'ollong', 'dengan', 'motorcycle', 'warna', 'abuabu', 'dan', 'hijau', 'nopol', 'denn', 'terima', 'kasih', 'atas', 'perjalanan', 'anda', 'rating']","['order', 'dipenuhi', 'hasan', 'ollong', 'motorcycle', 'warna', 'abuabu', 'hijau', 'nopol', 'denn', 'terima', 'kasih', 'atas', 'perjalanan', 'rating']"
"['terima', 'kasih']","['terima', 'kasih']"
"['mantap', 'pengemudiny']","['mantap', 'pengemudiny']"
['bgus'],['bgus']
"['bagus', 'untuk', 'perjalanan']","['bagus', 'perjalanan']"
"['mantap', 'bosku']","['mantap', 'bosku']"
"['abangnya', 'ramah', 'dan', 'baik', 'sekali']","['abangnya', 'ramah', 'baik', 'sekali']"
"['cukup', 'nyaman']","['cukup', 'nyaman']"
['best'],['best']
['terimakasih'],['terimakasih']
"['sangat', 'baik']","['sangat', 'baik']"
['baikk'],['baikk']
"['baik', 'dan', 'ramah', 'mengutamakan', 'keselamatan']","['baik', 'ramah', 'mengutamakan', 'keselamatan']"
"['mantaap', 'driver', 'ramah']","['mantaap', 'driver', 'ramah']"
['good'],['good']
"['mantap', 'mas', 'bro']","['mantap', 'mas', 'bro']"
['mantap'],['mantap']
"['mantap', 'supir', 'nya', 'ramah', 'jga', 'semoga', 'dapat', 'banyak', 'ya', 'bang', 'penumpangnya']","['mantap', 'supir', 'nya', 'ramah', 'jga', 'semoga', 'banyak', 'bang', 'penumpangnya']"
"['driver', 'ramahsabarsmoga', 'rejekinya', 'lancar']","['driver', 'ramahsabarsmoga', 'rejekinya', 'lancar']"
"['hrga', 'terjangkau']","['hrga', 'terjangkau']"
"['terima', 'kasih']","['terima', 'kasih']"
"['supirnya', 'sopan', 'baik']","['supirnya', 'sopan', 'baik']"
"['sampai', 'tepat', 'waktu']","['tepat', 'waktu']"
['ontime'],['ontime']
['baik'],['baik']
"['makasih', 'udah', 'antar', 'sp', 'tujuan']","['makasih', 'udah', 'antar', 'sp', 'tujuan']"
"['abg', 'maxim', 'ya', 'baik', 'banget']","['abg', 'maxim', 'baik', 'banget']"
"['baik', 'pelayanan', 'nya', 'terimakasih']","['baik', 'pelayanan', 'nya', 'terimakasih']"
"['drivernya', 'ramah', 'bagus']","['drivernya', 'ramah', 'bagus']"
"['bagus', 'yang', 'penting', 'kalau', 'untuk', 'kargodiskusi', 'deal', 'angkuttak', 'bagus', 'angkut', 'dulu', 'deal', 'belakangan']","['bagus', 'penting', 'kalau', 'kargodiskusi', 'deal', 'angkuttak', 'bagus', 'angkut', 'dulu', 'deal', 'belakangan']"
"['transportasi', 'terbaik']","['transportasi', 'terbaik']"
['otomatis'],['otomatis']
"['good', 'job']","['good', 'job']"
"['terimakasi', 'kk']","['terimakasi', 'kk']"
"['terima', 'kasih']","['terima', 'kasih']"
['bagus'],['bagus']
['bagus'],['bagus']
"['terima', 'kasih']","['terima', 'kasih']"
"['bagus', 'tarif', 'hemat', 'layanan', 'bersaing']","['bagus', 'tarif', 'hemat', 'layanan', 'bersaing']"
"['ramah', 'supri', 'nya', 'makasih', 'abang']","['ramah', 'supri', 'nya', 'makasih', 'abang']"
['ok'],[]
"['jujur', 'jujur']","['jujur', 'jujur']"
"['maaf', 'ya', 'mas', 'saya', 'baru', 'download', 'maxsim', 'nyoba']","['maaf', 'mas', 'baru', 'download', 'maxsim', 'nyoba']"
"['kaspro', 'lebih', 'nyaman']","['kaspro', 'lebih', 'nyaman']"
"['pelayanan', 'nya', 'sangat', 'ramah', 'terimakasih', 'ya']","['pelayanan', 'nya', 'sangat', 'ramah', 'terimakasih']"
"['bagusss', 'sekalii']","['bagusss', 'sekalii']"
"['very', 'good']","['very', 'good']"
"['ramah', 'dan', 'gercep']","['ramah', 'gercep']"
"['bapaknya', 'baik', 'sekali', 'sehat', 'terus', 'untuk', 'bapak', 'nya', 'semoga', 'makin', 'lancar', 'orderan', 'nya']","['bapaknya', 'baik', 'sekali', 'sehat', 'terus', 'bapak', 'nya', 'semoga', 'makin', 'lancar', 'orderan', 'nya']"
"['kurir', 'nya', 'ramah', 'aq', 'ksih', 'bintang', 'buat', 'bapak', 'ya']","['kurir', 'nya', 'ramah', 'aq', 'ksih', 'bintang', 'buat', 'bapak']"
"['sangat', 'membantu']","['sangat', 'membantu']"
['mksih'],['mksih']
['mantabbb'],['mantabbb']
"['cpt', 'dan', 'berhati']","['cpt', 'berhati']"
"['baik', 'dan', 'membantu', 'banget']","['baik', 'membantu', 'banget']"
"['tepat', 'waktu', 'ok']","['tepat', 'waktu']"
"['bapk', 'maxim', 'nya', 'ramahbaik']","['bapk', 'maxim', 'nya', 'ramahbaik']"
"['driver', 'ramah']","['driver', 'ramah']"
['good'],['good']
['makasih'],['makasih']
"['sangat', 'tepat', 'waktu', 'dan', 'sangat', 'ramah', 'ke', 'penumpang']","['sangat', 'tepat', 'waktu', 'sangat', 'ramah', 'penumpang']"
"['harganya', 'agak', 'tanggung', 'masih', 'pakai', 'rp', 'an', 'kaspronya', 'bermasalah', 'dan', 'lambat', 'masuknya', 'ke', 'rekening', 'driver', 'terkadang', 'tidak', 'mau', 'memakai', 'kaspro', 'karena', 'penarikan', 'saldonya', 'lambat', 'harus', 'menunggu', 'minggu', 'dan', 'ada', 'juga', 'yang', 'diblokir', 'keluhan', 'saya', 'sebenarnya', 'hanya', 'pada', 'kaspronya', 'yang', 'lambat', 'dan', 'ribet', 'apalagi', 'adminnya', 'k']","['harganya', 'tanggung', 'pakai', 'rp', 'an', 'kaspronya', 'bermasalah', 'lambat', 'masuknya', 'rekening', 'driver', 'terkadang', 'mau', 'memakai', 'kaspro', 'penarikan', 'saldonya', 'lambat', 'menunggu', 'minggu', 'diblokir', 'keluhan', 'sebenarnya', 'kaspronya', 'lambat', 'ribet', 'adminnya', 'k']"
['baik'],['baik']
['sopan'],['sopan']
"['trima', 'kasih', 'pak', 'sudah', 'mendengarkan', 'curhat', 'saya', 'tentang', 'polisi']","['trima', 'kasih', 'pak', 'mendengarkan', 'curhat', 'polisi']"
"['nyaman', 'dan', 'aman']","['nyaman', 'aman']"
"['lebih', 'hemat', 'pelayanan', 'juga', 'lumayan', 'memuaskan']","['lebih', 'hemat', 'pelayanan', 'lumayan', 'memuaskan']"
"['drivernya', 'ok']",['drivernya']
"['good', 'job']","['good', 'job']"
"['driver', 'nya', 'mantap', 'pelayanan', 'terbaik']","['driver', 'nya', 'mantap', 'pelayanan', 'terbaik']"
['ocay'],['ocay']
['terbaik'],['terbaik']
"['terima', 'kasih']","['terima', 'kasih']"
"['erry', 'arsyila', 'drivernya', 'oke', 'banget', 'salut']","['erry', 'arsyila', 'drivernya', 'oke', 'banget', 'salut']"
['terbaik'],['terbaik']
['good'],['good']
['bagus'],['bagus']
"['sangat', 'puas', 'dengan', 'pelayanannya', 'terimakasih', 'nggeh', 'buk']","['sangat', 'puas', 'pelayanannya', 'terimakasih', 'nggeh', 'buk']"
"['murah', 'dari', 'kompetitor', 'yg', 'lain']","['murah', 'kompetitor', 'yg']"
"['okmembantu', 'buat', 'yg', 'dk', 'tau', 'jln']","['okmembantu', 'buat', 'yg', 'dk', 'tau', 'jln']"
"['ramah', 'dan', 'asik']","['ramah', 'asik']"
"['pelayanan', 'baik', 'sekali']","['pelayanan', 'baik', 'sekali']"
['oke'],['oke']
"['mantap', 'lah']","['mantap', 'lah']"
"['bapaknya', 'baik', 'banget', 'fast', 'respon', 'lagiterimakasih', 'pa', 'lancar', 'rezekinya']","['bapaknya', 'baik', 'banget', 'fast', 'respon', 'lagiterimakasih', 'pa', 'lancar', 'rezekinya']"
"['jemputx', 'cepat']","['jemputx', 'cepat']"
"['bagus', 'sangat', 'membantu']","['bagus', 'sangat', 'membantu']"
"['terima', 'kasih', 'sudah', 'dibantu']","['terima', 'kasih', 'dibantu']"
"['ok', 'murah']",['murah']
['mantaap'],['mantaap']
"['nyaman', 'trimakasi']","['nyaman', 'trimakasi']"
"['baik', 'ramah']","['baik', 'ramah']"
"['sangat', 'baik']","['sangat', 'baik']"
['terimakasih'],['terimakasih']
"['enak', 'di', 'bawa', 'nya', 'dan', 'baik', 'sekali', 'orang', 'nya']","['enak', 'bawa', 'nya', 'baik', 'sekali', 'orang', 'nya']"
"['sangat', 'luar', 'biasa']","['sangat', 'luar', 'biasa']"
"['supirnya', 'ramah', 'baik', 'dan', 'cara', 'bawa', 'mobilnya', 'juga', 'aman', 'dan', 'tepat', 'waktu']","['supirnya', 'ramah', 'baik', 'cara', 'bawa', 'mobilnya', 'aman', 'tepat', 'waktu']"
"['ramah', 'dan', 'antusias']","['ramah', 'antusias']"
"['bagus', 'pelayanan', 'nya']","['bagus', 'pelayanan', 'nya']"
"['bagus', 'pelayanannya']","['bagus', 'pelayanannya']"
"['baik', 'ramah']","['baik', 'ramah']"
['ok'],[]
"['driver', 'ramah', 'makasih']","['driver', 'ramah', 'makasih']"
"['mantap', 'driver', 'raaamaah', 'banget', 'on', 'time']","['mantap', 'driver', 'raaamaah', 'banget', 'on', 'time']"
"['mudah', 'dan', 'cepat']","['mudah', 'cepat']"
['mantap'],['mantap']
['good'],['good']
['baik'],['baik']
['bagus'],['bagus']
"['mau', 'daptar', 'ojek', 'maxim']","['mau', 'daptar', 'ojek', 'maxim']"
"['pelayanannya', 'bagus']","['pelayanannya', 'bagus']"
"['baik', 'dalam', 'pelayanannya']","['baik', 'pelayanannya']"
['mantap'],['mantap']
"['pengemudi', 'ramah', 'dan', 'tertib', 'dlm', 'berkendara']","['pengemudi', 'ramah', 'tertib', 'dlm', 'berkendara']"
"['bagus', 'satsetsatset']","['bagus', 'satsetsatset']"
"['sangat', 'cepat', 'dan', 'raham']","['sangat', 'cepat', 'raham']"
['mantap'],['mantap']
['cekatan'],['cekatan']
"['baik', 'ramah', 'terimakasih']","['baik', 'ramah', 'terimakasih']"
"['bagus', 'banget']","['bagus', 'banget']"
['mantap'],['mantap']
['baik'],['baik']
"['makin', 'mantap', 'maxim']","['makin', 'mantap', 'maxim']"
"['sabar', 'dan', 'ramah']","['sabar', 'ramah']"
"['bapak', 'nya', 'sangat', 'ramah']","['bapak', 'nya', 'sangat', 'ramah']"
"['pelayanan', 'sangat', 'bagus']","['pelayanan', 'sangat', 'bagus']"
