tokenized_text,no_stopwords
"['sangat', 'mengecewakan', 'driver', 'banyak', 'betingkah', 'kalo', 'gak', 'mau', 'narik', 'baik', 'di', 'off', 'kan', 'aplikasi', 'nya', 'alasan', 'lagi', 'makan', 'pecah', 'ban', 'bilang', 'otw', 'tapi', 'di', 'aplikasi', 'tidak', 'bergerak', 'sangat', 'kurang', 'ajar', 'itu', 'bukan', 'sekali', 'dua', 'kali', 'aku', 'sekalipun', 'gak', 'pernh', 'kasih', 'ongkos', 'pass', 'pasti', 'lebih', 'paraahhhh']","['sangat', 'mengecewakan', 'driver', 'banyak', 'betingkah', 'kalo', 'gak', 'mau', 'narik', 'baik', 'off', 'kan', 'aplikasi', 'nya', 'alasan', 'makan', 'pecah', 'ban', 'bilang', 'otw', 'aplikasi', 'bergerak', 'sangat', 'kurang', 'ajar', 'bukan', 'sekali', 'kali', 'aku', 'sekalipun', 'gak', 'pernh', 'kasih', 'ongkos', 'pass', 'lebih', 'paraahhhh']"
"['maxim', 'memang', 'bagus', 'tapi', 'ketika', 'pesan', 'disana', 'misal', 'tertulis', 'menit', 'sampai', 'ditunggu', 'sampai', 'menit', 'gak', 'maju', 'kendaraannya', 'kesel', 'saya', 'sering', 'begitu', 'dan', 'akhirnya', 'nunggu', 'lama', 'lbih', 'dari', 'mnit', 'ketikasudah', 'dibatalkan', 'malah', 'datang']","['maxim', 'memang', 'bagus', 'pesan', 'disana', 'misal', 'tertulis', 'menit', 'ditunggu', 'menit', 'gak', 'maju', 'kendaraannya', 'kesel', 'sering', 'akhirnya', 'nunggu', 'lama', 'lbih', 'mnit', 'ketikasudah', 'dibatalkan', 'malah', 'datang']"
"['peta', 'tida', 'muncul', 'yg', 'muncul', 'cuma', 'garis', 'kotak']","['peta', 'tida', 'muncul', 'yg', 'muncul', 'cuma', 'garis', 'kotak']"
"['aneh', 'saya', 'jadi', 'gak', 'bisa', 'loginaplikasi', 'apa', 'ini']","['aneh', 'jadi', 'gak', 'loginaplikasi', 'apa']"
"['maxim', 'bodoh', 'sumpah', 'harga', 'kok', 'berubah', 'rubah', 'terus', 'tolol', 'emang', 'ganggu', 'aktifitas', 'orang']","['maxim', 'bodoh', 'sumpah', 'harga', 'kok', 'berubah', 'rubah', 'terus', 'tolol', 'emang', 'ganggu', 'aktifitas', 'orang']"
"['sadar', 'diri', 'lah', 'penumpang', 'pesan', 'car', 'udah', 'ac', 'kasih', 'nya', 'uang', 'pas', 'kadang', 'rb', 'pas', 'parah', 'gk', 'ngotak', 'harganya']","['sadar', 'diri', 'lah', 'penumpang', 'pesan', 'car', 'udah', 'ac', 'kasih', 'nya', 'uang', 'pas', 'kadang', 'rb', 'pas', 'parah', 'gk', 'ngotak', 'harganya']"
"['tidak', 'berguna', 'alamat', 'lokasi', 'tidak', 'lengkap', 'susah', 'buat', 'nyari', 'kantor', 'nya', 'ataupun', 'perusahaan', 'map', 'nya', 'juga', 'suka', 'ga', 'keluar', 'alias', 'gelap', 'pokonya', 'ga', 'banget', 'deh', 'iwww']","['berguna', 'alamat', 'lokasi', 'lengkap', 'susah', 'buat', 'nyari', 'kantor', 'nya', 'ataupun', 'perusahaan', 'map', 'nya', 'suka', 'ga', 'keluar', 'alias', 'gelap', 'pokonya', 'ga', 'banget', 'deh', 'iwww']"
"['saya', 'sbg', 'penumpang', 'kecewa', 'sekali', 'dgn', 'taxi', 'maxim', 'yg', 'katanya', 'bisa', 'byr', 'lwt', 'nontunai', 'maxim', 'wallet', 'malah', 'pengemudinya', 'gatau', 'cara', 'tarik', 'tunai', 'dan', 'ga', 'terima', 'kami', 'bayar', 'non', 'tunai', 'dikira', 'kami', 'yg', 'nipu', 'krn', 'gamau', 'ribut', 'akhirnya', 'sy', 'bayar', 'x', 'boss', 'tolong', 'untung', 'yg', 'mau', 'daftar', 'maxim', 'jd', 'pengemudi', 'di', 'seleksi', 'bener', 'org', 'yg', 'kudet', 'teknologi', 'atau', 'mmg', 'aplikasi', 'wallet', 'maximnya', 'yg', 'susah', 'buat', 'tarik', 'tunai', 'mau', 'complain', 'disuruh', 'dtg', 'ke', 'kantornya', 'wah', 'malah', 'ribut', 'ntr', 'disana', 'tidak', 'menerima', 'complain', 'lwt', 'sosmed', 'katanya']","['sbg', 'penumpang', 'kecewa', 'sekali', 'dgn', 'taxi', 'maxim', 'yg', 'katanya', 'byr', 'lwt', 'nontunai', 'maxim', 'wallet', 'malah', 'pengemudinya', 'gatau', 'cara', 'tarik', 'tunai', 'ga', 'terima', 'bayar', 'non', 'tunai', 'dikira', 'yg', 'nipu', 'krn', 'gamau', 'ribut', 'akhirnya', 'sy', 'bayar', 'x', 'boss', 'untung', 'yg', 'mau', 'daftar', 'maxim', 'jd', 'pengemudi', 'seleksi', 'bener', 'org', 'yg', 'kudet', 'teknologi', 'mmg', 'aplikasi', 'wallet', 'maximnya', 'yg', 'susah', 'buat', 'tarik', 'tunai', 'mau', 'complain', 'disuruh', 'dtg', 'kantornya', 'wah', 'malah', 'ribut', 'ntr', 'disana', 'menerima', 'complain', 'lwt', 'sosmed', 'katanya']"
"['driver', 'tidak', 'sopanmemaki', 'maki', 'dengan', 'kata', 'kotorsangat', 'menyesal', 'menggunakan', 'aplikasi', 'ini']","['driver', 'sopanmemaki', 'maki', 'kata', 'kotorsangat', 'menyesal', 'menggunakan', 'aplikasi']"
"['ngga', 'jelas', 'nih', 'soal', 'pembayaran', 'diaplikasi', 'coustomer', 'sama', 'di', 'driver', 'beda']","['ngga', 'jelas', 'nih', 'soal', 'pembayaran', 'diaplikasi', 'coustomer', 'sama', 'driver', 'beda']"
"['percuma', 'ada', 'promo', 'promonya', 'gak', 'berlaku', 'promo', 'pas', 'bayar', 'dimintai', 'nggak', 'benar']","['percuma', 'promo', 'promonya', 'gak', 'berlaku', 'promo', 'pas', 'bayar', 'dimintai', 'benar']"
"['saya', 'customer', 'yang', 'turunin', 'di', 'pinggir', 'jalan']","['customer', 'turunin', 'pinggir', 'jalan']"
"['sejajarkan', 'harga', 'bersaing', 'yang', 'sehat', 'dooonk']","['sejajarkan', 'harga', 'bersaing', 'sehat', 'dooonk']"
"['masuk', 'kode', 'nya', 'lemot']","['masuk', 'kode', 'nya', 'lemot']"
"['bersaing', 'harga', 'lah', 'secara', 'sehat', 'jangan', 'merusak', 'menjatuhkan', 'harga', 'lokal']","['bersaing', 'harga', 'lah', 'sehat', 'jangan', 'merusak', 'menjatuhkan', 'harga', 'lokal']"
"['gak', 'jelas', 'nihil', 'pengguna', 'nya', 'dikit', 'ditipu', 'terus', 'mesen', 'makanan', 'malah', 'abang', 'nya', 'minta', 'transfer', 'deluan', 'aplikasi', 'nya', 'gak', 'worth', 'it']","['gak', 'jelas', 'nihil', 'pengguna', 'nya', 'dikit', 'ditipu', 'terus', 'mesen', 'makanan', 'malah', 'abang', 'nya', 'minta', 'transfer', 'deluan', 'aplikasi', 'nya', 'gak', 'worth', 'it']"
"['ribet', 'gps', 'nya', 'ruwet', 'ruwet', 'gak', 'kaya', 'aplikasi', 'lain', 'ini', 'mah', 'ruwet', 'super', 'ruwet']","['ribet', 'gps', 'nya', 'ruwet', 'ruwet', 'gak', 'kaya', 'aplikasi', 'mah', 'ruwet', 'super', 'ruwet']"
"['ati', 'ati', 'yg', 'naik', 'dari', 'stasiun', 'pasar', 'turi', 'surabaya', 'ke', 'bungurasih', 'harga', 'gak', 'sesuai', 'argo', 'di', 'getok', 'dari', 'ke', 'ribu', 'dengan', 'alsan', 'bayar', 'parkr', 'mnding', 'jangan']","['ati', 'ati', 'yg', 'naik', 'stasiun', 'pasar', 'turi', 'surabaya', 'bungurasih', 'harga', 'gak', 'sesuai', 'argo', 'getok', 'ribu', 'alsan', 'bayar', 'parkr', 'mnding', 'jangan']"
"['kok', 'driver', 'maxim', 'sekarang', 'banyak', 'gak', 'sopan', 'ya', 'dan', 'seperti', 'caloharus', 'nya', 'mikir', 'dong', 'coba', 'bayangin', 'kalo', 'kami', 'mulai', 'memakai', 'transportasi', 'umum', 'kembali', 'pasti', 'bakal', 'sepi', 'orderan', 'kalian']","['kok', 'driver', 'maxim', 'sekarang', 'banyak', 'gak', 'sopan', 'caloharus', 'nya', 'mikir', 'dong', 'coba', 'bayangin', 'kalo', 'mulai', 'memakai', 'transportasi', 'umum', 'bakal', 'sepi', 'orderan', 'kalian']"
"['tolonglah', 'maxim', 'selama', 'saya', 'pesan', 'makan', 'di', 'aplikasi', 'ini', 'baru', 'dua', 'kali', 'berhasil', 'jarang', 'sekali', 'yang', 'mau', 'terima', 'orderan']","['tolonglah', 'maxim', 'selama', 'pesan', 'makan', 'aplikasi', 'baru', 'kali', 'berhasil', 'jarang', 'sekali', 'mau', 'terima', 'orderan']"
"['susah', 'banget', 'nyari', 'alamat', 'nya']","['susah', 'banget', 'nyari', 'alamat', 'nya']"
"['sangaat', 'hmmmmmm']","['sangaat', 'hmmmmmm']"
['up'],['up']
"['untuk', 'pelayanan', 'si', 'lumayan', 'ok', 'cept', 'jg', 'respon', 'nya', 'tp', 'saldo', 'vocer', 'yg', 'di', 'kasi', 'sama', 'sekali', 'gak', 'bisa', 'ke', 'pake', 'pdhl', 'saldo', 'sudah', 'terptong']","['pelayanan', 'si', 'lumayan', 'cept', 'jg', 'respon', 'nya', 'tp', 'saldo', 'vocer', 'yg', 'kasi', 'sama', 'sekali', 'gak', 'pake', 'pdhl', 'saldo', 'terptong']"
"['saya', 'top', 'up', 'rb', 'tetapi', 'tidak', 'masuk']","['top', 'up', 'rb', 'masuk']"
['hoax'],['hoax']
"['mapnya', 'kotak', 'kotak', 'doang', 'kocak']","['mapnya', 'kotak', 'kotak', 'doang', 'kocak']"
"['niat', 'hati', 'igin', 'coba', 'pake', 'jasa', 'maxim', 'tp', 'cukup', 'sekali', 'pakai', 'maxim', 'harga', 'yang', 'tertera', 'pada', 'aplikasi', 'tidak', 'sesuai', 'saat', 'pembayaran', 'ke', 'driver', 'nya', 'driver', 'nya', 'minta', 'tambahan', 'bayar', 'karna', 'jarak', 'driver', 'menjemput', 'saya', 'terlalu', 'jauh', 'kata', 'nya', 'luruskan', 'dulu', 'sistem', 'nya', 'maxim', 'sama', 'driver', 'nya', 'di', 'perbolehkan', 'tidak', 'seperti', 'ini', 'ke', 'pelanggan', 'mnta', 'tambahan', 'biaya', 'ac', 'tidak', 'di', 'nyalakan', 'malah', 'di', 'suruh', 'membuka', 'jendela', 'sangat', 'sangat', 'tidak', 'nyaman', 'gak', 'tau', 'ini', 'apa', 'emang', 'standar', 'nya', 'seperti', 'ini', 'ya']","['niat', 'hati', 'igin', 'coba', 'pake', 'jasa', 'maxim', 'tp', 'cukup', 'sekali', 'pakai', 'maxim', 'harga', 'tertera', 'aplikasi', 'sesuai', 'pembayaran', 'driver', 'nya', 'driver', 'nya', 'minta', 'tambahan', 'bayar', 'karna', 'jarak', 'driver', 'menjemput', 'terlalu', 'jauh', 'kata', 'nya', 'luruskan', 'dulu', 'sistem', 'nya', 'maxim', 'sama', 'driver', 'nya', 'perbolehkan', 'pelanggan', 'mnta', 'tambahan', 'biaya', 'ac', 'nyalakan', 'malah', 'suruh', 'membuka', 'jendela', 'sangat', 'sangat', 'nyaman', 'gak', 'tau', 'apa', 'emang', 'standar', 'nya']"
"['aplikasi', 'terlalu', 'bebas', 'dan', 'tidak', 'terbatas', 'jadi', 'banyak', 'driver', 'tanpa', 'atribut', 'dan', 'menyalah', 'gunakan', 'profesi', 'driver', 'untuk', 'tindak', 'kejahatan', 'keamanan', 'dan', 'standard', 'nya', 'maxim', 'tidak', 'ada', 'jadi', 'untuk', 'segi', 'keamanan', 'kurang']","['aplikasi', 'terlalu', 'bebas', 'terbatas', 'jadi', 'banyak', 'driver', 'atribut', 'menyalah', 'gunakan', 'profesi', 'driver', 'tindak', 'kejahatan', 'keamanan', 'standard', 'nya', 'maxim', 'jadi', 'segi', 'keamanan', 'kurang']"
"['aneh', 'naik', 'maxim', 'harga', 'awal', 'rb', 'pas', 'tengah', 'jalan', 'tiba', 'naik', 'jadi', 'rb', 'tanpa', 'sepengetahuan', 'saya', 'hadiah', 'dari', 'saya', 'bintang', 'aja', 'deh', 'buat', 'maxim']","['aneh', 'naik', 'maxim', 'harga', 'awal', 'rb', 'pas', 'tengah', 'jalan', 'tiba', 'naik', 'jadi', 'rb', 'sepengetahuan', 'hadiah', 'bintang', 'aja', 'deh', 'buat', 'maxim']"
"['apk', 'tolol']","['apk', 'tolol']"
"['bingung', 'banget', 'pertama', 'x', 'naik', 'maxim', 'itu', 'pun', 'di', 'orderin', 'lewat', 'hp', 'sodara', 'order', 'maxim', 'dgn', 'jarak', 'km', 'detail', 'harga', 'di', 'aplikasi', 'penumpang', 'begitu', 'sampai', 'lokasi', 'pengemudi', 'bilang', 'harga', 'rb', 'tertera', 'd', 'aplikasi']","['bingung', 'banget', 'pertama', 'x', 'naik', 'maxim', 'orderin', 'lewat', 'hp', 'sodara', 'order', 'maxim', 'dgn', 'jarak', 'km', 'detail', 'harga', 'aplikasi', 'penumpang', 'lokasi', 'pengemudi', 'bilang', 'harga', 'rb', 'tertera', 'd', 'aplikasi']"
"['minimal', 'driver', 'jangan', 'tolol', 'ngertilah', 'pakai', 'gps']","['minimal', 'driver', 'jangan', 'tolol', 'ngertilah', 'pakai', 'gps']"
"['aplikasinya', 'tidak', 'punya', 'fitur', 'chat', 'cs', 'keluhan', 'pelanggan', 'dan', 'chat', 'online']","['aplikasinya', 'punya', 'fitur', 'chat', 'cs', 'keluhan', 'pelanggan', 'chat', 'online']"
"['titik', 'ga', 'bisa', 'dicari', 'mau', 'masuk', 'pun', 'kode', 'otp', 'tidak', 'bisa']","['titik', 'ga', 'dicari', 'mau', 'masuk', 'kode', 'otp']"
"['kecewa', 'banget', 'gak', 'bisa', 'daftar', 'akun', 'hapuuus']","['kecewa', 'banget', 'gak', 'daftar', 'akun', 'hapuuus']"
"['terima', 'kasih', 'sdh', 'antar', 'sampai', 'ke', 'tempat', 'tujuan']","['terima', 'kasih', 'sdh', 'antar', 'tempat', 'tujuan']"
"['aplikasi', 'transportasi', 'yang', 'bikin', 'nge', 'jatohin', 'harga', 'argo', 'tidak', 'sesuai', 'dengan', 'kilometer', 'cousteumer', 'bayar', 'ke', 'maxim', 'mahal', 'giliran', 'maxim', 'bayar', 'ke', 'drivernya', 'murah', 'banget', 'gila', 'udh', 'gitu', 'tidak', 'ada', 'asuransi', 'jiwasraya', 'terjadi', 'nya', 'kecelakaan', 'lalu', 'lintas', 'terhadap', 'driver', 'dan', 'cousteumer', 'nyamaxim', 'perusahaan', 'rusia', 'ter', 'tolol', 'di', 'dunia']","['aplikasi', 'transportasi', 'bikin', 'nge', 'jatohin', 'harga', 'argo', 'sesuai', 'kilometer', 'cousteumer', 'bayar', 'maxim', 'mahal', 'giliran', 'maxim', 'bayar', 'drivernya', 'murah', 'banget', 'gila', 'udh', 'gitu', 'asuransi', 'jiwasraya', 'terjadi', 'nya', 'kecelakaan', 'lalu', 'lintas', 'driver', 'cousteumer', 'nyamaxim', 'perusahaan', 'rusia', 'ter', 'tolol', 'dunia']"
"['kode', 'otp', 'lama', 'banget', 'masuk', 'nya', 'kecewa', 'berat']","['kode', 'otp', 'lama', 'banget', 'masuk', 'nya', 'kecewa', 'berat']"
"['kecewa', 'sayasaya', 'yang', 'menunggu', 'jemputan', 'driver', 'malah', 'saya', 'yang', 'bayar', 'nunggu', 'hampir', 'satu', 'jam', 'malh', 'kenak', 'biaya', 'mending', 'klo', 'saya', 'yang', 'meminta', 'tunggu', 'ini', 'penjemputan', 'saya', 'saja', 'blom', 'malah', 'disuruh', 'bayar', 'yang', 'ada', 'pelanggan', 'di', 'kasih', 'kopetitas', 'soalnya', 'sudah', 'menunggu', 'driver', 'hampir', 'satu', 'jam']","['kecewa', 'sayasaya', 'menunggu', 'jemputan', 'driver', 'malah', 'bayar', 'nunggu', 'hampir', 'satu', 'jam', 'malh', 'kenak', 'biaya', 'mending', 'klo', 'meminta', 'tunggu', 'penjemputan', 'blom', 'malah', 'disuruh', 'bayar', 'pelanggan', 'kasih', 'kopetitas', 'soalnya', 'menunggu', 'driver', 'hampir', 'satu', 'jam']"
"['udah', 'nunggu', 'lama', 'malah', 'di', 'cancel', 'hadehh']","['udah', 'nunggu', 'lama', 'malah', 'cancel', 'hadehh']"
"['tidak', 'memuaskanlama', 'dapat', 'orderandan', 'gak', 'bisa', 'di', 'batalin', 'pilihan', 'nya', 'mana', 'cuman', 'untuk', 'mengubah', 'orderan', 'lagi', 'saya', 'mengorder', 'makanan']","['memuaskanlama', 'orderandan', 'gak', 'batalin', 'pilihan', 'nya', 'mana', 'cuman', 'mengubah', 'orderan', 'mengorder', 'makanan']"
"['awalnya', 'dri', 'kastamer', 'nyoba', 'ikut', 'jdi', 'driver', 'setelah', 'menyimak', 'di', 'percakapan', 'umum', 'area', 'bali', 'driver', 'nya', 'ternyata', 'saling', 'makan', 'teman', 'sendiri', 'alias', 'rasis', 'dan', 'menghina', 'sesama', 'driver', 'maxim', 'ke', 'sesama', 'driver', 'dengan', 'kalian', 'berkelakuan', 'seperti', 'itu', 'kastamer', 'akan', 'meninggalkan', 'maxim', 'itu', 'sendiri', 'lebih', 'baik', 'sama', 'memakai', 'jasa', 'aplikasi', 'lain', 'klo', 'kelakuan', 'para', 'driver', 'di', 'balinya', 'sangat', 'minus', 'kalau', 'developer', 'tidak', 'percaya', 'silahkan', 'masuk', 'ke', 'percakapan', 'umum', 'di', 'area', 'balilihat', 'sendiri', 'etika', 'mines', 'drivernya']","['awalnya', 'dri', 'kastamer', 'nyoba', 'ikut', 'jdi', 'driver', 'menyimak', 'percakapan', 'umum', 'area', 'bali', 'driver', 'nya', 'ternyata', 'saling', 'makan', 'teman', 'sendiri', 'alias', 'rasis', 'menghina', 'sesama', 'driver', 'maxim', 'sesama', 'driver', 'kalian', 'berkelakuan', 'kastamer', 'meninggalkan', 'maxim', 'sendiri', 'lebih', 'baik', 'sama', 'memakai', 'jasa', 'aplikasi', 'klo', 'kelakuan', 'driver', 'balinya', 'sangat', 'minus', 'kalau', 'developer', 'percaya', 'silahkan', 'masuk', 'percakapan', 'umum', 'area', 'balilihat', 'sendiri', 'etika', 'mines', 'drivernya']"
"['delivery', 'dibuat', 'auto', 'aja', 'min', 'kalo', 'udah', 'di', 'buat', 'auto', 'tak', 'ganti', 'b', 'biar', 'cepet', 'dapet', 'orderan', 'delivery', 'express', 'mu', 'gak', 'ada', 'penggunanya']","['delivery', 'dibuat', 'auto', 'aja', 'min', 'kalo', 'udah', 'buat', 'auto', 'tak', 'ganti', 'b', 'biar', 'cepet', 'dapet', 'orderan', 'delivery', 'express', 'mu', 'gak', 'penggunanya']"
"['aplikasi', 'scam', 'promosiin', 'mulu', 'saldo', 'gratis', 'tp', 'gapernah', 'bisa', 'kepakai']","['aplikasi', 'scam', 'promosiin', 'mulu', 'saldo', 'gratis', 'tp', 'gapernah', 'kepakai']"
"['saldo', 'gak', 'masuk', 'aplikasi', 'gak', 'jelas', 'jelek', 'emang', 'paling', 'gampang', 'gojek', 'atau', 'grab', 'perbaiki', 'lagi']","['saldo', 'gak', 'masuk', 'aplikasi', 'gak', 'jelas', 'jelek', 'emang', 'paling', 'gampang', 'gojek', 'grab', 'perbaiki']"
"['admin', 'saldo', 'ewallet', 'kaspro', 'saya', 'kok', 'blm', 'masuk', 'melalui', 'tf', 'bank', 'cimb', 'ya']","['admin', 'saldo', 'ewallet', 'kaspro', 'kok', 'blm', 'masuk', 'melalui', 'tf', 'bank', 'cimb']"
"['pas', 'isi', 'e', 'wallet', 'maxim', 'tf', 'nya', 'udah', 'berhasil', 'tapi', 'gk', 'masuk', 'mau', 'coba', 'hubungi', 'maxim', 'di', 'apk', 'gk', 'ada', 'respon', 'sampai', 'sekarang', 'kecewa', 'sih', 'jadi', 'no', 'recomend', 'buat', 'pembayarantop', 'up', 'e', 'wallet', 'maxim', 'pasti', 'gagal', 'terus', 'uang', 'nya', 'gk', 'tau', 'kemana', 'deh', 'aneh']","['pas', 'isi', 'e', 'wallet', 'maxim', 'tf', 'nya', 'udah', 'berhasil', 'gk', 'masuk', 'mau', 'coba', 'hubungi', 'maxim', 'apk', 'gk', 'respon', 'sekarang', 'kecewa', 'sih', 'jadi', 'no', 'recomend', 'buat', 'pembayarantop', 'up', 'e', 'wallet', 'maxim', 'gagal', 'terus', 'uang', 'nya', 'gk', 'tau', 'deh', 'aneh']"
"['aplikasi', 'sudah', 'bagus', 'tapi', 'tolong', 'jangan', 'bekerjasama', 'dengan', 'kaspro']","['aplikasi', 'bagus', 'jangan', 'bekerjasama', 'kaspro']"
"['aplikasi', 'bodong', 'gk', 'jelas']","['aplikasi', 'bodong', 'gk', 'jelas']"
"['pertama', 'isi', 'saldo', 'ke', 'maxim', 'wallet', 'lama', 'bgt', 'masuk', 'nya', 'sampai', 'berhari', 'hari', 'abis', 'itu', 'di', 'kirim', 'nya', 'juga', 'ga', 'sesuai', 'saldo', 'nya', 'seperti', 'pas', 'saya', 'top', 'up', 'dan', 'top', 'up', 'yang', 'ke', 'dua', 'tidak', 'masuk', 'sama', 'sekali', 'saldo', 'nya', 'sangat', 'tidak', 'memuaskan']","['pertama', 'isi', 'saldo', 'maxim', 'wallet', 'lama', 'bgt', 'masuk', 'nya', 'berhari', 'hari', 'abis', 'kirim', 'nya', 'ga', 'sesuai', 'saldo', 'nya', 'pas', 'top', 'up', 'top', 'up', 'masuk', 'sama', 'sekali', 'saldo', 'nya', 'sangat', 'memuaskan']"
"['aplikasi', 'jelek', 'mending', 'si', 'ijo', 'sebelah']","['aplikasi', 'jelek', 'mending', 'si', 'ijo', 'sebelah']"
"['susah', 'login']","['susah', 'login']"
"['top', 'up', 'lama', 'masuk', 'ngisi', 'alamat', 'dengan', 'nama', 'jalan', 'susah']","['top', 'up', 'lama', 'masuk', 'ngisi', 'alamat', 'nama', 'jalan', 'susah']"
"['belum', 'gunakannya', 'jd', 'cukup', 'bintang']","['gunakannya', 'jd', 'cukup', 'bintang']"
"['ngisi', 'saldo', 'wallet', 'kaspro', 'berapa', 'eh', 'yang', 'masuk', 'berapa', 'hadeh']","['ngisi', 'saldo', 'wallet', 'kaspro', 'berapa', 'eh', 'masuk', 'berapa', 'hadeh']"
"['maps', 'nya', 'ga', 'jelas', 'cape', 'nyari', 'nyari', 'alamat', 'ga', 'ketemu', 'ktemu']","['maps', 'nya', 'ga', 'jelas', 'cape', 'nyari', 'nyari', 'alamat', 'ga', 'ketemu', 'ktemu']"
"['mohon', 'bantuannya', 'kirim', 'kode', 'otp', 'nya', 'ke', 'nomor', 'telepon', 'saya', 'sukses', 'selalu', 'ya', 'utk', 'maxim', 'tks']","['mohon', 'bantuannya', 'kirim', 'kode', 'otp', 'nya', 'nomor', 'telepon', 'sukses', 'selalu', 'utk', 'maxim', 'tks']"
"['saat', 'ingin', 'memesan', 'food', 'hanya', 'muncul', 'tampilan', 'putih', 'saja']","['memesan', 'food', 'muncul', 'tampilan', 'putih']"
"['hancur', 'tak', 'berpihak', 'pada', 'driver']","['hancur', 'tak', 'berpihak', 'driver']"
"['sk', 'gubernur', 'tidak', 'dijalankan']","['sk', 'gubernur', 'dijalankan']"
"['mau', 'masuk', 'ke', 'maxim', 'gk', 'bisa', 'bisa', 'kodenya', 'padahal', 'nomor', 'sudah', 'benarrgak', 'guna', 'aplikasinya']","['mau', 'masuk', 'maxim', 'gk', 'kodenya', 'padahal', 'nomor', 'benarrgak', 'aplikasinya']"
"['pengalaman', 'saya', 'pesan', 'maxim', 'bbrpa', 'kali', 'karna', 'harga', 'lebih', 'murah', 'dr', 'apk', 'ojol', 'lain', 'tp', 'pelayanan', 'driver', 'sangat', 'sangat', 'burukk', 'dan', 'tidak', 'sopanntdk', 'akan', 'pesan', 'maxim', 'lagi', 'lebih', 'baik', 'bayar', 'mahal', 'dapat', 'kualitas', 'bagus']","['pengalaman', 'pesan', 'maxim', 'bbrpa', 'kali', 'karna', 'harga', 'lebih', 'murah', 'dr', 'apk', 'ojol', 'tp', 'pelayanan', 'driver', 'sangat', 'sangat', 'burukk', 'sopanntdk', 'pesan', 'maxim', 'lebih', 'baik', 'bayar', 'mahal', 'kualitas', 'bagus']"
"['ini', 'gimana', 'sih', 'mau', 'log', 'in', 'susah', 'bangett', 'nomer', 'kode', 'nya', 'ga', 'kekirim', 'kirim', 'kalo', 'udah', 'butut', 'tutup', 'aja', 'apk', 'nya']","['gimana', 'sih', 'mau', 'log', 'in', 'susah', 'bangett', 'nomer', 'kode', 'nya', 'ga', 'kekirim', 'kirim', 'kalo', 'udah', 'butut', 'tutup', 'aja', 'apk', 'nya']"
"['masukkan', 'utk', 'kassprokasswalletnya', 'sgr', 'diperbaiki', 'lgsosialisasikan', 'lg', 'ttg', 'kasspro', 'ke', 'pengemudi', 'krn', 'bnyk', 'pengemudi', 'yg', 'tdk', 'paham', 'dg', 'kassprokasswallethny', 'krn', 'pengemudi', 'tdk', 'paham', 'kasspro', 'jd', 'mengecewakan', 'pengguna', 'trm', 'ksh']","['masukkan', 'utk', 'kassprokasswalletnya', 'sgr', 'diperbaiki', 'lgsosialisasikan', 'lg', 'ttg', 'kasspro', 'pengemudi', 'krn', 'bnyk', 'pengemudi', 'yg', 'tdk', 'paham', 'dg', 'kassprokasswallethny', 'krn', 'pengemudi', 'tdk', 'paham', 'kasspro', 'jd', 'mengecewakan', 'pengguna', 'trm', 'ksh']"
"['petanya', 'anehgak', 'bisa', 'lihat', 'posisi', 'orang', 'yang', 'mesan']","['petanya', 'anehgak', 'lihat', 'posisi', 'orang', 'mesan']"
"['kecewa', 'saldo', 'saya', 'tersedot', 'banyak', 'saat', 'pembayaran', 'ewallet', 'maxim', 'kaspro', 'akhirnya', 'saya', 'melakukan', 'pembayarab', 'double', 'yaitu', 'cash', 'dan', 'saldo', 'tersedot', 'ewallet', 'kaspro']","['kecewa', 'saldo', 'tersedot', 'banyak', 'pembayaran', 'ewallet', 'maxim', 'kaspro', 'akhirnya', 'melakukan', 'pembayarab', 'double', 'cash', 'saldo', 'tersedot', 'ewallet', 'kaspro']"
"['saya', 'baru', 'selesai', 'top', 'up', 'maxim', 'wallet', 'dan', 'saya', 'melakukan', 'nya', 'dari', 'app', 'ovo', 'pengiriman', 'berhasil', 'tapi', 'saldo', 'maxim', 'wallet', 'tetap', 'kosong']","['baru', 'selesai', 'top', 'up', 'maxim', 'wallet', 'melakukan', 'nya', 'app', 'ovo', 'pengiriman', 'berhasil', 'saldo', 'maxim', 'wallet', 'tetap', 'kosong']"
"['vertikasi', 'nelpon', 'sms', 'susah', 'gak', 'keluar', 'apaan', 'coba']","['vertikasi', 'nelpon', 'sms', 'susah', 'gak', 'keluar', 'apaan', 'coba']"
"['aplikasi', 'tolol', 'order', 'makanan', 'tapi', 'ga', 'bisa', 'dibatalkan', 'anjinglah', 'tolong', 'maksimalkan', 'aplikasinya', 'dulu', 'baru', 'terbitkan', 'layanan', 'ke', 'publik']","['aplikasi', 'tolol', 'order', 'makanan', 'ga', 'dibatalkan', 'anjinglah', 'maksimalkan', 'aplikasinya', 'dulu', 'baru', 'terbitkan', 'layanan', 'publik']"
['kerja'],['kerja']
"['order', 'telah', 'dipenuhi', 'oleh', 'elizaman', 'natalis', 'gea', 'dengan', 'daihatsu', 'sigra', 'warna', 'putih', 'nopol', 'bkaes', 'terima', 'kasih', 'atas', 'perjalanan', 'anda', 'rating']","['order', 'dipenuhi', 'elizaman', 'natalis', 'gea', 'daihatsu', 'sigra', 'warna', 'putih', 'nopol', 'bkaes', 'terima', 'kasih', 'atas', 'perjalanan', 'rating']"
"['aplikasi', 'tek']","['aplikasi', 'tek']"
