content,tokenized_text,processed_text
Drivernya ramah,"['drivernya', 'ramah']","['drivernya', 'ramah']"
drivernya ramah sekali,"['drivernya', 'ramah', 'sekali']","['drivernya', 'ramah', 'sekali']"
Cepat dan tepat,"['cepat', 'dan', 'tepat']","['cepat', 'tepat']"
Bgus,['bgus'],['bgus']
Mobil anti corona,"['mobil', 'anti', 'corona']","['mobil', 'anti', 'corona']"
org nya ramah,"['org', 'nya', 'ramah']","['org', 'nya', 'ramah']"
ok banget pokok nya,"['ok', 'banget', 'pokok', 'nya']","['banget', 'pokok', 'nya']"
"makasih ya pak,,sehat selalu","['makasih', 'ya', 'paksehat', 'selalu']","['makasih', 'paksehat', 'selalu']"
bagus dan ramah,"['bagus', 'dan', 'ramah']","['bagus', 'ramah']"
Harga nya lebih murah,"['harga', 'nya', 'lebih', 'murah']","['harga', 'nya', 'lebih', 'murah']"
lebih murah dan cepat dptnya alangkah lebih baiknya kl bs bayar dengan aplikasi seperti yg lainnya terima kasih,"['lebih', 'murah', 'dan', 'cepat', 'dptnya', 'alangkah', 'lebih', 'baiknya', 'kl', 'bs', 'bayar', 'dengan', 'aplikasi', 'seperti', 'yg', 'lainnya', 'terima', 'kasih']","['lebih', 'murah', 'cepat', 'dptnya', 'alangkah', 'lebih', 'baik', 'kl', 'bs', 'bayar', 'aplikasi', 'yg', 'lain', 'terima', 'kasih']"
supir ramah,"['supir', 'ramah']","['supir', 'ramah']"
pelayanan sopan,"['pelayanan', 'sopan']","['layan', 'sopan']"
Mantap,['mantap'],['mantap']
Bintang lima pokoknya 👍,"['bintang', 'lima', 'pokoknya']","['bintang', 'lima', 'pokok']"
goodjob,['goodjob'],['goodjob']
murcheee tapi nunggu nya lama,"['murcheee', 'tapi', 'nunggu', 'nya', 'lama']","['murcheee', 'nunggu', 'nya', 'lama']"
Good,['good'],['good']
Mantan,['mantan'],['mantan']
Bagus,['bagus'],['bagus']
bagus,['bagus'],['bagus']
sangat baik,"['sangat', 'baik']","['sangat', 'baik']"
mereka semua baik²,"['mereka', 'semua', 'baik']","['semua', 'baik']"
nyaman dalam berkendara an,"['nyaman', 'dalam', 'berkendara', 'an']","['nyaman', 'kendara', 'an']"
sangat baik,"['sangat', 'baik']","['sangat', 'baik']"
mantap,['mantap'],['mantap']
juos,['juos'],['juos']
"Drivernya baik bgt ,wlaupun titik jemput jauh msih mw diambil,,mksi bli","['drivernya', 'baik', 'bgt', 'wlaupun', 'titik', 'jemput', 'jauh', 'msih', 'mw', 'diambilmksi', 'bli']","['drivernya', 'baik', 'bgt', 'wlaupun', 'titik', 'jemput', 'jauh', 'msih', 'mw', 'diambilmksi', 'bli']"
sangat memudahkan.buat yg tidak punya ken daraan,"['sangat', 'memudahkanbuat', 'yg', 'tidak', 'punya', 'ken', 'daraan']","['sangat', 'memudahkanbuat', 'yg', 'punya', 'ken', 'dara']"
"Order telah dipenuhi oleh: Juwantoro dengan Motorcycle, warna biru, nopol BG4912AEO. Terima kasih atas perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.95)","['order', 'telah', 'dipenuhi', 'oleh', 'juwantoro', 'dengan', 'motorcycle', 'warna', 'biru', 'nopol', 'bgaeo', 'terima', 'kasih', 'atas', 'perjalanan', 'anda', 'rating']","['order', 'penuh', 'juwantoro', 'motorcycle', 'warna', 'biru', 'nopol', 'bgaeo', 'terima', 'kasih', 'atas', 'jalan', 'rating']"
"good,, ramah tamah","['good', 'ramah', 'tamah']","['good', 'ramah', 'tamah']"
ramah dan baik,"['ramah', 'dan', 'baik']","['ramah', 'baik']"
baik,['baik'],['baik']
sangat bagus,"['sangat', 'bagus']","['sangat', 'bagus']"
mantap,['mantap'],['mantap']
pelayanan memuaskan,"['pelayanan', 'memuaskan']","['layan', 'muas']"
pelayanan mantap,"['pelayanan', 'mantap']","['layan', 'mantap']"
baik,['baik'],['baik']
Baik,['baik'],['baik']
"sangat ramah bapak ojek nya, selama di perjalanan banyak bercerita","['sangat', 'ramah', 'bapak', 'ojek', 'nya', 'selama', 'di', 'perjalanan', 'banyak', 'bercerita']","['sangat', 'ramah', 'bapak', 'ojek', 'nya', 'lama', 'jalan', 'banyak', 'cerita']"
sangat membantu tarif maxim mah,"['sangat', 'membantu', 'tarif', 'maxim', 'mah']","['sangat', 'bantu', 'tarif', 'maxim', 'mah']"
good,['good'],['good']
"Tera kasih, sangat membantu perjalanan kami 🙏😇","['tera', 'kasih', 'sangat', 'membantu', 'perjalanan', 'kami']","['tera', 'kasih', 'sangat', 'bantu', 'jalan']"
terimakasih sudah mengantar sampai tujuan..drivernya ramah ..,"['terimakasih', 'sudah', 'mengantar', 'sampai', 'tujuandrivernya', 'ramah']","['terimakasih', 'antar', 'tujuandrivernya', 'ramah']"
terimakasih mas lancar rejeki nya... baik banget draver nya...,"['terimakasih', 'mas', 'lancar', 'rejeki', 'nya', 'baik', 'banget', 'draver', 'nya']","['terimakasih', 'mas', 'lancar', 'rejeki', 'nya', 'baik', 'banget', 'draver', 'nya']"
sangat baik dan ramah,"['sangat', 'baik', 'dan', 'ramah']","['sangat', 'baik', 'ramah']"
pelayanan mantap dan enakk orang nya,"['pelayanan', 'mantap', 'dan', 'enakk', 'orang', 'nya']","['layan', 'mantap', 'enakk', 'orang', 'nya']"
driver ramah.. terimakasih..,"['driver', 'ramah', 'terimakasih']","['driver', 'ramah', 'terimakasih']"
terimakasih sudah antar ke polsek plered,"['terimakasih', 'sudah', 'antar', 'ke', 'polsek', 'plered']","['terimakasih', 'antar', 'polsek', 'plered']"
baik dan sopqn,"['baik', 'dan', 'sopqn']","['baik', 'sopqn']"
driver ramah,"['driver', 'ramah']","['driver', 'ramah']"
good,['good'],['good']
good,['good'],['good']
bagus,['bagus'],['bagus']
sangat ramah,"['sangat', 'ramah']","['sangat', 'ramah']"
Cukup Terjangkau,"['cukup', 'terjangkau']","['cukup', 'jangkau']"
"baru saja punya apk ini , apk ini sangat membantu , mas drivernya juga ramah dan respon cepat 🙏🙏","['baru', 'saja', 'punya', 'apk', 'ini', 'apk', 'ini', 'sangat', 'membantu', 'mas', 'drivernya', 'juga', 'ramah', 'dan', 'respon', 'cepat']","['baru', 'punya', 'apk', 'apk', 'sangat', 'bantu', 'mas', 'drivernya', 'ramah', 'respon', 'cepat']"
abang nya ramah bgt & wangi bgt,"['abang', 'nya', 'ramah', 'bgt', 'wangi', 'bgt']","['abang', 'nya', 'ramah', 'bgt', 'wangi', 'bgt']"
luar biasa,"['luar', 'biasa']","['luar', 'biasa']"
Pelayanan ramah dan murah.,"['pelayanan', 'ramah', 'dan', 'murah']","['layan', 'ramah', 'murah']"
bapaknya Ramah baik mau nerima orderan disaat hujan deras kebetulan saya dan anak saya kejebak hujan 🙏,"['bapaknya', 'ramah', 'baik', 'mau', 'nerima', 'orderan', 'disaat', 'hujan', 'deras', 'kebetulan', 'saya', 'dan', 'anak', 'saya', 'kejebak', 'hujan']","['bapak', 'ramah', 'baik', 'mau', 'nerima', 'order', 'saat', 'hujan', 'deras', 'betul', 'anak', 'jebak', 'hujan']"
okeee,['okeee'],['okeee']
mantap,['mantap'],['mantap']
baik,['baik'],['baik']
"jemput ke lokasi tepat waktu dan mengantar ke lokasi tujuan cepat, supirnya ramah juga","['jemput', 'ke', 'lokasi', 'tepat', 'waktu', 'dan', 'mengantar', 'ke', 'lokasi', 'tujuan', 'cepat', 'supirnya', 'ramah', 'juga']","['jemput', 'lokasi', 'tepat', 'waktu', 'antar', 'lokasi', 'tuju', 'cepat', 'supirnya', 'ramah']"
sangat bagus 👍,"['sangat', 'bagus']","['sangat', 'bagus']"
sangat bagus,"['sangat', 'bagus']","['sangat', 'bagus']"
Good cap jempool,"['good', 'cap', 'jempool']","['good', 'cap', 'jempool']"
"Order telah dipenuhi oleh: M Fadol dengan Motorcycle, warna merah, nopol R2047ZL. Terima kasih atas perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.95)","['order', 'telah', 'dipenuhi', 'oleh', 'm', 'fadol', 'dengan', 'motorcycle', 'warna', 'merah', 'nopol', 'rzl', 'terima', 'kasih', 'atas', 'perjalanan', 'anda', 'rating']","['order', 'penuh', 'm', 'fadol', 'motorcycle', 'warna', 'merah', 'nopol', 'rzl', 'terima', 'kasih', 'atas', 'jalan', 'rating']"
sangat baik,"['sangat', 'baik']","['sangat', 'baik']"
ojolnya cepat datang dan juga ramah,"['ojolnya', 'cepat', 'datang', 'dan', 'juga', 'ramah']","['ojolnya', 'cepat', 'datang', 'ramah']"
ramah,['ramah'],['ramah']
makasih ya mas smga lancar rejekinya,"['makasih', 'ya', 'mas', 'smga', 'lancar', 'rejekinya']","['makasih', 'mas', 'smga', 'lancar', 'rejekinya']"
nyaman dan asik,"['nyaman', 'dan', 'asik']","['nyaman', 'asik']"
baik..,['baik'],['baik']
sangat bagus,"['sangat', 'bagus']","['sangat', 'bagus']"
sangat baik walaupun kami mendesak,"['sangat', 'baik', 'walaupun', 'kami', 'mendesak']","['sangat', 'baik', 'walaupun', 'desak']"
Terbaikkkk.. semoga amanah selalu,"['terbaikkkk', 'semoga', 'amanah', 'selalu']","['terbaikkkk', 'moga', 'amanah', 'selalu']"
sangat ramah,"['sangat', 'ramah']","['sangat', 'ramah']"
baik,['baik'],['baik']
"Sangat Membantu, Sangat sabar dan Amanah driver nya... Trimkash..","['sangat', 'membantu', 'sangat', 'sabar', 'dan', 'amanah', 'driver', 'nya', 'trimkash']","['sangat', 'bantu', 'sangat', 'sabar', 'amanah', 'driver', 'nya', 'trimkash']"
"mobilnya bagusss, nyaman, wangiiiii bangeeet, terima kash kak, semoga laris manissss bnyk rejeki","['mobilnya', 'bagusss', 'nyaman', 'wangiiiii', 'bangeeet', 'terima', 'kash', 'kak', 'semoga', 'laris', 'manissss', 'bnyk', 'rejeki']","['mobil', 'bagusss', 'nyaman', 'wangiiiii', 'bangeeet', 'terima', 'kash', 'kak', 'moga', 'laris', 'manissss', 'bnyk', 'rejeki']"
tepat waktu,"['tepat', 'waktu']","['tepat', 'waktu']"
layanan sangat memuaskan,"['layanan', 'sangat', 'memuaskan']","['layan', 'sangat', 'muas']"
Ramah dan tepat waktu.,"['ramah', 'dan', 'tepat', 'waktu']","['ramah', 'tepat', 'waktu']"
sangat bagus,"['sangat', 'bagus']","['sangat', 'bagus']"
rutenya terlalu muter kalau lewat royal lebih cepat,"['rutenya', 'terlalu', 'muter', 'kalau', 'lewat', 'royal', 'lebih', 'cepat']","['rute', 'terlalu', 'muter', 'kalau', 'lewat', 'royal', 'lebih', 'cepat']"
ramah dan baik,"['ramah', 'dan', 'baik']","['ramah', 'baik']"
sangat bagus,"['sangat', 'bagus']","['sangat', 'bagus']"
Terbaik,['terbaik'],['baik']
driver ok,"['driver', 'ok']",['driver']
"'3,,''@@1$*144 Cb1",['cb'],['cb']
terimakasih sudah melayani kami dengan sangat baik,"['terimakasih', 'sudah', 'melayani', 'kami', 'dengan', 'sangat', 'baik']","['terimakasih', 'layan', 'sangat', 'baik']"
sangat bagus👍 pelayanannya,"['sangat', 'bagus', 'pelayanannya']","['sangat', 'bagus', 'layan']"
"respon cepat, ramah","['respon', 'cepat', 'ramah']","['respon', 'cepat', 'ramah']"
"terimakasih maxim, saya puas menggunakan jasa maxim karena harganya merakyat","['terimakasih', 'maxim', 'saya', 'puas', 'menggunakan', 'jasa', 'maxim', 'karena', 'harganya', 'merakyat']","['terimakasih', 'maxim', 'puas', 'guna', 'jasa', 'maxim', 'harga', 'rakyat']"
terima kasih pak driver,"['terima', 'kasih', 'pak', 'driver']","['terima', 'kasih', 'pak', 'driver']"
oke,['oke'],['oke']
Terima kasih Pak 🙏🙏,"['terima', 'kasih', 'pak']","['terima', 'kasih', 'pak']"
"murah, cepat, supirnya ramah.","['murah', 'cepat', 'supirnya', 'ramah']","['murah', 'cepat', 'supirnya', 'ramah']"
mantappp keren.. aman,"['mantappp', 'keren', 'aman']","['mantappp', 'keren', 'aman']"
sangat baik,"['sangat', 'baik']","['sangat', 'baik']"
"Ramah, super nyaman","['ramah', 'super', 'nyaman']","['ramah', 'super', 'nyaman']"
baik ramah,"['baik', 'ramah']","['baik', 'ramah']"
mantap,['mantap'],['mantap']
"supir cepat sekali datangnya,ramah,sopan","['supir', 'cepat', 'sekali', 'datangnyaramahsopan']","['supir', 'cepat', 'sekali', 'datangnyaramahsopan']"
Pengantaran cepat...mantap,"['pengantaran', 'cepatmantap']","['antar', 'cepatmantap']"
sangat amanah,"['sangat', 'amanah']","['sangat', 'amanah']"
bagus banget drever,"['bagus', 'banget', 'drever']","['bagus', 'banget', 'drever']"
respon sopir TOP. terimakasih,"['respon', 'sopir', 'top', 'terimakasih']","['respon', 'sopir', 'top', 'terimakasih']"
baik dan ramah,"['baik', 'dan', 'ramah']","['baik', 'ramah']"
makasih,['makasih'],['makasih']
"baik, humble,wangi jugaa, top deh","['baik', 'humblewangi', 'jugaa', 'top', 'deh']","['baik', 'humblewangi', 'jugaa', 'top', 'deh']"
"sangat baik, dan bekerjasama","['sangat', 'baik', 'dan', 'bekerjasama']","['sangat', 'baik', 'bekerjasama']"
"Indonesia Raya, Maxim Jaya, Kami Sejahtera","['indonesia', 'raya', 'maxim', 'jaya', 'kami', 'sejahtera']","['indonesia', 'raya', 'maxim', 'jaya', 'sejahtera']"
terimakasih pak sudah mau menunggu,"['terimakasih', 'pak', 'sudah', 'mau', 'menunggu']","['terimakasih', 'pak', 'mau', 'tunggu']"
bagus bermanfaat,"['bagus', 'bermanfaat']","['bagus', 'manfaat']"
bagus,['bagus'],['bagus']
"ramah, enak bawa mobilnya sabar","['ramah', 'enak', 'bawa', 'mobilnya', 'sabar']","['ramah', 'enak', 'bawa', 'mobil', 'sabar']"
sangat memuaskan,"['sangat', 'memuaskan']","['sangat', 'muas']"
"cepat, ramah dan amanah... mewah rezeky banh","['cepat', 'ramah', 'dan', 'amanah', 'mewah', 'rezeky', 'banh']","['cepat', 'ramah', 'amanah', 'mewah', 'rezeky', 'banh']"
sangat amanah,"['sangat', 'amanah']","['sangat', 'amanah']"
very good 👍,"['very', 'good']","['very', 'good']"
baik sopan ramah baget,"['baik', 'sopan', 'ramah', 'baget']","['baik', 'sopan', 'ramah', 'baget']"
aplikasi yg sangat membantu sekali untuk masyarakat,"['aplikasi', 'yg', 'sangat', 'membantu', 'sekali', 'untuk', 'masyarakat']","['aplikasi', 'yg', 'sangat', 'bantu', 'sekali', 'masyarakat']"
sangat membantu 🙏,"['sangat', 'membantu']","['sangat', 'bantu']"
Sangat baik,"['sangat', 'baik']","['sangat', 'baik']"
good job 👍👍👍,"['good', 'job']","['good', 'job']"
mntap,['mntap'],['mntap']
baik orangnya sopan,"['baik', 'orangnya', 'sopan']","['baik', 'orang', 'sopan']"
Cepat,['cepat'],['cepat']
mantap,['mantap'],['mantap']
sangat baik dan ramah,"['sangat', 'baik', 'dan', 'ramah']","['sangat', 'baik', 'ramah']"
baik ramah,"['baik', 'ramah']","['baik', 'ramah']"
"pelayanan ramah,cepat dan bagus","['pelayanan', 'ramahcepat', 'dan', 'bagus']","['layan', 'ramahcepat', 'bagus']"
Sangat Membantu dan pelayanannya cepat,"['sangat', 'membantu', 'dan', 'pelayanannya', 'cepat']","['sangat', 'bantu', 'layan', 'cepat']"
pelayanan baik,"['pelayanan', 'baik']","['layan', 'baik']"
"mantap, maju terus dan terima.kasih atas layanannya..","['mantap', 'maju', 'terus', 'dan', 'terimakasih', 'atas', 'layanannya']","['mantap', 'maju', 'terus', 'terimakasih', 'atas', 'layan']"
"pertahan kan harga murah, promosi, hematkan customer, sejahterakan driver. hehehehehe","['pertahan', 'kan', 'harga', 'murah', 'promosi', 'hematkan', 'customer', 'sejahterakan', 'driver', 'hehehehehe']","['tahan', 'kan', 'harga', 'murah', 'promosi', 'hemat', 'customer', 'sejahtera', 'driver', 'hehehehehe']"
ramah sekali,"['ramah', 'sekali']","['ramah', 'sekali']"
terimakasih,['terimakasih'],['terimakasih']
turun dimn mas,"['turun', 'dimn', 'mas']","['turun', 'dimn', 'mas']"
Bagus sekali,"['bagus', 'sekali']","['bagus', 'sekali']"
terima kasih .,"['terima', 'kasih']","['terima', 'kasih']"
cepat bagus,"['cepat', 'bagus']","['cepat', 'bagus']"
pelayanan ramah sekali hemat dan terjangkau .. pengemudi ramah..,"['pelayanan', 'ramah', 'sekali', 'hemat', 'dan', 'terjangkau', 'pengemudi', 'ramah']","['layan', 'ramah', 'sekali', 'hemat', 'jangkau', 'kemudi', 'ramah']"
driver oke,"['driver', 'oke']","['driver', 'oke']"
sementara sy ksh bintang 4 dulu soal nya baru pertama kali coba dan lgsg dpt driver yg baik,"['sementara', 'sy', 'ksh', 'bintang', 'dulu', 'soal', 'nya', 'baru', 'pertama', 'kali', 'coba', 'dan', 'lgsg', 'dpt', 'driver', 'yg', 'baik']","['sy', 'ksh', 'bintang', 'dulu', 'soal', 'nya', 'baru', 'pertama', 'kali', 'coba', 'lgsg', 'dpt', 'driver', 'yg', 'baik']"
mantap,['mantap'],['mantap']
Bagus sekali kerja nya,"['bagus', 'sekali', 'kerja', 'nya']","['bagus', 'sekali', 'kerja', 'nya']"
pengemudi sangat ramah,"['pengemudi', 'sangat', 'ramah']","['kemudi', 'sangat', 'ramah']"
If,['if'],['if']
sangat memuaskan .baik .ramah aku suka tingkatkan lagi ya mksih ☺️☺️☺️,"['sangat', 'memuaskan', 'baik', 'ramah', 'aku', 'suka', 'tingkatkan', 'lagi', 'ya', 'mksih']","['sangat', 'muas', 'baik', 'ramah', 'aku', 'suka', 'tingkat', 'mksih']"
ramah,['ramah'],['ramah']
pelayanan baik,"['pelayanan', 'baik']","['layan', 'baik']"
bagus,['bagus'],['bagus']
ramah,['ramah'],['ramah']
membantu,['membantu'],['bantu']
gercep banget abang nya,"['gercep', 'banget', 'abang', 'nya']","['gercep', 'banget', 'abang', 'nya']"
MANTAP,['mantap'],['mantap']
sopirnya ramah terima kasih pak,"['sopirnya', 'ramah', 'terima', 'kasih', 'pak']","['sopir', 'ramah', 'terima', 'kasih', 'pak']"
"sangat baik,ramah","['sangat', 'baikramah']","['sangat', 'baikramah']"
bagus pelayanannya 👍,"['bagus', 'pelayanannya']","['bagus', 'layan']"
trm ksh ... pelayanan yg baik...,"['trm', 'ksh', 'pelayanan', 'yg', 'baik']","['trm', 'ksh', 'layan', 'yg', 'baik']"
ramah dan tepat waktu,"['ramah', 'dan', 'tepat', 'waktu']","['ramah', 'tepat', 'waktu']"
sangat baik,"['sangat', 'baik']","['sangat', 'baik']"
pelayanan baik dan cepat,"['pelayanan', 'baik', 'dan', 'cepat']","['layan', 'baik', 'cepat']"
solusi buat perjalanan lebih hemat dan tetap nyaman. pokonya sukses buat maxim Biak,"['solusi', 'buat', 'perjalanan', 'lebih', 'hemat', 'dan', 'tetap', 'nyaman', 'pokonya', 'sukses', 'buat', 'maxim', 'biak']","['solusi', 'buat', 'jalan', 'lebih', 'hemat', 'tetap', 'nyaman', 'poko', 'sukses', 'buat', 'maxim', 'biak']"
mantap,['mantap'],['mantap']
on time,"['on', 'time']","['on', 'time']"
terima kasih sudah di antar sampai tujuan,"['terima', 'kasih', 'sudah', 'di', 'antar', 'sampai', 'tujuan']","['terima', 'kasih', 'antar', 'tuju']"
"Alhamdulillah,pak supir kooperatif,baik,sabar,","['alhamdulillahpak', 'supir', 'kooperatifbaiksabar']","['alhamdulillahpak', 'supir', 'kooperatifbaiksabar']"
"driver nyaman, ramah dan baik","['driver', 'nyaman', 'ramah', 'dan', 'baik']","['driver', 'nyaman', 'ramah', 'baik']"
baikkk,['baikkk'],['baikkk']
ramah baik dan sopan,"['ramah', 'baik', 'dan', 'sopan']","['ramah', 'baik', 'sopan']"
"maxim Sangat bagus,enak berkendaraan","['maxim', 'sangat', 'bagusenak', 'berkendaraan']","['maxim', 'sangat', 'bagusenak', 'kendara']"
pelayanan bagus dan tepat waktu,"['pelayanan', 'bagus', 'dan', 'tepat', 'waktu']","['layan', 'bagus', 'tepat', 'waktu']"
bagus banget,"['bagus', 'banget']","['bagus', 'banget']"
bagus,['bagus'],['bagus']
mantap,['mantap'],['mantap']
"lumayan bagus cepet,kurir nya ramah","['lumayan', 'bagus', 'cepetkurir', 'nya', 'ramah']","['lumayan', 'bagus', 'cepetkurir', 'nya', 'ramah']"
tempat waktu driver ramah thebest👍,"['tempat', 'waktu', 'driver', 'ramah', 'thebest']","['tempat', 'waktu', 'driver', 'ramah', 'thebest']"
terimakasih untuk percepatan tanggapan pesanan / order dan memahami kebutuhan setiap pengguna 👍👍👍,"['terimakasih', 'untuk', 'percepatan', 'tanggapan', 'pesanan', 'order', 'dan', 'memahami', 'kebutuhan', 'setiap', 'pengguna']","['terimakasih', 'cepat', 'tanggap', 'pesan', 'order', 'paham', 'butuh', 'guna']"
murah. walaupun harus nunggu mungkin karna armadanya masih sedikit drivernya juga ramah,"['murah', 'walaupun', 'harus', 'nunggu', 'mungkin', 'karna', 'armadanya', 'masih', 'sedikit', 'drivernya', 'juga', 'ramah']","['murah', 'walaupun', 'nunggu', 'mungkin', 'karna', 'armada', 'sedikit', 'drivernya', 'ramah']"
pengemudi baik,"['pengemudi', 'baik']","['kemudi', 'baik']"
bagus dan murah,"['bagus', 'dan', 'murah']","['bagus', 'murah']"
"tetep tinggkatkan ke ramah,..😀😀😀","['tetep', 'tinggkatkan', 'ke', 'ramah']","['tetep', 'tinggkatkan', 'ramah']"
Terimakasih,['terimakasih'],['terimakasih']
Maxim is the best,"['maxim', 'is', 'the', 'best']","['maxim', 'is', 'the', 'best']"
sangat membantu,"['sangat', 'membantu']","['sangat', 'bantu']"
baik,['baik'],['baik']
ramah nyaman cara bawa motornya,"['ramah', 'nyaman', 'cara', 'bawa', 'motornya']","['ramah', 'nyaman', 'cara', 'bawa', 'motor']"
good,['good'],['good']
insyaallah jemput harga murah bangettt,"['insyaallah', 'jemput', 'harga', 'murah', 'bangettt']","['insyaallah', 'jemput', 'harga', 'murah', 'bangettt']"
driver sopan dan ramah.,"['driver', 'sopan', 'dan', 'ramah']","['driver', 'sopan', 'ramah']"
"driver nya ramah, Terima kasih","['driver', 'nya', 'ramah', 'terima', 'kasih']","['driver', 'nya', 'ramah', 'terima', 'kasih']"
mntap,['mntap'],['mntap']
apk yg murah,"['apk', 'yg', 'murah']","['apk', 'yg', 'murah']"
abangnya keren,"['abangnya', 'keren']","['abang', 'keren']"
baik dan ramah,"['baik', 'dan', 'ramah']","['baik', 'ramah']"
sip supir,"['sip', 'supir']","['sip', 'supir']"
baiik,['baiik'],['baiik']
driver sangat ramah,"['driver', 'sangat', 'ramah']","['driver', 'sangat', 'ramah']"
orng ny baik,"['orng', 'ny', 'baik']","['orng', 'ny', 'baik']"
kayak ojek pada umumnya,"['kayak', 'ojek', 'pada', 'umumnya']","['kayak', 'ojek', 'umum']"
good,['good'],['good']
pencarian drever mudah dan tepat waktu tingkatkan terus,"['pencarian', 'drever', 'mudah', 'dan', 'tepat', 'waktu', 'tingkatkan', 'terus']","['cari', 'drever', 'mudah', 'tepat', 'waktu', 'tingkat', 'terus']"
cukup baik,"['cukup', 'baik']","['cukup', 'baik']"
mantab ok,"['mantab', 'ok']",['mantab']
The best,"['the', 'best']","['the', 'best']"
ok kk,"['ok', 'kk']",['kk']
baik,['baik'],['baik']
"cepat tanggap,","['cepat', 'tanggap']","['cepat', 'tanggap']"
