content,tokenized_text,processed_text
baik,['baik'],['baik']
telat waktu,"['telat', 'waktu']","['telat', 'waktu']"
cepat,['cepat'],['cepat']
mantap,['mantap'],['mantap']
"mantap Drivernya ga pake atribut,seperti temen","['mantap', 'drivernya', 'ga', 'pake', 'atributseperti', 'temen']","['mantap', 'drivernya', 'ga', 'pake', 'atributseperti', 'temen']"
maaf syaa tidak jd,"['maaf', 'syaa', 'tidak', 'jd']","['maaf', 'syaa', 'jd']"
Terimakasih,['terimakasih'],['terimakasih']
"baik sekali, amanah mengantar kan sesuai titik dan sabar","['baik', 'sekali', 'amanah', 'mengantar', 'kan', 'sesuai', 'titik', 'dan', 'sabar']","['baik', 'sekali', 'amanah', 'antar', 'kan', 'sesuai', 'titik', 'sabar']"
mantaf,['mantaf'],['mantaf']
mantap,['mantap'],['mantap']
drivernya ramah,"['drivernya', 'ramah']","['drivernya', 'ramah']"
"tapi kenapa maxim agak ribet banget ya buat nunjukin titik lokasi kita,, ga seperti apl sebelah , terus driver nya banyak nolak akh jadi males","['tapi', 'kenapa', 'maxim', 'agak', 'ribet', 'banget', 'ya', 'buat', 'nunjukin', 'titik', 'lokasi', 'kita', 'ga', 'seperti', 'apl', 'sebelah', 'terus', 'driver', 'nya', 'banyak', 'nolak', 'akh', 'jadi', 'males']","['maxim', 'ribet', 'banget', 'buat', 'nunjukin', 'titik', 'lokasi', 'ga', 'apl', 'belah', 'terus', 'driver', 'nya', 'banyak', 'nolak', 'akh', 'jadi', 'males']"
sangat baik dan ramah,"['sangat', 'baik', 'dan', 'ramah']","['sangat', 'baik', 'ramah']"
"alhamdulillah pelayanin dengan baik , ramah, datang tempat waktu😇😇👍","['alhamdulillah', 'pelayanin', 'dengan', 'baik', 'ramah', 'datang', 'tempat', 'waktu']","['alhamdulillah', 'pelayanin', 'baik', 'ramah', 'datang', 'tempat', 'waktu']"
mantab,['mantab'],['mantab']
sangat puas,"['sangat', 'puas']","['sangat', 'puas']"
mantaplah,['mantaplah'],['mantap']
"baik , sudah bisa di pakai . yg pasti lebih murah.","['baik', 'sudah', 'bisa', 'di', 'pakai', 'yg', 'pasti', 'lebih', 'murah']","['baik', 'pakai', 'yg', 'lebih', 'murah']"
drivernya sangat ramah n sabar bagus dalam berkendara,"['drivernya', 'sangat', 'ramah', 'n', 'sabar', 'bagus', 'dalam', 'berkendara']","['drivernya', 'sangat', 'ramah', 'n', 'sabar', 'bagus', 'kendara']"
kurang di kasih helm aja,"['kurang', 'di', 'kasih', 'helm', 'aja']","['kurang', 'kasih', 'helm', 'aja']"
suka,['suka'],['suka']
"sangat baik dan sopan dan pengemudinya sangat berhati2 membawa penumpangnya..sangat baik Order telah dipenuhi oleh: Ade Chandra Putra dengan Motorcycle, warna hitam, nopol DD5350XY. Terima kasih atas perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.95)","['sangat', 'baik', 'dan', 'sopan', 'dan', 'pengemudinya', 'sangat', 'berhati', 'membawa', 'penumpangnyasangat', 'baik', 'order', 'telah', 'dipenuhi', 'oleh', 'ade', 'chandra', 'putra', 'dengan', 'motorcycle', 'warna', 'hitam', 'nopol', 'ddxy', 'terima', 'kasih', 'atas', 'perjalanan', 'anda', 'rating']","['sangat', 'baik', 'sopan', 'mud', 'sangat', 'hati', 'bawa', 'penumpangnyasangat', 'baik', 'order', 'penuh', 'ade', 'chandra', 'putra', 'motorcycle', 'warna', 'hitam', 'nopol', 'ddxy', 'terima', 'kasih', 'atas', 'jalan', 'rating']"
mantap,['mantap'],['mantap']
baik,['baik'],['baik']
"Driver sangat bagus sekali menghantarkan sesuai dengan pesanan dg sangat baik,rapi dan sangat ramah sekali,semoga Maxim semakin maju","['driver', 'sangat', 'bagus', 'sekali', 'menghantarkan', 'sesuai', 'dengan', 'pesanan', 'dg', 'sangat', 'baikrapi', 'dan', 'sangat', 'ramah', 'sekalisemoga', 'maxim', 'semakin', 'maju']","['driver', 'sangat', 'bagus', 'sekali', 'hantar', 'sesuai', 'pesan', 'dg', 'sangat', 'baikrapi', 'sangat', 'ramah', 'sekalisemoga', 'maxim', 'makin', 'maju']"
good,['good'],['good']
baik sekali,"['baik', 'sekali']","['baik', 'sekali']"
"terima kasih ya pak, semangat terus..","['terima', 'kasih', 'ya', 'pak', 'semangat', 'terus']","['terima', 'kasih', 'pak', 'semangat', 'terus']"
baik,['baik'],['baik']
orang nya sangat ramah,"['orang', 'nya', 'sangat', 'ramah']","['orang', 'nya', 'sangat', 'ramah']"
terbaik,['terbaik'],['baik']
terima kasih kk,"['terima', 'kasih', 'kk']","['terima', 'kasih', 'kk']"
terima kasih,"['terima', 'kasih']","['terima', 'kasih']"
memuaskan,['memuaskan'],['muas']
Driver baik sopan,"['driver', 'baik', 'sopan']","['driver', 'baik', 'sopan']"
sopan driver nya,"['sopan', 'driver', 'nya']","['sopan', 'driver', 'nya']"
semangat pa,"['semangat', 'pa']","['semangat', 'pa']"
mksih utk pengantaran,"['mksih', 'utk', 'pengantaran']","['mksih', 'utk', 'antar']"
nice,['nice'],['nice']
sangat ramah dan sopan,"['sangat', 'ramah', 'dan', 'sopan']","['sangat', 'ramah', 'sopan']"
ramah,['ramah'],['ramah']
maxim ok di beri gacor buat drivernya,"['maxim', 'ok', 'di', 'beri', 'gacor', 'buat', 'drivernya']","['maxim', 'beri', 'gacor', 'buat', 'drivernya']"
sangat mmbantu,"['sangat', 'mmbantu']","['sangat', 'mmbantu']"
pelayanan bagus,"['pelayanan', 'bagus']","['layan', 'bagus']"
okeee mantaappp,"['okeee', 'mantaappp']","['okeee', 'mantaappp']"
maximm mantap,"['maximm', 'mantap']","['maximm', 'mantap']"
baik,['baik'],['baik']
Bagus,['bagus'],['bagus']
mantaplah...,['mantaplah'],['mantap']
"puass banget dengan pelayanan ny🙏🏻, ramah,tenang pokok ny aman deh dengan apk Maxim ini, terimakasih kk' Maxim dengn pelayanan ny🙏🏻👍🏻","['puass', 'banget', 'dengan', 'pelayanan', 'ny', 'ramahtenang', 'pokok', 'ny', 'aman', 'deh', 'dengan', 'apk', 'maxim', 'ini', 'terimakasih', 'kk', 'maxim', 'dengn', 'pelayanan', 'ny']","['puass', 'banget', 'layan', 'ny', 'ramahtenang', 'pokok', 'ny', 'aman', 'deh', 'apk', 'maxim', 'terimakasih', 'kk', 'maxim', 'dengn', 'layan', 'ny']"
sangat memuaskan 👍👍👍💪💪💪,"['sangat', 'memuaskan']","['sangat', 'muas']"
amanah,['amanah'],['amanah']
Bagus dan bermanfaa,"['bagus', 'dan', 'bermanfaa']","['bagus', 'bermanfaa']"
Mantap,['mantap'],['mantap']
sangat baik,"['sangat', 'baik']","['sangat', 'baik']"
oke,['oke'],['oke']
Emang boleh argo seharga 2 batang rokok super?,"['emang', 'boleh', 'argo', 'seharga', 'batang', 'rokok', 'super']","['emang', 'argo', 'harga', 'batang', 'rokok', 'super']"
good,['good'],['good']
bagus,['bagus'],['bagus']
merasa puas dan nyaman,"['merasa', 'puas', 'dan', 'nyaman']","['rasa', 'puas', 'nyaman']"
Tolong tingkatkan keakuratan peta map,"['tolong', 'tingkatkan', 'keakuratan', 'peta', 'map']","['tingkat', 'akurat', 'peta', 'map']"
sangat bagus,"['sangat', 'bagus']","['sangat', 'bagus']"
goodjob,['goodjob'],['goodjob']
Cm Saya bingung kenapa d appl sya TDK ada mobil cargo nya,"['cm', 'saya', 'bingung', 'kenapa', 'd', 'appl', 'sya', 'tdk', 'ada', 'mobil', 'cargo', 'nya']","['cm', 'bingung', 'd', 'appl', 'sya', 'tdk', 'mobil', 'cargo', 'nya']"
si abangnya jujur dan baik hati,"['si', 'abangnya', 'jujur', 'dan', 'baik', 'hati']","['si', 'abang', 'jujur', 'baik', 'hati']"
terimaksih,['terimaksih'],['terimaksih']
harga yg sangat bersahabat dengan kantong. namum perlu perbaikan pada mapnya krn kurang presisi,"['harga', 'yg', 'sangat', 'bersahabat', 'dengan', 'kantong', 'namum', 'perlu', 'perbaikan', 'pada', 'mapnya', 'krn', 'kurang', 'presisi']","['harga', 'yg', 'sangat', 'sahabat', 'kantong', 'namum', 'perlu', 'baik', 'map', 'krn', 'kurang', 'presisi']"
mantaapp pokoknya..👍👍👍👍👍,"['mantaapp', 'pokoknya']","['mantaapp', 'pokok']"
terbaik,['terbaik'],['baik']
mas nya ganteng bgt😍,"['mas', 'nya', 'ganteng', 'bgt']","['mas', 'nya', 'ganteng', 'bgt']"
nice terimakasih pak,"['nice', 'terimakasih', 'pak']","['nice', 'terimakasih', 'pak']"
ramah,['ramah'],['ramah']
sangatt baikkkk,"['sangatt', 'baikkkk']","['sangatt', 'baikkkk']"
"mantaf, sangat membatu","['mantaf', 'sangat', 'membatu']","['mantaf', 'sangat', 'batu']"
"kakaknya tepat waktu, baik dan ramah","['kakaknya', 'tepat', 'waktu', 'baik', 'dan', 'ramah']","['kakak', 'tepat', 'waktu', 'baik', 'ramah']"
good,['good'],['good']
sangat bagus sekali untuk drivernya👍👍,"['sangat', 'bagus', 'sekali', 'untuk', 'drivernya']","['sangat', 'bagus', 'sekali', 'drivernya']"
ramah,['ramah'],['ramah']
baik,['baik'],['baik']
good,['good'],['good']
pengemudi y ramah,"['pengemudi', 'y', 'ramah']","['kemudi', 'y', 'ramah']"
cepat dan aman,"['cepat', 'dan', 'aman']","['cepat', 'aman']"
Terimakasih infonya,"['terimakasih', 'infonya']","['terimakasih', 'info']"
keren sangat membantu sekali,"['keren', 'sangat', 'membantu', 'sekali']","['keren', 'sangat', 'bantu', 'sekali']"
baik,['baik'],['baik']
bagus,['bagus'],['bagus']
saya merasa puas dengan pelayanan aplikasi Maxim,"['saya', 'merasa', 'puas', 'dengan', 'pelayanan', 'aplikasi', 'maxim']","['rasa', 'puas', 'layan', 'aplikasi', 'maxim']"
Supir nya sangat,"['supir', 'nya', 'sangat']","['supir', 'nya', 'sangat']"
"mantul , mantap betul","['mantul', 'mantap', 'betul']","['mantul', 'mantap', 'betul']"
driver baik,"['driver', 'baik']","['driver', 'baik']"
bagus,['bagus'],['bagus']
pelayanan sangan baik,"['pelayanan', 'sangan', 'baik']","['layan', 'sangan', 'baik']"
baik,['baik'],['baik']
"terima kasih pelyanan cepat dan tepat waktu, sukses selalu.Aamiin","['terima', 'kasih', 'pelyanan', 'cepat', 'dan', 'tepat', 'waktu', 'sukses', 'selaluaamiin']","['terima', 'kasih', 'pelyanan', 'cepat', 'tepat', 'waktu', 'sukses', 'selaluaamiin']"
"Mohon tambahkan opsi balas pesan cepat, seperti di sebelah","['mohon', 'tambahkan', 'opsi', 'balas', 'pesan', 'cepat', 'seperti', 'di', 'sebelah']","['mohon', 'tambah', 'opsi', 'balas', 'pesan', 'cepat', 'belah']"
penjemputan cepat dan ramah abang nya,"['penjemputan', 'cepat', 'dan', 'ramah', 'abang', 'nya']","['jemput', 'cepat', 'ramah', 'abang', 'nya']"
perjalanan lebih mudah karena ada maxim,"['perjalanan', 'lebih', 'mudah', 'karena', 'ada', 'maxim']","['jalan', 'lebih', 'mudah', 'maxim']"
sangat baik,"['sangat', 'baik']","['sangat', 'baik']"
Sangat memuaskan..,"['sangat', 'memuaskan']","['sangat', 'muas']"
oke,['oke'],['oke']
sopir baik,"['sopir', 'baik']","['sopir', 'baik']"
tepat waktu..,"['tepat', 'waktu']","['tepat', 'waktu']"
bagus,['bagus'],['bagus']
baikk,['baikk'],['baikk']
murah banget woi kaget 😭,"['murah', 'banget', 'woi', 'kaget']","['murah', 'banget', 'woi', 'kaget']"
cepat,['cepat'],['cepat']
sehat selalu ya bapak amin ya rabbal alamien 🤲,"['sehat', 'selalu', 'ya', 'bapak', 'amin', 'ya', 'rabbal', 'alamien']","['sehat', 'selalu', 'bapak', 'amin', 'rabbal', 'alamien']"
Harga lebih bersahabat..mungkin map lebih diperbaiki lagi,"['harga', 'lebih', 'bersahabatmungkin', 'map', 'lebih', 'diperbaiki', 'lagi']","['harga', 'lebih', 'bersahabatmungkin', 'map', 'lebih', 'baik']"
"DRIVER INI JUJUR. HP SAYA TER TINGGAL DI MOBIL BELIAU, TAPI BELIAU MAU KEMBALIKAN, TERIMAKASIH BANYAK PAK","['driver', 'ini', 'jujur', 'hp', 'saya', 'ter', 'tinggal', 'di', 'mobil', 'beliau', 'tapi', 'beliau', 'mau', 'kembalikan', 'terimakasih', 'banyak', 'pak']","['driver', 'jujur', 'hp', 'ter', 'tinggal', 'mobil', 'beliau', 'beliau', 'mau', 'kembali', 'terimakasih', 'banyak', 'pak']"
cepat,['cepat'],['cepat']
diperjalanan sangat berhati2 dan ramah,"['diperjalanan', 'sangat', 'berhati', 'dan', 'ramah']","['jalan', 'sangat', 'hati', 'ramah']"
terimakasih atas layanan dengan nyaman 🙏🏻,"['terimakasih', 'atas', 'layanan', 'dengan', 'nyaman']","['terimakasih', 'atas', 'layan', 'nyaman']"
pelayanan nya sangat baik 👍👍🙏🙏,"['pelayanan', 'nya', 'sangat', 'baik']","['layan', 'nya', 'sangat', 'baik']"
"sangat rekomendasi bgt, klo bisa tetap pertahankan harga sesuai list, jgn seperti apk lain kebanyakan driver nya minta harga lebih padahal jarak dekat","['sangat', 'rekomendasi', 'bgt', 'klo', 'bisa', 'tetap', 'pertahankan', 'harga', 'sesuai', 'list', 'jgn', 'seperti', 'apk', 'lain', 'kebanyakan', 'driver', 'nya', 'minta', 'harga', 'lebih', 'padahal', 'jarak', 'dekat']","['sangat', 'rekomendasi', 'bgt', 'klo', 'tetap', 'tahan', 'harga', 'sesuai', 'list', 'jgn', 'apk', 'banyak', 'driver', 'nya', 'minta', 'harga', 'lebih', 'padahal', 'jarak', 'dekat']"
baik,['baik'],['baik']
"aman dan nyaman, thanks","['aman', 'dan', 'nyaman', 'thanks']","['aman', 'nyaman', 'thanks']"
mantap,['mantap'],['mantap']
"bpak nya baik, sopan, dan ramah","['bpak', 'nya', 'baik', 'sopan', 'dan', 'ramah']","['bpak', 'nya', 'baik', 'sopan', 'ramah']"
ok bgt,"['ok', 'bgt']",['bgt']
keren,['keren'],['keren']
supir ramah,"['supir', 'ramah']","['supir', 'ramah']"
grecep dan murah,"['grecep', 'dan', 'murah']","['grecep', 'murah']"
good,['good'],['good']
sangat memuaskan,"['sangat', 'memuaskan']","['sangat', 'muas']"
Sebelum beli jaket dan helem masih ajah dpt oderan kenapa sekarang nol,"['sebelum', 'beli', 'jaket', 'dan', 'helem', 'masih', 'ajah', 'dpt', 'oderan', 'kenapa', 'sekarang', 'nol']","['beli', 'jaket', 'hem', 'ajah', 'dpt', 'oderan', 'sekarang', 'nol']"
ok bagus.,"['ok', 'bagus']",['bagus']
bagus,['bagus'],['bagus']
ramah dan baik,"['ramah', 'dan', 'baik']","['ramah', 'baik']"
oke,['oke'],['oke']
terimakasih,['terimakasih'],['terimakasih']
sangat puas,"['sangat', 'puas']","['sangat', 'puas']"
baik,['baik'],['baik']
good,['good'],['good']
good,['good'],['good']
gagah,['gagah'],['gagah']
ramah,['ramah'],['ramah']
baik sekali,"['baik', 'sekali']","['baik', 'sekali']"
"driver nya sangat ramah, baru kali ini saya dapat driver yg baik dan ramah kepada customer,. meskipun saya order yg biasa namun dia mau bantu² angkat barang juga😍","['driver', 'nya', 'sangat', 'ramah', 'baru', 'kali', 'ini', 'saya', 'dapat', 'driver', 'yg', 'baik', 'dan', 'ramah', 'kepada', 'customer', 'meskipun', 'saya', 'order', 'yg', 'biasa', 'namun', 'dia', 'mau', 'bantu', 'angkat', 'barang', 'juga']","['driver', 'nya', 'sangat', 'ramah', 'baru', 'kali', 'driver', 'yg', 'baik', 'ramah', 'customer', 'meski', 'order', 'yg', 'biasa', 'mau', 'bantu', 'angkat', 'barang']"
Aplikasi bagus & mudah,"['aplikasi', 'bagus', 'mudah']","['aplikasi', 'bagus', 'mudah']"
"amanah, Cepat, ramah","['amanah', 'cepat', 'ramah']","['amanah', 'cepat', 'ramah']"
datang nya cepat gak sampai 5 menit,"['datang', 'nya', 'cepat', 'gak', 'sampai', 'menit']","['datang', 'nya', 'cepat', 'gak', 'menit']"
terimakasih,['terimakasih'],['terimakasih']
"Pengemudi: Taufik Hidayat dengan Motorcycle, warna hitam, nopol BA5699B..👍👍👍🙏","['pengemudi', 'taufik', 'hidayat', 'dengan', 'motorcycle', 'warna', 'hitam', 'nopol', 'bab']","['kemudi', 'taufik', 'hidayat', 'motorcycle', 'warna', 'hitam', 'nopol', 'bab']"
bagus,['bagus'],['bagus']
baik sopan,"['baik', 'sopan']","['baik', 'sopan']"
Terima kasih kaka,"['terima', 'kasih', 'kaka']","['terima', 'kasih', 'kaka']"
istimewa drivernya ramah dan cepat ngantarnya cocok buat langganan sehat selalu mas dan di limpahkan rejeki yg berkah,"['istimewa', 'drivernya', 'ramah', 'dan', 'cepat', 'ngantarnya', 'cocok', 'buat', 'langganan', 'sehat', 'selalu', 'mas', 'dan', 'di', 'limpahkan', 'rejeki', 'yg', 'berkah']","['istimewa', 'drivernya', 'ramah', 'cepat', 'ngantarnya', 'cocok', 'buat', 'langgan', 'sehat', 'selalu', 'mas', 'limpah', 'rejeki', 'yg', 'berkah']"
terbaik memang,"['terbaik', 'memang']","['baik', 'memang']"
this driver very good.,"['this', 'driver', 'very', 'good']","['this', 'driver', 'very', 'good']"
sangt baik,"['sangt', 'baik']","['sangt', 'baik']"
driver good,"['driver', 'good']","['driver', 'good']"
mantap,['mantap'],['mantap']
cepat sampe,"['cepat', 'sampe']","['cepat', 'sampe']"
cepat sigap ramah,"['cepat', 'sigap', 'ramah']","['cepat', 'sigap', 'ramah']"
bagus karna sampai pada tujuan,"['bagus', 'karna', 'sampai', 'pada', 'tujuan']","['bagus', 'karna', 'tuju']"
gercep,['gercep'],['gercep']
"Terima Kasih. Drivernya baik, tepat waktu dan amanah.","['terima', 'kasih', 'drivernya', 'baik', 'tepat', 'waktu', 'dan', 'amanah']","['terima', 'kasih', 'drivernya', 'baik', 'tepat', 'waktu', 'amanah']"
mantap,['mantap'],['mantap']
sangat baik,"['sangat', 'baik']","['sangat', 'baik']"
bagus,['bagus'],['bagus']
"untuk pertama kali,sangat memuaskan","['untuk', 'pertama', 'kalisangat', 'memuaskan']","['pertama', 'kalisangat', 'muas']"
Friendly,['friendly'],['friendly']
ramah dan baik,"['ramah', 'dan', 'baik']","['ramah', 'baik']"
sangat baik,"['sangat', 'baik']","['sangat', 'baik']"
Semoga sukses selalu 👍,"['semoga', 'sukses', 'selalu']","['moga', 'sukses', 'selalu']"
baik dan ramah,"['baik', 'dan', 'ramah']","['baik', 'ramah']"
terima kasih atas pelayanan yang terbaik 👍,"['terima', 'kasih', 'atas', 'pelayanan', 'yang', 'terbaik']","['terima', 'kasih', 'atas', 'layan', 'baik']"
pelayanan yg sangat baik,"['pelayanan', 'yg', 'sangat', 'baik']","['layan', 'yg', 'sangat', 'baik']"
mantap,['mantap'],['mantap']
bgus,['bgus'],['bgus']
tepat waktu,"['tepat', 'waktu']","['tepat', 'waktu']"
"pelayanan nyaman cepet , pertahan kan ya mas :)","['pelayanan', 'nyaman', 'cepet', 'pertahan', 'kan', 'ya', 'mas']","['layan', 'nyaman', 'cepet', 'tahan', 'kan', 'mas']"
mantap,['mantap'],['mantap']
sagat baik,"['sagat', 'baik']","['sagat', 'baik']"
sangat bagus,"['sangat', 'bagus']","['sangat', 'bagus']"
sangat cepat dan ramah,"['sangat', 'cepat', 'dan', 'ramah']","['sangat', 'cepat', 'ramah']"
pengiriman cepat,"['pengiriman', 'cepat']","['kirim', 'cepat']"
mantap mas,"['mantap', 'mas']","['mantap', 'mas']"
orang nya ramah,"['orang', 'nya', 'ramah']","['orang', 'nya', 'ramah']"
bagus,['bagus'],['bagus']
memuaskan,['memuaskan'],['muas']
"bapaknya sopan ,banget baru ini ketemu bapak ojol yg sopan dan santun","['bapaknya', 'sopan', 'banget', 'baru', 'ini', 'ketemu', 'bapak', 'ojol', 'yg', 'sopan', 'dan', 'santun']","['bapak', 'sopan', 'banget', 'baru', 'ketemu', 'bapak', 'ojol', 'yg', 'sopan', 'santun']"
luar biasa mantap,"['luar', 'biasa', 'mantap']","['luar', 'biasa', 'mantap']"
ramah,['ramah'],['ramah']
nice,['nice'],['nice']
sangaatt bermanfaaat,"['sangaatt', 'bermanfaaat']","['sangaatt', 'bermanfaaat']"
"ok, terima kasih","['ok', 'terima', 'kasih']","['terima', 'kasih']"
On Time 😎👍👍👍,"['on', 'time']","['on', 'time']"
bagus puas dgn maxim,"['bagus', 'puas', 'dgn', 'maxim']","['bagus', 'puas', 'dgn', 'maxim']"
mantaps seru sama babeh ini,"['mantaps', 'seru', 'sama', 'babeh', 'ini']","['mantaps', 'seru', 'sama', 'babeh']"
terbaik...:),['terbaik'],['baik']
top,['top'],['top']
baik,['baik'],['baik']
terbaik,['terbaik'],['baik']
mobil nya bersih. drivernya sopan dan ramah. bintang 5 plus 2 jempol.,"['mobil', 'nya', 'bersih', 'drivernya', 'sopan', 'dan', 'ramah', 'bintang', 'plus', 'jempol']","['mobil', 'nya', 'bersih', 'drivernya', 'sopan', 'ramah', 'bintang', 'plus', 'jempol']"
good,['good'],['good']
keren dan harga Ramah di. kantong,"['keren', 'dan', 'harga', 'ramah', 'di', 'kantong']","['keren', 'harga', 'ramah', 'kantong']"
mantap jiwa,"['mantap', 'jiwa']","['mantap', 'jiwa']"
baik dan asik,"['baik', 'dan', 'asik']","['baik', 'asik']"
puas,['puas'],['puas']
good,['good'],['good']
cpt satset,"['cpt', 'satset']","['cpt', 'satset']"
tepat waktu,"['tepat', 'waktu']","['tepat', 'waktu']"
pelayanan baik dan memuaskan,"['pelayanan', 'baik', 'dan', 'memuaskan']","['layan', 'baik', 'muas']"
maxim yg ramah dan sopan,"['maxim', 'yg', 'ramah', 'dan', 'sopan']","['maxim', 'yg', 'ramah', 'sopan']"
makasih mas,"['makasih', 'mas']","['makasih', 'mas']"
Alhamdulillah sampai dengan selamat trima kasih Abang ojek,"['alhamdulillah', 'sampai', 'dengan', 'selamat', 'trima', 'kasih', 'abang', 'ojek']","['alhamdulillah', 'selamat', 'trima', 'kasih', 'abang', 'ojek']"
drivernya ramah,"['drivernya', 'ramah']","['drivernya', 'ramah']"
sangat baik,"['sangat', 'baik']","['sangat', 'baik']"
"harga terjangkau, driver ramah","['harga', 'terjangkau', 'driver', 'ramah']","['harga', 'jangkau', 'driver', 'ramah']"
abgny baik,"['abgny', 'baik']","['abgny', 'baik']"
"terimakasih KK sudah mau jemput barang orderan saya, semoga berkah untuk KK ya","['terimakasih', 'kk', 'sudah', 'mau', 'jemput', 'barang', 'orderan', 'saya', 'semoga', 'berkah', 'untuk', 'kk', 'ya']","['terimakasih', 'kk', 'mau', 'jemput', 'barang', 'order', 'moga', 'berkah', 'kk']"
sangat ramah dan baik pokok nya esdebes,"['sangat', 'ramah', 'dan', 'baik', 'pokok', 'nya', 'esdebes']","['sangat', 'ramah', 'baik', 'pokok', 'nya', 'esdebes']"
driver ny ganteng dan ramah,"['driver', 'ny', 'ganteng', 'dan', 'ramah']","['driver', 'ny', 'ganteng', 'ramah']"
baik,['baik'],['baik']
bagus sekali pengemudi ramah,"['bagus', 'sekali', 'pengemudi', 'ramah']","['bagus', 'sekali', 'kemudi', 'ramah']"
Alhamdulillah terimakasih,"['alhamdulillah', 'terimakasih']","['alhamdulillah', 'terimakasih']"
puas dengan pelayanan,"['puas', 'dengan', 'pelayanan']","['puas', 'layan']"
sangat bagus,"['sangat', 'bagus']","['sangat', 'bagus']"
sangat senang krna pelayanan ramah sekali,"['sangat', 'senang', 'krna', 'pelayanan', 'ramah', 'sekali']","['sangat', 'senang', 'krna', 'layan', 'ramah', 'sekali']"
cepat dan pelayanan nya bagus,"['cepat', 'dan', 'pelayanan', 'nya', 'bagus']","['cepat', 'layan', 'nya', 'bagus']"
sangat puas kawan,"['sangat', 'puas', 'kawan']","['sangat', 'puas', 'kawan']"
Ramah,['ramah'],['ramah']
Bagus,['bagus'],['bagus']
"drever mantap dan ramah,cepat dan tanggap","['drever', 'mantap', 'dan', 'ramahcepat', 'dan', 'tanggap']","['drever', 'mantap', 'ramahcepat', 'tanggap']"
pelayanan ramah,"['pelayanan', 'ramah']","['layan', 'ramah']"
"bagus,",['bagus'],['bagus']
terimakasih,['terimakasih'],['terimakasih']
oke murah bgt,"['oke', 'murah', 'bgt']","['oke', 'murah', 'bgt']"
orang nya ramah,"['orang', 'nya', 'ramah']","['orang', 'nya', 'ramah']"
supir nya ramah,"['supir', 'nya', 'ramah']","['supir', 'nya', 'ramah']"
Thank U,"['thank', 'u']","['thank', 'u']"
bagus pelayanannya,"['bagus', 'pelayanannya']","['bagus', 'layan']"
baik,['baik'],['baik']
good,['good'],['good']
"matur suwun, Pak.","['matur', 'suwun', 'pak']","['matur', 'suwun', 'pak']"
puas,['puas'],['puas']
"tengkiuuu, sdh antarkan mama sy dgn 👌","['tengkiuuu', 'sdh', 'antarkan', 'mama', 'sy', 'dgn']","['tengkiuuu', 'sdh', 'antar', 'mama', 'sy', 'dgn']"
baik dan ramah,"['baik', 'dan', 'ramah']","['baik', 'ramah']"
ramah,['ramah'],['ramah']
mantap dan murah,"['mantap', 'dan', 'murah']","['mantap', 'murah']"
ramah driver nya.,"['ramah', 'driver', 'nya']","['ramah', 'driver', 'nya']"
"Terimakasih Bapak Devi Gustian ,Sangat Ramah dan enak ngobrol nya kami 😁🙏","['terimakasih', 'bapak', 'devi', 'gustian', 'sangat', 'ramah', 'dan', 'enak', 'ngobrol', 'nya', 'kami']","['terimakasih', 'bapak', 'devi', 'gusti', 'sangat', 'ramah', 'enak', 'ngobrol', 'nya']"
oke,['oke'],['oke']
baik,['baik'],['baik']
mantap,['mantap'],['mantap']
terbaik,['terbaik'],['baik']
"bpknta ramah sekali,,terimakasih","['bpknta', 'ramah', 'sekaliterimakasih']","['bpknta', 'ramah', 'sekaliterimakasih']"
sangat bagus,"['sangat', 'bagus']","['sangat', 'bagus']"
baik,['baik'],['baik']
cepat dan membantu,"['cepat', 'dan', 'membantu']","['cepat', 'bantu']"
trimakasih pelayanannya,"['trimakasih', 'pelayanannya']","['trimakasih', 'layan']"
sangat bagus tau jln,"['sangat', 'bagus', 'tau', 'jln']","['sangat', 'bagus', 'tau', 'jln']"
gooooood,['gooooood'],['gooooood']
"masa tunggu sebentar, perjalanan cepat.","['masa', 'tunggu', 'sebentar', 'perjalanan', 'cepat']","['masa', 'tunggu', 'sebentar', 'jalan', 'cepat']"
aman & nyaman,"['aman', 'nyaman']","['aman', 'nyaman']"
"Terima kasih Maxim, sangat membantu cepat dan tepat waktu.","['terima', 'kasih', 'maxim', 'sangat', 'membantu', 'cepat', 'dan', 'tepat', 'waktu']","['terima', 'kasih', 'maxim', 'sangat', 'bantu', 'cepat', 'tepat', 'waktu']"
good dan wangi drivernya,"['good', 'dan', 'wangi', 'drivernya']","['good', 'wangi', 'drivernya']"
Pelayanan sangat baik.,"['pelayanan', 'sangat', 'baik']","['layan', 'sangat', 'baik']"
"driver ramah, tepat waktu, mobil nya bersih","['driver', 'ramah', 'tepat', 'waktu', 'mobil', 'nya', 'bersih']","['driver', 'ramah', 'tepat', 'waktu', 'mobil', 'nya', 'bersih']"
mantap,['mantap'],['mantap']
puas,['puas'],['puas']
mantap,['mantap'],['mantap']
baik,['baik'],['baik']
aplikasi ringan & murah tarifnnya,"['aplikasi', 'ringan', 'murah', 'tarifnnya']","['aplikasi', 'ringan', 'murah', 'tarifnnya']"
"sabar,baik dan on time terbaik pokok nya","['sabarbaik', 'dan', 'on', 'time', 'terbaik', 'pokok', 'nya']","['sabarbaik', 'on', 'time', 'baik', 'pokok', 'nya']"
mantap Om drivernya,"['mantap', 'om', 'drivernya']","['mantap', 'om', 'drivernya']"
