no_stopwords,stemmed_text
"['heran', 'ama', 'maxim', 'iniklo', 'd', 'aplikasi', 'aku', 'cari', 'titik', 'lokasid', 'maxim', 'gk', 'bisamasa', 'aku', 'cari', 'titik', 'rumahku', 'gk', 'adatp', 'd', 'aplikasi', 'adasusah', 'banget', 'nyari', 'titik', 'lokasi', 'd', 'maxim', 'jdi', 'aku', 'uninstall']","['heran', 'ama', 'maxim', 'iniklo', 'd', 'aplikasi', 'aku', 'cari', 'titik', 'lokasid', 'maxim', 'gk', 'bisamasa', 'aku', 'cari', 'titik', 'rumah', 'gk', 'adatp', 'd', 'aplikasi', 'adasusah', 'banget', 'nyari', 'titik', 'lokasi', 'd', 'maxim', 'jdi', 'aku', 'uninstall']"
"['wes', 'cx', 'dee', 'gubuk', 'ko']","['wes', 'cx', 'dee', 'gubuk', 'ko']"
"['driver', 'tak', 'ramah']","['driver', 'tak', 'ramah']"
"['tindak', 'driver', 'mnta', 'uang', 'ibu', 'ibu']","['tindak', 'driver', 'mnta', 'uang', 'ibu', 'ibu']"
"['drivernya', 'angkuh', 'semua', 'kejar', 'waktu', 'wajar', 'dong', 'bilang', 'buruan', 'bg', 'malah', 'si', 'driver', 'bilang', 'pake', 'jet', 'pribadi', 'mas', 'ga', 'buru', 'kan', 'aneh', 'nya', 'driver', 'tempat', 'penjemputan', 'lama', 'nya', 'minta', 'ampun', 'sampe', 'menit', 'gila', 'ga', 'tuh', 'ga', 'cuma', 'satu', 'driver', 'ku', 'jumpa', 'gitu', 'banyak', 'katanya', 'alasannya', 'apk', 'nya', 'bermasalah', 'gimna', 'developer', 'nya']","['drivernya', 'angkuh', 'semua', 'kejar', 'waktu', 'wajar', 'dong', 'bilang', 'buru', 'bg', 'malah', 'si', 'driver', 'bilang', 'pake', 'jet', 'pribadi', 'mas', 'ga', 'buru', 'kan', 'aneh', 'nya', 'driver', 'tempat', 'jemput', 'lama', 'nya', 'minta', 'ampun', 'sampe', 'menit', 'gila', 'ga', 'tuh', 'ga', 'cuma', 'satu', 'driver', 'ku', 'jumpa', 'gitu', 'banyak', 'kata', 'alas', 'apk', 'nya', 'masalah', 'gimna', 'developer', 'nya']"
"['maxim', 'ga', 'jelasss', 'order', 'food', 'respon', 'nya', 'berjam', 'jam']","['maxim', 'ga', 'jelasss', 'order', 'food', 'respon', 'nya', 'jam', 'jam']"
"['aplikasi', 'transportasi', 'meresahkan']","['aplikasi', 'transportasi', 'resah']"
"['b', 'pokoknya', 'asal', 'order', 'maxim', 'car', 'lokasi', 'ojol', 'car', 'nya', 'jauh', 'banget']","['b', 'pokok', 'asal', 'order', 'maxim', 'car', 'lokasi', 'ojol', 'car', 'nya', 'jauh', 'banget']"
"['anjir', 'mau', 'pesen', 'pake', 'kaspro', 'lama', 'banget', 'isi', 'nya', 'keburu', 'mati', 'nih', 'gw', 'klo', 'gini', 'udah', 'capek', 'tiap', 'hp', 'beda', 'harga', 'pdahal', 'tujuan', 'sama', 'anehh']","['anjir', 'mau', 'sen', 'pake', 'kaspro', 'lama', 'banget', 'isi', 'nya', 'keburu', 'mati', 'nih', 'gw', 'klo', 'gin', 'udah', 'capek', 'tiap', 'hp', 'beda', 'harga', 'pdahal', 'tuju', 'sama', 'anehh']"
"['semuanya', 'ditambah', 'kekurangannya', 'driver', 'lebih', 'gampang', 'menjemputnya', 'mengantarnya', 'contoh', 'orderan', 'foto', 'lokasi', 'penjemputan', 'pickup', 'nama', 'lokasi', 'tujuan', 'permuk', 'dikasih', 'waktu', 'jangan', 'selalu', 'percaya', 'komplain', 'penumpang', 'belom', 'benar']","['semua', 'tambah', 'kurang', 'driver', 'lebih', 'gampang', 'jemput', 'antar', 'contoh', 'order', 'foto', 'lokasi', 'jemput', 'pickup', 'nama', 'lokasi', 'tuju', 'muk', 'kasih', 'waktu', 'jangan', 'selalu', 'percaya', 'komplain', 'tumpang', 'bom', 'benar']"
"['apaan', 'coba', 'mesan', 'makan', 'ga', 'cancel']","['apa', 'coba', 'mesan', 'makan', 'ga', 'cancel']"
"['aduh', 'gmana', 'sih', 'inimsa', 'aku', 'mau', 'pesan', 'makanan', 'malah', 'loadinggak', 'jelas', 'bet', 'dah']","['aduh', 'gmana', 'sih', 'inimsa', 'aku', 'mau', 'pesan', 'makan', 'malah', 'loadinggak', 'jelas', 'bet', 'dah']"
"['pengguna', 'maxim', 'sangat', 'menyayangkan', 'atas', 'kasus', 'ibu', 'yg', 'diperas', 'uangnya', 'senilai', 'ribu', 'driver', 'nopol', 'bm', 'vf', 'pengguna', 'lama', 'maxim', 'gak', 'pakai', 'jasa', 'maxim', 'kalau', 'kasus', 'diselesaikan', 'terima', 'kasih']","['guna', 'maxim', 'sangat', 'sayang', 'atas', 'kasus', 'ibu', 'yg', 'peras', 'uang', 'nila', 'ribu', 'driver', 'nopol', 'bm', 'vf', 'guna', 'lama', 'maxim', 'gak', 'pakai', 'jasa', 'maxim', 'kalau', 'kasus', 'selesai', 'terima', 'kasih']"
"['alah', 'kesenggol', 'kerupuk', 'minta', 'k']","['alah', 'senggol', 'kerupuk', 'minta', 'k']"
['ramah'],['ramah']
"['drivernya', 'tlol']","['drivernya', 'tlol']"
"['kemarin', 'driver', 'mobil', 'maxim', 'minta', 'ganti', 'rugi', 'rb', 'kesenggol', 'plastik', 'berisi', 'kerupuk', 'diusut', 'driver', 'tsb']","['kemarin', 'driver', 'mobil', 'maxim', 'minta', 'ganti', 'rugi', 'rb', 'senggol', 'plastik', 'isi', 'kerupuk', 'usut', 'driver', 'tsb']"
"['driver', 'yg', 'minta', 'ganti', 'rugi', 'gara', 'mobilnya', 'kesenggol', 'kerupuk', 'gimana', 'tuh']","['driver', 'yg', 'minta', 'ganti', 'rugi', 'gara', 'mobil', 'senggol', 'kerupuk', 'gimana', 'tuh']"
"['ditindak', 'mitra', 'mu', 'peras', 'ibuibu', 'rb']","['tindak', 'mitra', 'mu', 'peras', 'ibuibu', 'rb']"
"['perbaiki', 'akhlak', 'drivernya', 'masa', 'kena', 'senggolan', 'krupuk', 'ganti', 'ruginya', 'main']","['baik', 'akhlak', 'drivernya', 'masa', 'kena', 'senggol', 'krupuk', 'ganti', 'rugi', 'main']"
"['malem', 'minggu', 'disuruh', 'download', 'sama', 'marketing', 'maxim', 'daerah', 'bandara', 'katanya', 'dpt', 'saldo', 'k', 'bs', 'dipakai', 'kirim', 'goride', 'giliran', 'pesen', 'ttp', 'bayar', 'tunai', 'abal', 'aplikasinya']","['malem', 'minggu', 'suruh', 'download', 'sama', 'marketing', 'maxim', 'daerah', 'bandara', 'kata', 'dpt', 'saldo', 'k', 'bs', 'pakai', 'kirim', 'goride', 'gilir', 'sen', 'ttp', 'bayar', 'tunai', 'abal', 'aplikasi']"
"['mending', 'gojek', 'grab']","['mending', 'gojek', 'grab']"
"['saldo', 'gk', 'msk', 'map', 'gajelas', 'byk', 'driver', 'yg', 'nambah', 'harga', 'sesuka', 'hati', 'lapor', 'respon', 'cs', 'nya', 'gk', 'memuaskan', 'amburadul']","['saldo', 'gk', 'msk', 'map', 'gajelas', 'byk', 'driver', 'yg', 'nambah', 'harga', 'suka', 'hati', 'lapor', 'respon', 'cs', 'nya', 'gk', 'muas', 'amburadul']"
"['balikin', 'duit', 'ibu', 'nya', 'woi']","['balikin', 'duit', 'ibu', 'nya', 'woi']"
"['driver', 'kurang', 'ajar']","['driver', 'kurang', 'ajar']"
"['driver', 'minim', 'etika']","['driver', 'minim', 'etika']"
"['takutt', 'euyyy']","['takutt', 'euyyy']"
"['baliki', 'duit', 'ibu', 'ibu', 'dipalaki', 'ituputus', 'mitra', 'driver', 'ynag', 'malak', 'or', 'bintang', 'ga', 'bakal', 'berubah']","['balik', 'duit', 'ibu', 'ibu', 'palak', 'ituputus', 'mitra', 'driver', 'ynag', 'malak', 'or', 'bintang', 'ga', 'bakal', 'ubah']"
"['mau', 'order', 'dapet', 'driver', 'jauh', 'banget', 'tempat', 'mesen', 'sampe', 'menit', 'menit']","['mau', 'order', 'dapet', 'driver', 'jauh', 'banget', 'tempat', 'mesen', 'sampe', 'menit', 'menit']"
"['pertanyaan', 'pengguna', 'maxim', 'yg', 'jawab', 'tuh', 'bot', 'kaga', 'memuas', 'kn', 'admin', 'nya', 'maxim', 'gimana', 'siii']","['tanya', 'guna', 'maxim', 'yg', 'jawab', 'tuh', 'bot', 'kaga', 'muas', 'kn', 'admin', 'nya', 'maxim', 'gimana', 'siii']"
"['blokir', 'driver', 'mobil', 'yg', 'nagih', 'uang', 'ribu', 'gara', 'serempet', 'kresek']","['blokir', 'driver', 'mobil', 'yg', 'nagih', 'uang', 'ribu', 'gara', 'serempet', 'kresek']"
"['oknum', 'driver', 'lu', 'yg', 'viral', 'morotin', 'orang', 'rb', 'mobil', 'nya', 'keserempet', 'plastik', 'krupuk', 'doang', 'tindak', 'dong']","['oknum', 'driver', 'lu', 'yg', 'viral', 'morotin', 'orang', 'rb', 'mobil', 'nya', 'serempet', 'plastik', 'krupuk', 'doang', 'tindak', 'dong']"
"['hari', 'pakai', 'maxim', 'karna', 'mertua', 'pecinta', 'maxim', 'garis', 'keras', 'beliau', 'selalu', 'minta', 'oderin', 'maxim', 'kesel', 'sama', 'peta', 'nya', 'susah', 'cari', 'titik', 'tujuan', 'edit', 'ulasanya', 'kalo', 'aplikasinya', 'udah', 'perbaikan', 'peta']","['hari', 'pakai', 'maxim', 'karna', 'mertua', 'cinta', 'maxim', 'garis', 'keras', 'beliau', 'selalu', 'minta', 'oderin', 'maxim', 'kesel', 'sama', 'peta', 'nya', 'susah', 'cari', 'titik', 'tuju', 'edit', 'ulasanya', 'kalo', 'aplikasi', 'udah', 'baik', 'peta']"
"['driver', 'memeras', 'ibu', 'ribu', 'terkena', 'plastik', 'belanja', 'berhentikan', 'kemitraannya', 'semua', 'pengguna', 'maxim', 'beri', 'rating', 'maksim', 'diam']","['driver', 'peras', 'ibu', 'ribu', 'kena', 'plastik', 'belanja', 'henti', 'mitra', 'semua', 'guna', 'maxim', 'beri', 'rating', 'maksim', 'diam']"
"['titik', 'lokasi', 'sering', 'salah']","['titik', 'lokasi', 'sering', 'salah']"
"['layanan', 'kurir', 'nya', 'bad']","['layan', 'kurir', 'nya', 'bad']"
"['masalah', 'krupuk', 'k', 'nomor', 'driver', 'maxim', 'terpampang', 'jelas', 'ga', 'kejelasan', 'kasusnya', 'sepikan', 'maxim']","['masalah', 'krupuk', 'k', 'nomor', 'driver', 'maxim', 'pampang', 'jelas', 'ga', 'jelas', 'kasus', 'sepi', 'maxim']"
"['pelayanan', 'yg', 'memuaskan', 'masalah', 'pernah', 'tanggapi']","['layan', 'yg', 'muas', 'masalah', 'pernah', 'tanggap']"
"['joss', 'cepat', 'aman']","['joss', 'cepat', 'aman']"
"['boikot', 'maxim', 'tindakan', 'driver', 'sangat', 'keterlaluan']","['boikot', 'maxim', 'tindak', 'driver', 'sangat', 'terlalu']"
"['dong', 'usut', 'driver', 'yg', 'minta', 'k', 'orang', 'bawa', 'kerupuk', 'gara', 'mobilnya', 'kena', 'kerupuk']","['dong', 'usut', 'driver', 'yg', 'minta', 'k', 'orang', 'bawa', 'kerupuk', 'gara', 'mobil', 'kena', 'kerupuk']"
"['memasukkan', 'driver', 'anggota', 'dilihat', 'dulu', 'tata', 'kramanya', 'masa', 'sama', 'konsumen', 'gapunya', 'sopan', 'santun', 'sama', 'sekali']","['masuk', 'driver', 'anggota', 'lihat', 'dulu', 'tata', 'krama', 'masa', 'sama', 'konsumen', 'gapunya', 'sopan', 'santun', 'sama', 'sekali']"
"['cek', 'mitramu', 'lgi']","['cek', 'mitra', 'lgi']"
"['gantiin', 'uang', 'ibu', 'walaupun', 'kecil', 'berharga', 'buat', 'ibunya']","['gantiin', 'uang', 'ibu', 'walaupun', 'kecil', 'harga', 'buat', 'ibu']"
"['drivernya', 'tukang', 'palak']","['drivernya', 'tukang', 'palak']"
"['hei', 'maxim', 'driver', 'mu', 'gak', 'bener', 'gak', 'pernah', 'kasih', 'sangsi', 'gak', 'jera', 'tuh', 'driver', 'driver', 'maxim', 'sering', 'nurunin', 'penumpang', 'sblm', 'tujuannya', 'sering', 'marah', 'genit', 'bgt', 'sama', 'penumpang', 'cewek', 'enak', 'gojek', 'sama', 'grab', 'byee']","['hei', 'maxim', 'driver', 'mu', 'gak', 'bener', 'gak', 'pernah', 'kasih', 'sangsi', 'gak', 'jera', 'tuh', 'driver', 'driver', 'maxim', 'sering', 'nurunin', 'tumpang', 'sblm', 'tuju', 'sering', 'marah', 'genit', 'bgt', 'sama', 'tumpang', 'cewek', 'enak', 'gojek', 'sama', 'grab', 'byee']"
"['kerupuk', 'lebih', 'keras', 'body', 'mobil']","['kerupuk', 'lebih', 'keras', 'body', 'mobil']"
"['ga', 'jelas']","['ga', 'jelas']"
"['tindak', 'lanjuti', 'driver', 'maxim', 'yg', 'kesenggol', 'ibu', 'ibu', 'selamanya', 'pakai', 'maxim']","['tindak', 'lanjut', 'driver', 'maxim', 'yg', 'senggol', 'ibu', 'ibu', 'lama', 'pakai', 'maxim']"
"['miris', 'ndelok', 'mitra', 'driver', 'mu', 'sng', 'viral', 'kesenggol', 'plastik', 'krupuk', 'minta', 'k']","['miris', 'ndelok', 'mitra', 'driver', 'mu', 'sng', 'viral', 'senggol', 'plastik', 'krupuk', 'minta', 'k']"
"['ga', 'kode', 'verifikasi']","['ga', 'kode', 'verifikasi']"
"['driver', 'mobilnya', 'gak', 'yg', 'genah']","['driver', 'mobil', 'gak', 'yg', 'genah']"
"['dibenerin', 'bisanya', 'saldo', 'ku', 'baru', 'diisi', 'langsung', 'keblokir']","['dibenerin', 'bisa', 'saldo', 'ku', 'baru', 'isi', 'langsung', 'blokir']"
"['kualitas', 'aplikasi', 'sangat', 'buruk', 'sulit', 'cari', 'alamatdatanya', 'kurang', 'lengkapharusnya', 'sinkron', 'sama', 'google', 'mapsini', 'masalah', 'dulu', 'ko', 'gak', 'berbenahpantesan', 'drivernya', 'ngeluh', 'sepilah', 'penumpang', 'mau', 'order', 'aja', 'dibikin', 'susah']","['kualitas', 'aplikasi', 'sangat', 'buruk', 'sulit', 'cari', 'alamatdatanya', 'kurang', 'lengkapharusnya', 'sinkron', 'sama', 'google', 'mapsini', 'masalah', 'dulu', 'ko', 'gak', 'berbenahpantesan', 'drivernya', 'ngeluh', 'sepi', 'tumpang', 'mau', 'order', 'aja', 'bikin', 'susah']"
"['beri', 'sanksi', 'driver', 'malak', 'ibuibu']","['beri', 'sanksi', 'driver', 'malak', 'ibuibu']"
"['masa', 'mobil', 'ga', 'minta', 'rbu']","['masa', 'mobil', 'ga', 'minta', 'rbu']"
"['usut', 'driver', 'minta', 'ganti', 'rugi', 'rb', 'ibu', 'ibu']","['usut', 'driver', 'minta', 'ganti', 'rugi', 'rb', 'ibu', 'ibu']"
"['dukung', 'ibu', 'pembawa', 'kerupuk', 'dipalak', 'driver', 'arogan']","['dukung', 'ibu', 'bawa', 'kerupuk', 'palak', 'driver', 'arogan']"
"['driver', 'nya', 'ngeluh', 'sama', 'kasihan', 'sama', 'driver', 'nya', 'harganya', 'terlalu', 'murah', 'driver', 'mobilnya', 'harga', 'ratusan', 'sekali', 'dpat', 'orderan', 'cuman', 'ribuan']","['driver', 'nya', 'ngeluh', 'sama', 'kasihan', 'sama', 'driver', 'nya', 'harga', 'terlalu', 'murah', 'driver', 'mobil', 'harga', 'ratus', 'sekali', 'dpat', 'order', 'cuman', 'ribu']"
"['hali', 'knapa', 'chat', 'sering', 'gantung', 'lama', 'sekali', 'masuk', 'trkadang', 'jdi', 'salah', 'paham', 'driverdtiver', 'depan', 'pintuchat', 'baru', 'masuktlg', 'diperbaiki']","['hal', 'knapa', 'chat', 'sering', 'gantung', 'lama', 'sekali', 'masuk', 'trkadang', 'jdi', 'salah', 'paham', 'driverdtiver', 'depan', 'pintuchat', 'baru', 'masuktlg', 'baik']"
"['urusin', 'dulu', 'maxim', 'car', 'yg', 'mobil', 'nya', 'kesentuh', 'plastik', 'kerupuk', 'minta', 'ganti', 'rugi', 'rb', 'gila', 'nya', 'mobil', 'penyok', 'kga', 'minta', 'ganti', 'rugi', 'ga', 'ngotak']","['urusin', 'dulu', 'maxim', 'car', 'yg', 'mobil', 'nya', 'sentuh', 'plastik', 'kerupuk', 'minta', 'ganti', 'rugi', 'rb', 'gila', 'nya', 'mobil', 'penyok', 'kga', 'minta', 'ganti', 'rugi', 'ga', 'ngotak']"
"['kesini', 'gara', 'liat', 'driver', 'tiktok', 'viral', 'malakin', 'ibu', 'ribu', 'cuma', 'gara', 'kesenggol', 'plastik', 'krupuk', 'emang', 'plastik', 'krupuk', 'bikin', 'baret', 'mobil', 'driver', 'sialan', 'haram', 'kau', 'makan', 'uang', 'ibu', 'ku', 'sumpahin', 'kau', 'udah', 'pelayanan', 'buruk', 'selalu', 'minta', 'nambah', 'bayarannya', 'banyak', 'suka', 'maling', 'driver', 'nya']","['kesini', 'gara', 'liat', 'driver', 'tiktok', 'viral', 'malakin', 'ibu', 'ribu', 'cuma', 'gara', 'senggol', 'plastik', 'krupuk', 'emang', 'plastik', 'krupuk', 'bikin', 'baret', 'mobil', 'driver', 'sial', 'haram', 'kau', 'makan', 'uang', 'ibu', 'ku', 'sumpahin', 'kau', 'udah', 'layan', 'buruk', 'selalu', 'minta', 'nambah', 'bayar', 'banyak', 'suka', 'maling', 'driver', 'nya']"
"['driver', 'ngaku', 'udah', 'tiba', 'lokasi', 'penjemputan', 'hubungi', 'tp', 'merespon', 'sampe', 'menit', 'yaudah', 'batalkan', 'tau', 'drivernya', 'chat', 'ngatain', 'babi', 'kasus', 'pekanbaru', 'mobil', 'maxim', 'kena', 'nyenggol', 'plastik', 'kerupuk', 'trus', 'driver', 'minta', 'ganti', 'rugi', 'sama', 'ibu', 'tukang', 'krupuk', 'ribu', 'wkwkwk', 'tindak', 'lanjut', 'nih']","['driver', 'ngaku', 'udah', 'tiba', 'lokasi', 'jemput', 'hubung', 'tp', 'merespon', 'sampe', 'menit', 'yaudah', 'batal', 'tau', 'drivernya', 'chat', 'ngatain', 'babi', 'kasus', 'pekanbaru', 'mobil', 'maxim', 'kena', 'nyenggol', 'plastik', 'kerupuk', 'trus', 'driver', 'minta', 'ganti', 'rugi', 'sama', 'ibu', 'tukang', 'krupuk', 'ribu', 'wkwkwk', 'tindak', 'lanjut', 'nih']"
"['balikin', 'ribu', 'ibunya']","['balikin', 'ribu', 'ibu']"
"['aplikasi', 'ktl']","['aplikasi', 'ktl']"
"['driver', 'loh', 'noh', 'nyenggol', 'pemotor', 'bawa', 'krupuk', 'malah', 'minta', 'ganti', 'rugi', 'rb']","['driver', 'loh', 'noh', 'nyenggol', 'motor', 'bawa', 'krupuk', 'malah', 'minta', 'ganti', 'rugi', 'rb']"
"['driver', 'ngga', 'ad', 'attitude']","['driver', 'ngga', 'ad', 'attitude']"
"['susah', 'sekali', 'pake', 'aplikasi', 'bikin', 'stress', 'non', 'tunai', 'gaada', 'cancel', 'order']","['susah', 'sekali', 'pake', 'aplikasi', 'bikin', 'stress', 'non', 'tunai', 'gaada', 'cancel', 'order']"
"['usut', 'tunta', 'kasus', 'driver', 'minta', 'ganti', 'rugi', 'rb', 'cuman', 'gara', 'gara', 'kesenggol', 'kresek', 'krupuk']","['usut', 'tunta', 'kasus', 'driver', 'minta', 'ganti', 'rugi', 'rb', 'cuman', 'gara', 'gara', 'senggol', 'kresek', 'krupuk']"
['kosong'],['kosong']
"['trauma', 'pake', 'aplikasi', 'dapet', 'oknum', 'driver', 'yg', 'tempramen', 'maksa', 'kasih', 'rating', 'bagus']","['trauma', 'pake', 'aplikasi', 'dapet', 'oknum', 'driver', 'yg', 'tempramen', 'maksa', 'kasih', 'rating', 'bagus']"
"['mau', 'log', 'in', 'kode', 'otp', 'gak', 'masuk', 'masuk', 'udah', 'berapa', 'hari', 'dicoba']","['mau', 'log', 'in', 'kode', 'otp', 'gak', 'masuk', 'masuk', 'udah', 'berapa', 'hari', 'coba']"
"['aplikasi', 'jelek', 'supirnya', 'ga', 'da', 'itikad', 'baiknya', 'masa', 'cuman', 'sepele', 'loh', 'ibuk', 'disuruh', 'ganti', 'rugi', 'stop', 'pakai', 'apk', 'lebih', 'menguntungkan', 'pakai', 'apk', 'sebelah']","['aplikasi', 'jelek', 'supirnya', 'ga', 'da', 'itikad', 'baik', 'masa', 'cuman', 'sepele', 'loh', 'ibuk', 'suruh', 'ganti', 'rugi', 'stop', 'pakai', 'apk', 'lebih', 'untung', 'pakai', 'apk', 'belah']"
"['aplikasi', 'sampah', 'ga', 'ngotak', 'driver', 'nya', 'ketus', 'mengendara', 'main', 'hp']","['aplikasi', 'sampah', 'ga', 'ngotak', 'driver', 'nya', 'ketus', 'kendara', 'main', 'hp']"
"['drivernya', 'pemerasan', 'ibu', 'ibu']","['drivernya', 'peras', 'ibu', 'ibu']"
"['up', 'dulu', 'kasus', 'kerupuk', 'kalo', 'profesional', 'putus', 'kontrak', 'baned', 'akunnya']","['up', 'dulu', 'kasus', 'kerupuk', 'kalo', 'profesional', 'putus', 'kontrak', 'baned', 'akun']"
"['driver', 'rb', 'urus', 'dulu']","['driver', 'rb', 'urus', 'dulu']"
"['driver', 'banyak', 'yg', 'bermasalah', 'pihak', 'maxim', 'purapura', 'buta', 'purapura', 'tuli']","['driver', 'banyak', 'yg', 'masalah', 'pihak', 'maxim', 'purapura', 'buta', 'purapura', 'tuli']"
"['balikin', 'uang', 'ibu', 'yg', 'dipalak', 'sama', 'driver', 'lu', 'k']","['balikin', 'uang', 'ibu', 'yg', 'palak', 'sama', 'driver', 'lu', 'k']"
"['harusnya', 'aplikasi', 'bekerja', 'sama', 'gogle', 'map', 'mencari', 'alamat', 'susah', 'nya', 'minta', 'ampun']","['harus', 'aplikasi', 'kerja', 'sama', 'gogle', 'map', 'cari', 'alamat', 'susah', 'nya', 'minta', 'ampun']"
"['drivernya', 'kasar', 'dibina', 'lebih', 'sabar', 'berprasangka', 'baik', 'jangan', 'memaki', 'konsumen', 'kata', 'kata', 'kurang', 'pantas', 'jadi', 'ngeri', 'mau', 'order', 'maksim', 'driver', 'm', 'fery', 'aguswanto', 'plat', 'be', 'be', 'makiannya', 'konsumen', 'dasar', 'anak', 'haram', 'zolim', 'loe', 'sama', 'gue', 'gua', 'sumpahin', 'hidup', 'lo', 'gak', 'berkah', 'amin', 'chatnya', 'screenshot', 'rating', 'driver']","['drivernya', 'kasar', 'bina', 'lebih', 'sabar', 'prasangka', 'baik', 'jangan', 'maki', 'konsumen', 'kata', 'kata', 'kurang', 'pantas', 'jadi', 'ngeri', 'mau', 'order', 'maksim', 'driver', 'm', 'fery', 'aguswanto', 'plat', 'be', 'be', 'maki', 'konsumen', 'dasar', 'anak', 'haram', 'zolim', 'loe', 'sama', 'gue', 'gua', 'sumpahin', 'hidup', 'lo', 'gak', 'berkah', 'amin', 'chatnya', 'screenshot', 'rating', 'driver']"
"['banyak', 'oknum', 'driver', 'terutama', 'car', 'ramah', 'konsumen', 'bahkan', 'terakhir', 'kasus', 'bungkusan', 'kerupuk', 'ibu', 'terkena', 'mobil', 'maxim', 'driver', 'maxim', 'minta', 'ganti', 'rb', 'mobil', 'nya', 'tersenggol', 'plastik', 'kresek', 'berisi', 'kerupuk', 'sdh', 'banyak', 'yg', 'melapor', 'ig', 'maxim', 'tp', 'blm', 'd', 'tanggapi']","['banyak', 'oknum', 'driver', 'utama', 'car', 'ramah', 'konsumen', 'bahkan', 'akhir', 'kasus', 'bungkus', 'kerupuk', 'ibu', 'kena', 'mobil', 'maxim', 'driver', 'maxim', 'minta', 'ganti', 'rb', 'mobil', 'nya', 'senggol', 'plastik', 'kresek', 'isi', 'kerupuk', 'sdh', 'banyak', 'yg', 'lapor', 'ig', 'maxim', 'tp', 'blm', 'd', 'tanggap']"
"['uninstall', 'aja']","['uninstall', 'aja']"
"['dulu', 'aplikasi', 'paling', 'nyaman', 'enak', 'gunakan', 'semenjak', 'sekarang', 'jadi', 'berkurang', 'banyak', 'driver', 'mobil', 'mobil', 'kurang', 'bertanggung', 'jawab', 'membuat', 'aplikasi', 'kurang', 'nyaman', 'banyak', 'driver', 'maxim', 'senggol', 'tibatiba', 'minta', 'ganti', 'rugi', 'alasan', 'mobilnya', 'senggol', 'padahal', 'kenyataannya']","['dulu', 'aplikasi', 'paling', 'nyaman', 'enak', 'guna', 'semenjak', 'sekarang', 'jadi', 'kurang', 'banyak', 'driver', 'mobil', 'mobil', 'kurang', 'tanggung', 'jawab', 'buat', 'aplikasi', 'kurang', 'nyaman', 'banyak', 'driver', 'maxim', 'senggol', 'tibatiba', 'minta', 'ganti', 'rugi', 'alas', 'mobil', 'senggol', 'padahal', 'nyata']"
"['driver', 'nya', 'bad', 'attitude', 'apaapan', 'kena', 'senggol', 'plastik', 'kerupuk', 'minta', 'ganti', 'rugi', 'lecet', 'enggak', 'penyok', 'enggak', 'minta', 'ganti', 'rugi', 'nya', 'ribu', 'bukan', 'duit', 'sedikit']","['driver', 'nya', 'bad', 'attitude', 'apaapan', 'kena', 'senggol', 'plastik', 'kerupuk', 'minta', 'ganti', 'rugi', 'lecet', 'enggak', 'penyok', 'enggak', 'minta', 'ganti', 'rugi', 'nya', 'ribu', 'bukan', 'duit', 'sedikit']"
"['ganti', 'rugi', 'ibu', 'ibu', 'yg', 'bayar', 'rb', 'min']","['ganti', 'rugi', 'ibu', 'ibu', 'yg', 'bayar', 'rb', 'min']"
"['aplikasinya', 'gak', 'ganti', 'no', 'tlp', 'ganti', 'email', 'ganti', 'no', 'telp', 'gak']","['aplikasi', 'gak', 'ganti', 'no', 'tlp', 'ganti', 'email', 'ganti', 'no', 'telp', 'gak']"
"['driver', 'nya', 'klo', 'gak', 'niat', 'nyari', 'duit', 'gausah', 'nyari', 'duit', 'nyari', 'penumpang', 'aja', 'mandang', 'fisik', 'kalo', 'mau', 'nganterin', 'kurus', 'doang', 'mah', 'mending', 'gaush', 'jadi', 'ojek', 'online', 'gliran', 'dpet', 'gemuk', 'malah', 'banyak', 'alasan', 'minta', 'cancel', 'udh', 'berkali', 'kali', 'giniin', 'ga', 'punya', 'hati']","['driver', 'nya', 'klo', 'gak', 'niat', 'nyari', 'duit', 'gausah', 'nyari', 'duit', 'nyari', 'tumpang', 'aja', 'mandang', 'fisik', 'kalo', 'mau', 'nganterin', 'kurus', 'doang', 'mah', 'mending', 'gaush', 'jadi', 'ojek', 'online', 'gliran', 'dpet', 'gemuk', 'malah', 'banyak', 'alas', 'minta', 'cancel', 'udh', 'kali', 'kali', 'giniin', 'ga', 'punya', 'hati']"
"['pelayanan', 'kurang', 'baik', 'supir', 'maxim', 'gak', 'bagus', 'kerjanya', 'baru', 'baru', 'nyenggol', 'ibu', 'ibu', 'isi', 'kresek', 'nya', 'kerupuk', 'masa', 'minta', 'ganti', 'rugi', 'padahal', 'lecet', 'aja']","['layan', 'kurang', 'baik', 'supir', 'maxim', 'gak', 'bagus', 'kerja', 'baru', 'baru', 'nyenggol', 'ibu', 'ibu', 'isi', 'kresek', 'nya', 'kerupuk', 'masa', 'minta', 'ganti', 'rugi', 'padahal', 'lecet', 'aja']"
"['berita', 'driver', 'maxim', 'pekanbaru', 'minta', 'rb', 'senggol', 'plastik', 'kerupuk', 'tindak', 'lanjutt', 'drivernya']","['berita', 'driver', 'maxim', 'pekanbaru', 'minta', 'rb', 'senggol', 'plastik', 'kerupuk', 'tindak', 'lanjutt', 'drivernya']"
