no_stopwords,stemmed_text
"['good', 'job']","['good', 'job']"
"['masyaallah', 'luar', 'biasa', 'baik', 'bgt', 'abgnya', 'makasi', 'yaa', 'bg', 'murah', 'rezeki', 'bg']","['masyaallah', 'luar', 'biasa', 'baik', 'bgt', 'abgnya', 'makas', 'yaa', 'bg', 'murah', 'rezeki', 'bg']"
"['cepat', 'ramah', 'drivernya']","['cepat', 'ramah', 'drivernya']"
['mantap'],['mantap']
"['pelayanan', 'baik', 'driver', 'ramah', 'sopan']","['layan', 'baik', 'driver', 'ramah', 'sopan']"
"['pelayanannya', 'cepat', 'baik']","['layan', 'cepat', 'baik']"
"['pengemudi', 'nya', 'ramah', 'perjalanan', 'cepat']","['kemudi', 'nya', 'ramah', 'jalan', 'cepat']"
['good'],['good']
['good'],['good']
['mantap'],['mantap']
"['driver', 'ny', 'baik']","['driver', 'ny', 'baik']"
"['aplikasi', 'baik', 'sangat', 'membantu', 'perlu', 'penambahan', 'map', 'lebih', 'akurat', 'pengguna', 'terimakasih', 'maxim']","['aplikasi', 'baik', 'sangat', 'bantu', 'perlu', 'tambah', 'map', 'lebih', 'akurat', 'guna', 'terimakasih', 'maxim']"
['mantap'],['mantap']
"['semoga', 'maximnya', 'selalu', 'amanah', 'krna', 'terbantu', 'sekali']","['moga', 'maximnya', 'selalu', 'amanah', 'krna', 'bantu', 'sekali']"
[],[]
"['driver', 'nya', 'asik', 'music', 'nya', 'enak']","['driver', 'nya', 'asik', 'music', 'nya', 'enak']"
['baik'],['baik']
"['pokoknya', 'bersama', 'maxim', 'perjalanan', 'aman', 'amanah']","['pokok', 'sama', 'maxim', 'jalan', 'aman', 'amanah']"
"['menyukai', 'aplikasi', 'tersebut', 'terimakasih']","['suka', 'aplikasi', 'sebut', 'terimakasih']"
"['mobil', 'bersih', 'wangi', 'driver', 'sopan']","['mobil', 'bersih', 'wangi', 'driver', 'sopan']"
[],[]
"['makasih', 'pak']","['makasih', 'pak']"
"['susah', 'cr', 'maxim', 'klo', 'tempat']","['susah', 'cr', 'maxim', 'klo', 'tempat']"
['ramah'],['ramah']
"['terimakasih', 'pak', 'semoga', 'rezekinya', 'lancar', 'sehat', 'selalu', 'amin']","['terimakasih', 'pak', 'moga', 'rezeki', 'lancar', 'sehat', 'selalu', 'amin']"
['bagus'],['bagus']
['good'],['good']
"['the', 'best']","['the', 'best']"
['mantaaap'],['mantaaap']
"['driver', 'sangat', 'baik', 'sekali']","['driver', 'sangat', 'baik', 'sekali']"
['mantap'],['mantap']
"['layanan', 'yg', 'baik', 'terima', 'kasih']","['layan', 'yg', 'baik', 'terima', 'kasih']"
"['driver', 'ramah']","['driver', 'ramah']"
"['ramah', 'nyaman']","['ramah', 'nyaman']"
"['drivernya', 'sangat', 'ramah', 'thx', 'yah']","['drivernya', 'sangat', 'ramah', 'thx', 'yah']"
['good'],['good']
['nyaman'],['nyaman']
"['pelayanan', 'bagus']","['layan', 'bagus']"
"['sangat', 'puas', 'paknya', 'ramah']","['sangat', 'puas', 'paknya', 'ramah']"
"['sangat', 'puas']","['sangat', 'puas']"
[],[]
"['om', 'nya', 'sangat', 'ramah']","['om', 'nya', 'sangat', 'ramah']"
['mantap'],['mantap']
['bermanfaat'],['manfaat']
['bagus'],['bagus']
['mantap'],['mantap']
['profesional'],['profesional']
['bagus'],['bagus']
"['mantap', 'nyaman']","['mantap', 'nyaman']"
"['makasih', 'mengantar', 'tujuan', 'hati', 'dijalan']","['makasih', 'antar', 'tuju', 'hati', 'jalan']"
[],[]
['mantap'],['mantap']
"['pernah', 'coba', 'daftar', 'kaspro', 'ntah', 'ga', 'terus', 'udah', 'coba', 'nomor', 'berbeda', 'tetap', 'sama', 'sebaiknya', 'maxim', 'memakai', 'ewalet', 'lainbank', 'digital', 'umumnya', 'orang', 'banyak', 'pakai', 'contohnya', 'dana', 'shopeepay', 'seabank', 'pakai', 'saldo', 'maxim', 'sendiri', 'diisi', 'alfamart', 'ataupun', 'indomaretminusnya', 'yakin', 'akn', 'menarik', 'lebih', 'byk', 'pnumpang', 'direalisasikan', 'udah', 'langganan', 'maxim', 'maxim', 'hampir', 'perfect']","['pernah', 'coba', 'daftar', 'kaspro', 'ntah', 'ga', 'terus', 'udah', 'coba', 'nomor', 'beda', 'tetap', 'sama', 'baik', 'maxim', 'pakai', 'ewalet', 'lainbank', 'digital', 'umum', 'orang', 'banyak', 'pakai', 'contoh', 'dana', 'shopeepay', 'seabank', 'pakai', 'saldo', 'maxim', 'sendiri', 'isi', 'alfamart', 'atau', 'indomaretminusnya', 'yakin', 'akn', 'tarik', 'lebih', 'byk', 'pnumpang', 'realisasi', 'udah', 'langgan', 'maxim', 'maxim', 'hampir', 'perfect']"
"['sangat', 'membantu', 'untu', 'mempercepat', 'pencarian', 'taksi']","['sangat', 'bantu', 'untu', 'cepat', 'cari', 'taksi']"
['terbaik'],['baik']
"['ramah', 'sopan', 'nyupir', 'nya', 'safety', 'banget', 'mobil', 'nya', 'enak', 'bersih', 'paham', 'rute', 'tercepat']","['ramah', 'sopan', 'nyupir', 'nya', 'safety', 'banget', 'mobil', 'nya', 'enak', 'bersih', 'paham', 'rute', 'cepat']"
['mantap'],['mantap']
"['bapaknya', 'baik']","['bapak', 'baik']"
"['sangat', 'ramah']","['sangat', 'ramah']"
"['sangat', 'memuaskan', 'pelayanan', 'maxim']","['sangat', 'muas', 'layan', 'maxim']"
"['driver', 'ny', 'ramahbwa', 'mobil', 'ny', 'tenang', 'sklithe', 'best', 'bgt', 'buat', 'driver', 'nya']","['driver', 'ny', 'ramahbwa', 'mobil', 'ny', 'tenang', 'sklithe', 'best', 'bgt', 'buat', 'driver', 'nya']"
['bagus'],['bagus']
"['baik', 'sekali']","['baik', 'sekali']"
['nyaman'],['nyaman']
"['terima', 'kasih', 'divers', 'maxim']","['terima', 'kasih', 'divers', 'maxim']"
"['layanan', 'nya', 'sangat', 'cepat']","['layan', 'nya', 'sangat', 'cepat']"
"['fast', 'semua', 'pokonya', 'ramah', 'kurirnya']","['fast', 'semua', 'poko', 'ramah', 'kurir']"
"['mantap', 'jiwa']","['mantap', 'jiwa']"
['bagus'],['bagus']
"['satsetsopan', 'mantap']","['satsetsopan', 'mantap']"
"['baik', 'ramah']","['baik', 'ramah']"
"['drever', 'nya', 'sangat', 'ramah', 'baik']","['drever', 'nya', 'sangat', 'ramah', 'baik']"
"['pelayanan', 'nya', 'bagus']","['layan', 'nya', 'bagus']"
['baik'],['baik']
"['harga', 'terjangkau', 'aman', 'terpercaya']","['harga', 'jangkau', 'aman', 'percaya']"
['bagus'],['bagus']
[],[]
['bgus'],['bgus']
"['good', 'job']","['good', 'job']"
"['driver', 'baik']","['driver', 'baik']"
['terbaek'],['terbaek']
['kren'],['kren']
"['hemat', 'maxxim']","['hemat', 'maxxim']"
['teriamakasih'],['teriamakasih']
"['pelayanan', 'terbaik']","['layan', 'baik']"
"['abang', 'nya', 'humble', 'banget', 'seriusss', 'ramah', 'pelayanan', 'nya', 'top', 'bangett', 'jarang', 'dpt', 'act', 'of', 'service', 'bawa', 'motor', 'nya', 'bikin', 'nyaman', 'makasihh', 'bangg', 'tadi', 'kebetulan', 'kurang', 'mood', 'jadi', 'mood', 'grgr', 'abang', 'nya', 'wkwk', 'sehat', 'sehat', 'abang', 'maksim', 'pelayanan', 'nya', 'top']","['abang', 'nya', 'humble', 'banget', 'seriusss', 'ramah', 'layan', 'nya', 'top', 'bangett', 'jarang', 'dpt', 'act', 'of', 'service', 'bawa', 'motor', 'nya', 'bikin', 'nyaman', 'makasihh', 'bangg', 'tadi', 'betul', 'kurang', 'mood', 'jadi', 'mood', 'grgr', 'abang', 'nya', 'wkwk', 'sehat', 'sehat', 'abang', 'maksim', 'layan', 'nya', 'top']"
"['abangnya', 'ramahganteng']","['abang', 'ramahganteng']"
['baik'],['baik']
['mantap'],['mantap']
"['sangat', 'puas']","['sangat', 'puas']"
['mantap'],['mantap']
['baik'],['baik']
"['pelayanan', 'sangat', 'ramah', 'driver', 'nya']","['layan', 'sangat', 'ramah', 'driver', 'nya']"
['aktif'],['aktif']
"['sangat', 'baik']","['sangat', 'baik']"
"['the', 'best']","['the', 'best']"
"['ramah', 'banget', 'drivernya']","['ramah', 'banget', 'drivernya']"
"['baik', 'bngt']","['baik', 'bngt']"
"['very', 'good']","['very', 'good']"
"['layanan', 'baik']","['layan', 'baik']"
"['alhamdulillah', 'mas', 'maxim', 'x', 'baik', 'udh', 'jln', 'tdimau', 'lgi', 'sruh', 'balik', 'krn', 'barang', 'ketnggaln']","['alhamdulillah', 'mas', 'maxim', 'x', 'baik', 'udh', 'jln', 'tdimau', 'lgi', 'sruh', 'balik', 'krn', 'barang', 'ketnggaln']"
"['sangat', 'baik']","['sangat', 'baik']"
"['sangat', 'membantu', 'sekali']","['sangat', 'bantu', 'sekali']"
"['baik', 'ramah', 'sabar']","['baik', 'ramah', 'sabar']"
"['makasih', 'banyak', 'om']","['makasih', 'banyak', 'om']"
"['sangat', 'baik']","['sangat', 'baik']"
['bagus'],['bagus']
['cepet'],['cepet']
"['bagus', 'sekali']","['bagus', 'sekali']"
['terbaik'],['baik']
"['kesana', 'kesini', 'terus', 'cepat', 'murah', 'terjangkau', 'seru', 'pokoknya', 'aku', 'suka', 'naik', 'maxim', 'pokoknya', 'terpercaya', 'banget']","['kesana', 'kesini', 'terus', 'cepat', 'murah', 'jangkau', 'seru', 'pokok', 'aku', 'suka', 'naik', 'maxim', 'pokok', 'percaya', 'banget']"
['baik'],['baik']
['memuaskan'],['muas']
"['terima', 'kasih']","['terima', 'kasih']"
"['terimakasih', 'pak']","['terimakasih', 'pak']"
"['orderan', 'nya', 'lebih', 'banyakin', 'merata', 'orderan', 'nya']","['order', 'nya', 'lebih', 'banyakin', 'rata', 'order', 'nya']"
['bagus'],['bagus']
"['baik', 'bangeeet', 'bapaknyaa']","['baik', 'bangeeet', 'bapaknyaa']"
['bagus'],['bagus']
[],[]
"['tolonggg', 'sekali', 'perbaiki', 'maps', 'nya', 'lengkap', 'titik', 'perjemputan', 'drivernya', 'malah', 'diarahin', 'sangat', 'sesuai', 'yg', 'buat', 'kesal', 'bgt', 'diperbaiki']","['tolonggg', 'sekali', 'baik', 'maps', 'nya', 'lengkap', 'titik', 'jemput', 'drivernya', 'malah', 'diarahin', 'sangat', 'sesuai', 'yg', 'buat', 'kesal', 'bgt', 'baik']"
['mantap'],['mantap']
['mantap'],['mantap']
"['driver', 'fast', 'respon']","['driver', 'fast', 'respon']"
['bagus'],['bagus']
"['nuhun', 'om']","['nuhun', 'om']"
['bagus'],['bagus']
"['supir', 'ramah', 'mobil', 'supirannya', 'nyaman']","['supir', 'ramah', 'mobil', 'supirannya', 'nyaman']"
['good'],['good']
"['orang', 'nya', 'baik', 'baik', 'suka', 'aku', 'aplikasi', 'nya', 'mudah', 'buat', 'pemula', 'ga', 'tau']","['orang', 'nya', 'baik', 'baik', 'suka', 'aku', 'aplikasi', 'nya', 'mudah', 'buat', 'mula', 'ga', 'tau']"
['mantap'],['mantap']
"['sangat', 'puas', 'pelayannyaterimksih', 'mas', 'maxsim']","['sangat', 'puas', 'pelayannyaterimksih', 'mas', 'maxsim']"
"['aplikasi', 'berjalan', 'lancar']","['aplikasi', 'jalan', 'lancar']"
"['sangat', 'memuaskan', 'playanan', 'tepat', 'waktu', 'jemput']","['sangat', 'muas', 'playanan', 'tepat', 'waktu', 'jemput']"
"['pengemudi', 'sopan', 'cepat']","['kemudi', 'sopan', 'cepat']"
['mantab'],['mantab']
"['ramah', 'baik']","['ramah', 'baik']"
"['kurir', 'gerak', 'cepat', 'ramah', 'sopan']","['kurir', 'gerak', 'cepat', 'ramah', 'sopan']"
['baik'],['baik']
"['abang', 'nya', 'mantaf', 'sangat']","['abang', 'nya', 'mantaf', 'sangat']"
"['sangat', 'muaskan']","['sangat', 'muas']"
"['matur', 'suwun']","['matur', 'suwun']"
"['pelayanan', 'nya', 'bagus', 'cepet']","['layan', 'nya', 'bagus', 'cepet']"
['baik'],['baik']
['good'],['good']
"['supir', 'ny', 'mau', 'menunggu', 'belanja', 'dulu', 'tdk', 'kasi', 'naik', 'harga', 'kargo']","['supir', 'ny', 'mau', 'tunggu', 'belanja', 'dulu', 'tdk', 'kasi', 'naik', 'harga', 'kargo']"
['terimakasih'],['terimakasih']
"['sangat', 'bagus']","['sangat', 'bagus']"
"['sangat', 'baik', 'sekaliramah']","['sangat', 'baik', 'sekaliramah']"
['baik'],['baik']
['okk'],['okk']
"['ramah', 'humanis']","['ramah', 'humanis']"
"['ramah', 'bangetttt', 'baikkk', 'nyaaa', 'masyaallah', 'bawa', 'motor', 'nyaa', 'tenang', 'kayak', 'gini', 'driver', 'idaman']","['ramah', 'bangetttt', 'baikkk', 'nyaaa', 'masyaallah', 'bawa', 'motor', 'nyaa', 'tenang', 'kayak', 'gin', 'driver', 'idam']"
"['memuaskan', 'sabar', 'sopan']","['muas', 'sabar', 'sopan']"
"['sangat', 'baik']","['sangat', 'baik']"
['goodjob'],['goodjob']
['mantapp'],['mantapp']
['bagus'],['bagus']
"['baik', 'ramahsopan']","['baik', 'ramahsopan']"
"['terima', 'kasih', 'mengantarkan', 'tujuan', 'maxim', 'sukses', 'selalu']","['terima', 'kasih', 'antar', 'tuju', 'maxim', 'sukses', 'selalu']"
"['terimakasih', 'memberi', 'pelayanan', 'dg', 'baik']","['terimakasih', 'beri', 'layan', 'dg', 'baik']"
[],[]
"['bagus', 'ramah']","['bagus', 'ramah']"
['bagus'],['bagus']
['bagus'],['bagus']
"['the', 'best', 'pokoknya']","['the', 'best', 'pokok']"
"['mksih', 'mas', 'bantuan', 'ny', 'hari', 'nibukan', 'sekedar', 'maxim', 'berguna', 'tuk', 'orang', 'banyak']","['mksih', 'mas', 'bantu', 'ny', 'hari', 'nibukan', 'dar', 'maxim', 'guna', 'tuk', 'orang', 'banyak']"
"['baik', 'ramah']","['baik', 'ramah']"
"['puas', 'dg', 'pelayanannya', 'driver', 'ramah']","['puas', 'dg', 'layan', 'driver', 'ramah']"
"['respon', 'cepat']","['respon', 'cepat']"
['bagus'],['bagus']
['puas'],['puas']
['terbaik'],['baik']
"['sangat', 'bagus']","['sangat', 'bagus']"
"['sangat', 'baik']","['sangat', 'baik']"
['mantapssss'],['mantapssss']
['kereen'],['kereen']
['baik'],['baik']
['sensasional'],['sensasional']
['baik'],['baik']
[],[]
"['sangat', 'baik']","['sangat', 'baik']"
"['maxim', 'car', 'kebanyakan', 'mau', 'pasang', 'ac', 'jalan', 'lg', 'macet', 'krn', 'perbaikaan', 'jalan', 'banyak', 'debu', 'tp', 'tetap', 'buka', 'kaca', 'auto', 'ngirup', 'debu', 'panasan', 'mobilnya', 'jg', 'banyak', 'yg', 'kotor', 'mohon', 'lebih', 'himbau', 'drivernya']","['maxim', 'car', 'banyak', 'mau', 'pasang', 'ac', 'jalan', 'lg', 'macet', 'krn', 'perbaikaan', 'jalan', 'banyak', 'debu', 'tp', 'tetap', 'buka', 'kaca', 'auto', 'ngirup', 'debu', 'panas', 'mobil', 'jg', 'banyak', 'yg', 'kotor', 'mohon', 'lebih', 'himbau', 'drivernya']"
['mantap'],['mantap']
"['good', 'service']","['good', 'service']"
"['sangat', 'ramah', 'drivernya']","['sangat', 'ramah', 'drivernya']"
"['good', 'servive']","['good', 'servive']"
"['tge', 'best']","['tge', 'best']"
['bagus'],['bagus']
"['lebih', 'murah', 'aja']","['lebih', 'murah', 'aja']"
['okay'],['okay']
['good'],['good']
"['murah', 'keren']","['murah', 'keren']"
"['sangat', 'mebantu']","['sangat', 'mebantu']"
"['baik', 'sabar']","['baik', 'sabar']"
"['aplikasi', 'simpel', 'sekali', 'terlalu', 'kebanyakan', 'menu', 'jadi', 'depannya', 'semoga', 'terus']","['aplikasi', 'simpel', 'sekali', 'terlalu', 'banyak', 'menu', 'jadi', 'depan', 'moga', 'terus']"
"['ramah', 'sopan']","['ramah', 'sopan']"
"['baik', 'ramah']","['baik', 'ramah']"
['cepat'],['cepat']
['mantap'],['mantap']
['baik'],['baik']
"['perjalanan', 'hemat', 'nyaman', 'aman', 'sampe', 'tujuan']","['jalan', 'hemat', 'nyaman', 'aman', 'sampe', 'tuju']"
['baik'],['baik']
"['pengemudinya', 'ramah']","['mud', 'ramah']"
[],[]
"['terimakasih', 'pak']","['terimakasih', 'pak']"
"['driver', 'nya', 'ramah', 'baik']","['driver', 'nya', 'ramah', 'baik']"
"['makasih', 'kk']","['makasih', 'kk']"
['baik'],['baik']
"['profesional', 'personil']","['profesional', 'personil']"
"['good', 'job']","['good', 'job']"
"['sangat', 'bagus', 'abang', 'nya', 'sangat', 'hati', 'hati', 'pelan', 'pelan']","['sangat', 'bagus', 'abang', 'nya', 'sangat', 'hati', 'hati', 'pelan', 'pelan']"
"['sangat', 'baik']","['sangat', 'baik']"
"['oke', 'sesuai', 'tujuan']","['oke', 'sesuai', 'tuju']"
"['driver', 'ramah']","['driver', 'ramah']"
"['cepat', 'tepat', 'akurat', 'mantapp']","['cepat', 'tepat', 'akurat', 'mantapp']"
['opsional'],['opsional']
"['sangat', 'membantutrimakasih']","['sangat', 'membantutrimakasih']"
"['mantap', 'driver', 'nya', 'ramah']","['mantap', 'driver', 'nya', 'ramah']"
"['sangat', 'bagus']","['sangat', 'bagus']"
['good'],['good']
"['bapak', 'nya', 'sangat', 'baik', 'ramah']","['bapak', 'nya', 'sangat', 'baik', 'ramah']"
"['jadi', 'karna', 'perlu', 'minta', 'maaf', 'sama', 'drivernya']","['jadi', 'karna', 'perlu', 'minta', 'maaf', 'sama', 'drivernya']"
"['mmatap', 'murah', 'pelayanan', 'bagus']","['mmatap', 'murah', 'layan', 'bagus']"
"['sangat', 'ramah', 'kantong']","['sangat', 'ramah', 'kantong']"
"['mantap', 'pelayanan', 'ramah', 'sopan', 'mksihmaxxim']","['mantap', 'layan', 'ramah', 'sopan', 'mksihmaxxim']"
['ramah'],['ramah']
"['membantu', 'sekali']","['bantu', 'sekali']"
"['sangat', 'membantu', 'bepergianku']","['sangat', 'bantu', 'pergi']"
"['bagus', 'sangat', 'menghemat', 'waktu', 'perjalanan']","['bagus', 'sangat', 'hemat', 'waktu', 'jalan']"
"['drivernya', 'ramah']","['drivernya', 'ramah']"
['terimakasihamanah'],['terimakasihamanah']
"['respon', 'baik', 'ramah', 'bangetz', 'mantap']","['respon', 'baik', 'ramah', 'bangetz', 'mantap']"
"['saran', 'tambah', 'foto', 'barang', 'terima', 'trims']","['saran', 'tambah', 'foto', 'barang', 'terima', 'trims']"
"['tepat', 'waktu']","['tepat', 'waktu']"
['mantap'],['mantap']
"['sangat', 'baik']","['sangat', 'baik']"
['mantappp'],['mantappp']
['baik'],['baik']
"['sangat', 'murah', 'cepat', 'datangnya', 'jadi', 'suka']","['sangat', 'murah', 'cepat', 'datang', 'jadi', 'suka']"
['mantap'],['mantap']
"['order', 'nya', 'cepat', 'kelamaan', 'menunggutarif', 'terjangkau']","['order', 'nya', 'cepat', 'lama', 'menunggutarif', 'jangkau']"
[],[]
['terbaik'],['baik']
"['ramah', 'dn', 'nyaman']","['ramah', 'dn', 'nyaman']"
[],[]
[],[]
['mantap'],['mantap']
"['semoga', 'dilancarkan', 'rejeki', 'nya', 'bang']","['moga', 'lancar', 'rejeki', 'nya', 'bang']"
"['driver', 'yg', 'okpuas', 'dngn', 'pelayanan', 'noga', 'dilancarkan', 'pekerjaanya']","['driver', 'yg', 'okpuas', 'dngn', 'layan', 'noga', 'lancar', 'pekerjaanya']"
"['driver', 'nya', 'baik', 'sekali', 'walaupun', 'cancel']","['driver', 'nya', 'baik', 'sekali', 'walaupun', 'cancel']"
"['order', 'dipenuhi', 'yerry', 'yan', 'ginzel', 'daihatsu', 'sigra', 'warna', 'perak', 'nopol', 'pyea', 'terima', 'kasih', 'atas', 'perjalanan', 'rating']","['order', 'penuh', 'yerry', 'yan', 'ginzel', 'daihatsu', 'sigra', 'warna', 'perak', 'nopol', 'pyea', 'terima', 'kasih', 'atas', 'jalan', 'rating']"
"['baik', 'ramah']","['baik', 'ramah']"
"['aplikasi', 'ojol', 'yg', 'sangat', 'membantuharga', 'lebih', 'ramah', 'kantong', 'yg', 'laindriver', 'profesional', 'ramah']","['aplikasi', 'ojol', 'yg', 'sangat', 'membantuharga', 'lebih', 'ramah', 'kantong', 'yg', 'laindriver', 'profesional', 'ramah']"
"['orderan', 'terlaksana', 'cepat']","['order', 'laksana', 'cepat']"
"['trima', 'kasih']","['trima', 'kasih']"
['good'],['good']
"['lincah', 'tertib', 'harum']","['lincah', 'tertib', 'harum']"
['ramah'],['ramah']
"['driver', 'ramah', 'baik']","['driver', 'ramah', 'baik']"
"['sangat', 'bagus']","['sangat', 'bagus']"
['siip'],['siip']
"['sangat', 'memuaskan']","['sangat', 'muas']"
['baik'],['baik']
"['tks', 'banyak', 'pak', 'smoga', 'dimudahkan', 'rejekinya']","['tks', 'banyak', 'pak', 'smoga', 'mudah', 'rejekinya']"
['ramah'],['ramah']
[],[]
"['mantap', 'sekali']","['mantap', 'sekali']"
['ramah'],['ramah']
[],[]
"['mobil', 'bersih']","['mobil', 'bersih']"
"['murah', 'terjangkau']","['murah', 'jangkau']"
['good'],['good']
"['sangat', 'baik']","['sangat', 'baik']"
"['sangat', 'bagus', 'pelayanannya']","['sangat', 'bagus', 'layan']"
"['top', 'sat', 'set']","['top', 'sat', 'set']"
['mantap'],['mantap']
"['pelayanan', 'bagus', 'tarif', 'lebih', 'murah', 'aplikasi']","['layan', 'bagus', 'tarif', 'lebih', 'murah', 'aplikasi']"
['baik'],['baik']
"['ramah', 'sopan']","['ramah', 'sopan']"
['ramah'],['ramah']
"['pelayanan', 'sangat', 'bagus']","['layan', 'sangat', 'bagus']"
"['sangat', 'puas', 'dgn', 'pelayanan', 'nya']","['sangat', 'puas', 'dgn', 'layan', 'nya']"
"['sangat', 'respon', 'terimakasih']","['sangat', 'respon', 'terimakasih']"
['terimakasih'],['terimakasih']
"['jos', 'ngacir', 'driver', 'nya', 'pokoknya', 'aman']","['jos', 'ngacir', 'driver', 'nya', 'pokok', 'aman']"
['baik'],['baik']
['josss'],['josss']
['sukses'],['sukses']
"['baik', 'sekali', 'maxim']","['baik', 'sekali', 'maxim']"
"['tepat', 'waktu']","['tepat', 'waktu']"
['baik'],['baik']
['ramah'],['ramah']
['yaman'],['yaman']
"['abang', 'nya', 'baik', 'doain', 'aku', 'lulus', 'ujian']","['abang', 'nya', 'baik', 'doain', 'aku', 'lulus', 'uji']"
['oke'],['oke']
['mantap'],['mantap']
"['perjalanan', 'nyaman', 'tujuan']","['jalan', 'nyaman', 'tuju']"
"['sangat', 'nyaman']","['sangat', 'nyaman']"
"['sngat', 'bagus', 'cepat']","['sngat', 'bagus', 'cepat']"
"['pelayanan', 'baik']","['layan', 'baik']"
"['maxim', 'terbaik', 'semua', 'kebutuhan']","['maxim', 'baik', 'semua', 'butuh']"
['terimakasih'],['terimakasih']
"['driver', 'sangat', 'ramah']","['driver', 'sangat', 'ramah']"
"['driver', 'ramah', 'n', 'fast', 'respon']","['driver', 'ramah', 'n', 'fast', 'respon']"
['mantab'],['mantab']
"['termakasih', 'sangat', 'dibutuhkan']","['termakasih', 'sangat', 'butuh']"
"['maxsim', 'baik', 'sekali', 'sombong', 'patut', 'contoh', 'karna', 'sopan', 'baik', 'berbicara', 'segi', 'apapun', 'cerita', 'masuk']","['maxsim', 'baik', 'sekali', 'sombong', 'patut', 'contoh', 'karna', 'sopan', 'baik', 'bicara', 'segi', 'apa', 'cerita', 'masuk']"
"['pelayanan', 'baik']","['layan', 'baik']"
"['baik', 'ramah']","['baik', 'ramah']"
['cepat'],['cepat']
"['all', 'day']","['all', 'day']"
"['tepat', 'waktu']","['tepat', 'waktu']"
"['pencarian', 'kendaraan', 'terlalu', 'lama', 'sinyalga', 'bagus', 'alamat', 'kurang', 'dimengerti']","['cari', 'kendara', 'terlalu', 'lama', 'sinyalga', 'bagus', 'alamat', 'kurang', 'erti']"
"['nyaman', 'drivernya', 'asyikk']","['nyaman', 'drivernya', 'asyikk']"
"['tepat', 'waktu', 'komunikasi', 'baik', 'ramah']","['tepat', 'waktu', 'komunikasi', 'baik', 'ramah']"
"['driver', 'baik']","['driver', 'baik']"
"['sangat', 'bagus', 'sekali', 'tepat', 'waktu', 'tks', 'yoo']","['sangat', 'bagus', 'sekali', 'tepat', 'waktu', 'tks', 'yoo']"
['good'],['good']
"['ramah', 'orangnya']","['ramah', 'orang']"
['mksii'],['mksii']
"['pengemudi', 'baik']","['kemudi', 'baik']"
['baik'],['baik']
['baik'],['baik']
"['sangat', 'amanah']","['sangat', 'amanah']"
"['baru', 'x', 'pertama', 'naik', 'ojol', 'maxim', 'muantapppp']","['baru', 'x', 'pertama', 'naik', 'ojol', 'maxim', 'muantapppp']"
['baik'],['baik']
"['sangat', 'mengesankan', 'top', 'deeeh']","['sangat', 'kesan', 'top', 'deeeh']"
['mantap'],['mantap']
"['terima', 'kasih', 'pokonya', 'nyaman', 'cepat']","['terima', 'kasih', 'poko', 'nyaman', 'cepat']"
"['rahmah', 'baik']","['rahmah', 'baik']"
['mantap'],['mantap']
"['driver', 'ramah']","['driver', 'ramah']"
"['order', 'dipenuhi', 'denny', 'tri', 'pujiharto', 'motorcycle', 'warna', 'merah', 'nopol', 'kbxo', 'terima', 'kasih', 'atas', 'perjalanan', 'rating']","['order', 'penuh', 'denny', 'tri', 'pujiharto', 'motorcycle', 'warna', 'merah', 'nopol', 'kbxo', 'terima', 'kasih', 'atas', 'jalan', 'rating']"
['good'],['good']
"['biar', 'lah', 'bintang', 'berbicara']","['biar', 'lah', 'bintang', 'bicara']"
"['semoga', 'maxsim', 'semakin', 'sukses']","['moga', 'maxsim', 'makin', 'sukses']"
"['pelayanan', 'memuaskan']","['layan', 'muas']"
['mantap'],['mantap']
[],[]
['mantap'],['mantap']
"['siip', 'pokoke']","['siip', 'pokoke']"
"['mantap', 'ramah', 'tamah', 'driver', 'nya']","['mantap', 'ramah', 'tamah', 'driver', 'nya']"
"['order', 'dipenuhi', 'suwito', 'kayudi', 'honda', 'mobilio', 'warna', 'abuabu', 'nopol', 'rhf', 'terima', 'kasih', 'atas', 'perjalanan', 'rating']","['order', 'penuh', 'suwito', 'kayudi', 'honda', 'mobilio', 'warna', 'abuabu', 'nopol', 'rhf', 'terima', 'kasih', 'atas', 'jalan', 'rating']"
['bagus'],['bagus']
"['sangat', 'membantu']","['sangat', 'bantu']"
"['tepat', 'waktu']","['tepat', 'waktu']"
"['mantap', 'abangnya', 'ramah', 'jemputannya', 'ceupat', 'maksi', 'maxim']","['mantap', 'abang', 'ramah', 'jemput', 'ceupat', 'maksi', 'maxim']"
"['motor', 'bersih', 'rapi', 'bagus', 'cepat', 'on', 'time', 'perfect', 'lah']","['motor', 'bersih', 'rapi', 'bagus', 'cepat', 'on', 'time', 'perfect', 'lah']"
"['jujur', 'tp', 'mohon', 'diperhatikan', 'masalah', 'titik', 'map', 'nya', 'sering', 'kali', 'gak', 'ketemu']","['jujur', 'tp', 'mohon', 'perhati', 'masalah', 'titik', 'map', 'nya', 'sering', 'kali', 'gak', 'ketemu']"
"['sangat', 'ramah']","['sangat', 'ramah']"
[],[]
