content,processed_text
"Marudut Sitompul dengan Toyota Avanza, warna putih, nopol A1520EK. Saya pesan (Minggu 19/01/25 14:50) Dia belum jemput saya, tapi dia sudah klik penjemputan Bukan nya cari alamat tapi diam di depan gang yg jauh dari titik penjemputan. Saya cari dia, dia malah kabur ke gang sebelah. Saya kejar dia kabur kejalan lain. Saya yg cari dia bukan dia yg cari saya. Cape2 saya kejar, gamau usaha cari alamat. Auto argo naik Cari uang ko cara nya begitu. Maxim BAD BANGET!","['marudut', 'sitompul', 'toyota', 'avanza', 'warna', 'putih', 'nopol', 'aek', 'pesan', 'minggu', 'belum', 'jemput', 'sudah', 'klik', 'jemput', 'bukan', 'nya', 'cari', 'alamat', 'tapi', 'diam', 'depan', 'gang', 'yg', 'jauh', 'titik', 'jemput', 'cari', 'malah', 'kabur', 'gang', 'belah', 'kejar', 'kabur', 'jalan', 'yg', 'cari', 'bukan', 'dia', 'yg', 'cari', 'cape', 'saya', 'kejar', 'gamau', 'usaha', 'cari', 'alamat', 'auto', 'argo', 'naik', 'cari', 'uang', 'ko', 'cara', 'nya', 'maxim', 'bad', 'banget']"
Tolong drivernya jgan suka batalin orderan,"['drivernya', 'jgan', 'suka', 'batalin', 'order']"
saya udah top up tapi ga masuk masuk gimana ya kak?,"['udah', 'top', 'up', 'ga', 'masuk', 'masuk', 'gimana', 'kak']"
Susah buat nyari alamat pas nya ga kaya gojek ga ribet ini mah ribet banget buat nyari pas titik nya jdi males make nya,"['susah', 'buat', 'nyari', 'alamat', 'pas', 'nya', 'ga', 'kaya', 'gojek', 'ga', 'ribet', 'mah', 'ribet', 'banget', 'buat', 'nyari', 'pas', 'titik', 'nya', 'jdi', 'males', 'make', 'nya']"
"Respon admin maxim pd bagian kontak dlm apk nya sangat, sangat jelek (tdk memuaskan) sama sekali sebab pertanyaan sy ttg jumlah saldo yg salah di walet akun maxim sy tdk pernah direspon(dijawab) oleh pihak admin baik lwt e-mail maupun lwt WA pdhal sy sering memakai jasa maxim ini, tolong tingkatkan mutu layanan CS maxim ini utk bs lbh baik (responsif) lg.","['respon', 'admin', 'maxim', 'pd', 'bagi', 'kontak', 'dlm', 'apk', 'nya', 'sangat', 'sangat', 'jelek', 'tdk', 'muas', 'sama', 'sekali', 'tanya', 'sy', 'ttg', 'jumlah', 'saldo', 'yg', 'salah', 'walet', 'akun', 'maxim', 'sy', 'tdk', 'pernah', 'direspondijawab', 'pihak', 'admin', 'baik', 'lwt', 'email', 'maupun', 'lwt', 'wa', 'pdhal', 'sy', 'sering', 'pakai', 'jasa', 'maxim', 'tolong', 'tingkat', 'mutu', 'layan', 'cs', 'maxim', 'utk', 'bs', 'lbh', 'baik', 'responsif', 'lg']"
Kok gue payah kali masuk in nomor telp ngk muncul muncul nomor otp nya bikin susah aja memperibet,"['kok', 'gue', 'payah', 'kali', 'masuk', 'in', 'nomor', 'telp', 'ngk', 'muncul', 'muncul', 'nomor', 'otp', 'nya', 'bikin', 'susah', 'aja', 'memperibet']"
"pak tolong di tinjau ulang kerja sama dengan kaspro, driver bnyk ngeluh,sulit saat pencairan dana, knapa nggak kerja sama dengan gopay dan OVO aja pinter dikit bos","['pak', 'di', 'tinjau', 'ulang', 'kerja', 'sama', 'kaspro', 'driver', 'bnyk', 'ngeluhsulit', 'cair', 'dana', 'knapa', 'kerja', 'sama', 'gopay', 'ovo', 'aja', 'pinter', 'dikit', 'bos']"
kurang,['kurang']
delivery foodnya kurang jelas masa yang ditelpon pembelinya bukan penjualnya juga,"['delivery', 'foodnya', 'kurang', 'jelas', 'masa', 'telpon', 'bel', 'bukan', 'jual']"
"Rata2 driver tidak ramah, selalu menggunakan kata2 GK sopan terhadap costumer, emosi habis saya, tolong di optimalkan lagi pelayanan nya ganti driver nya, driver mana coba kasar ke costumer nya, TOLONG BGT BIASAKAN SOPAN SAMA COSTUMER INGET ITU !!!!","['rata', 'driver', 'ramah', 'selalu', 'guna', 'kata', 'gk', 'sopan', 'costumer', 'emosi', 'habis', 'optimal', 'layan', 'nya', 'ganti', 'driver', 'nya', 'driver', 'mana', 'coba', 'kasar', 'costumer', 'nya', 'tolong', 'bgt', 'biasa', 'sopan', 'sama', 'costumer', 'inget']"
Game ini sangat bagus tapi sayangnya apdute kurang sering semoga sering ya 🥰😍🤗,"['game', 'sangat', 'bagus', 'sayang', 'apdute', 'kurang', 'sering', 'moga', 'sering']"
skibidi toilet,"['skibidi', 'toilet']"
GAK LAYAK!,"['gak', 'layak']"
"makin kesini makin banyak maxim yg kerja dgn bnyk aplikasi,jadinya makin lama.saya juga pesan setengah jam lebih belum dapet² pengemudinya","['makin', 'kesini', 'makin', 'banyak', 'maxim', 'yg', 'kerja', 'dgn', 'bnyk', 'aplikasijadinya', 'makin', 'lamasaya', 'pesan', 'tengah', 'jam', 'lebih', 'dapet', 'mud']"
bos jemput,"['bos', 'jemput']"
"Kirim lah kode opt nya aku mau mesan balek ha,,apk apa nih?","['kirim', 'lah', 'kode', 'opt', 'nya', 'aku', 'mau', 'mesan', 'balek', 'haapk', 'apa', 'nih']"
Semua bahasa Mandarin pengen order buru2 pun harus eja dulu ..tolong lah tak semua kami bisa bahasa Inggris,"['semua', 'bahasa', 'mandarin', 'ken', 'order', 'buru', 'harus', 'eja', 'dulu', 'lah', 'tak', 'semua', 'bisa', 'bahasa', 'inggris']"
Lemot,['lot']
Saya sudah download aplikasi..tetapi kenapa setiap login menggunakan nomor handphone selalu tidak mendapatkan kode verifikasi...?apakah nomor IMEI hp saya di blokir oleh aplikator..?,"['sudah', 'download', 'aplikasitetapi', 'tiap', 'login', 'guna', 'nomor', 'handphone', 'selalu', 'dapat', 'kode', 'verifikasiapakah', 'nomor', 'imei', 'hp', 'di', 'blokir', 'aplikator']"
GK JELAS. KASPRO SERING KE BLOKIR,"['gk', 'jelas', 'kaspro', 'sering', 'blokir']"
"Tolong hapus aplikasi taxsee driver yg warna ungu dan mood"" maxim.mereka yg main 2 akun pada curang jalan mulu,saya selalu dapat driver itu"" lagi orangnya di lht hpnya aplikasi warna ungu yg ga sesuai dengan kendaraannya platnya beda.apalagi klo malam saya takut beda driver yg ga sama dengan aplikasi tolong perbaiki demi kenyamanan pengguna maxim thank you.","['hapus', 'aplikasi', 'taxsee', 'driver', 'yg', 'warna', 'ungu', 'mood', 'maximmereka', 'yg', 'main', 'akun', 'curang', 'jalan', 'mulusaya', 'selalu', 'driver', 'lagi', 'orang', 'lht', 'hpnya', 'aplikasi', 'warna', 'ungu', 'yg', 'ga', 'sesuai', 'kendara', 'platnya', 'bedaapalagi', 'klo', 'malam', 'takut', 'beda', 'driver', 'yg', 'ga', 'sama', 'aplikasi', 'baik', 'nyaman', 'guna', 'maxim', 'thank', 'you']"
"Kendaraan motor banyak yang tidak patuh aturan lalu lintas, driver berbeda dengan nama pemilik dan banyak yang tidak ramah.","['kendara', 'motor', 'banyak', 'tidak', 'patuh', 'atur', 'lalu', 'lintas', 'driver', 'beda', 'nama', 'milik', 'banyak', 'tidak', 'ramah']"
Apk eek padal sinyal bagus ketika buka apknya lag parah,"['apk', 'eek', 'padal', 'sinyal', 'bagus', 'buka', 'apknya', 'lag', 'parah']"
"no rekomend, temen aku sering dapet om"" mesum disini, rating blm dikirim tp udh ada tulisan bintang 5 nya","['no', 'rekomend', 'temen', 'aku', 'sering', 'dapet', 'om', 'mesum', 'sini', 'rating', 'blm', 'kirim', 'tp', 'udh', 'tulis', 'bintang', 'nya']"
Tidak bisa login atau tidak ada SMS kode masuk!?,"['bisa', 'login', 'tidak', 'sms', 'kode', 'masuk']"
"merugikan costumer, isi kaspro tapi tidak bisa digunakan . orderan langsung dialihkan ke tunai, saldo kaspro terpotong otomatis.","['rugi', 'costumer', 'isi', 'kaspro', 'tidak', 'guna', 'order', 'langsung', 'alih', 'tunai', 'saldo', 'kaspro', 'potong', 'otomatis']"
"Buat apa ada kaspro, kalo ga bisa dipake.. udah ngisi kaspro pas mau dipake malah dialihin ke tunai.. kan aneh.. hadeeeh","['buat', 'apa', 'kaspro', 'kalo', 'ga', 'dipake', 'udah', 'ngisi', 'kaspro', 'pas', 'mau', 'dipake', 'malah', 'dialihin', 'tunai', 'kan', 'aneh', 'hadeeeh']"
"Driver-drivernya sangat sangat tidak profesional 1. Bersikap tidak sopan 2.Jika tidak diberi lebih meremehkan dan menjelekan pelanggan dengan berkata ""kalau tidak punya uang jangan pesan"" 3. Sering tidak baca catatan dan rincian orderan yg diberikan pelanggan karena map tidak lengkap *Tambahan: Aplikasi ini sudah sy hapus dan pindah ke aplikasi delivery lain","['driverdrivernya', 'sangat', 'sangat', 'profesional', 'sikap', 'sopan', 'beri', 'lebih', 'remeh', 'jelek', 'langgan', 'kata', 'kalau', 'punya', 'uang', 'jangan', 'pesan', 'sering', 'baca', 'catat', 'rincian', 'order', 'yg', 'beri', 'langgan', 'map', 'tidak', 'lengkap', 'tambah', 'aplikasi', 'sudah', 'sy', 'hapus', 'pindah', 'aplikasi', 'delivery']"
"emg beber si ongkos nya lebih murah dri yg lain, tpi kurir kebanyakan yg bahlul. emang betul bisa pesen sesuai jadwal yg saya mau,saya pernah begitu saya jadwalkan jam 19:10 untuk jemput saya, tapi apa????? DRIVER MAXIM TIDAK ADA INFO TIDAK ADA KONFIRMASI SAMPE DIMANA, CHAT ENGGK NELVON ENGGK. POKOKNYA KECEWA!!!","['emg', 'beber', 'si', 'ongkos', 'nya', 'lebih', 'murah', 'dri', 'yg', 'tpi', 'kurir', 'banyak', 'yg', 'bahlul', 'emang', 'betul', 'sen', 'sesuai', 'jadwal', 'yg', 'mausaya', 'pernah', 'jadwal', 'jam', 'jemput', 'saya', 'tapi', 'apa', 'driver', 'maxim', 'ada', 'info', 'ada', 'konfirmasi', 'sampe', 'chat', 'enggk', 'nelvon', 'enggk', 'pokok', 'kecewa']"
Apk yg sangat ribet saya pesan food ga bisa2. Dan saya mau membatalkan orderAn ga bisa juga... Apk ga jelas,"['apk', 'yg', 'sangat', 'ribet', 'pesan', 'food', 'ga', 'dan', 'mau', 'batal', 'order', 'ga', 'juga', 'apk', 'ga', 'jelas']"
driver ugal-ugalan,"['driver', 'ugalugalan']"
"Aplikasi yg jelek, orderan yg berlangsung susah d buka","['aplikasi', 'yg', 'jelek', 'order', 'yg', 'langsung', 'susah', 'd', 'buka']"
"Apknya astaghfirullah sekali, masa mau daftar malah ga dikasih kode terus juga nyoba cara lain malah sulit","['apknya', 'astaghfirullah', 'sekali', 'masa', 'mau', 'daftar', 'malah', 'ga', 'kasih', 'kode', 'terus', 'nyoba', 'cara', 'malah', 'sulit']"
"Pelayanan terhadap konsumen jelek , Driver jarang mau datang dgn berbagai alasan yg tak masuk akal , driver yg di pilih terlalu jauh dari titik penjemputan","['layan', 'konsumen', 'jelek', 'driver', 'jarang', 'mau', 'datang', 'dgn', 'bagai', 'alas', 'yg', 'tak', 'masuk', 'akal', 'driver', 'yg', 'pilih', 'terlalu', 'jauh', 'titik', 'jemput']"
Mau login nunggu SMS ny lama payah,"['mau', 'login', 'nunggu', 'sms', 'ny', 'lama', 'payah']"
driver deliverynya konyol... slalu ga ckup dana. sy pesan sdh 10x slalu di sruh cancel alasananya ga ada dana padahal filter auto nya bisa d matikan biar ga otomatis dia terima.,"['driver', 'deliverynya', 'konyol', 'slalu', 'ga', 'ckup', 'dana', 'sy', 'pesan', 'sdh', 'x', 'slalu', 'sruh', 'cancel', 'alasananya', 'ga', 'dana', 'padahal', 'filter', 'auto', 'nya', 'd', 'mati', 'biar', 'ga', 'otomatis', 'terima']"
"kenyamanan dan keamanan buruk, tdk pakai helm, ddk dikasih space sedikit. sangat buruk","['nyaman', 'aman', 'buruk', 'tdk', 'pakai', 'helm', 'ddk', 'kasih', 'space', 'sedikit', 'sangat', 'buruk']"
Aplikasi tolol,"['aplikasi', 'tolol']"
Aplikasi g jelas,"['aplikasi', 'g', 'jelas']"
"aplikasi taik, saldo tidak bisa di tarik lagi setelah top up. aplikasi macam apa ini taik","['aplikasi', 'taik', 'saldo', 'bisa', 'tarik', 'telah', 'top', 'up', 'aplikasi', 'macam', 'apa', 'taik']"
Gabisa di download,"['gabisa', 'download']"
"Kenapa di saat saya daftar,,, Kodex ko tda masuk2 yah","['di', 'saya', 'daftar', 'kodex', 'ko', 'tda', 'masuk', 'yah']"
"Baru sekali pesen mobil online, saya sudah sampe, tapi aplikasi terus2 an bunyi ada driver lain yang ambil order... Ribet nih hp bunyi2 terus !!","['baru', 'sekali', 'sen', 'mobil', 'online', 'sudah', 'sampe', 'aplikasi', 'terus', 'an', 'bunyi', 'driver', 'yang', 'ambil', 'order', 'ribet', 'nih', 'hp', 'bunyi', 'terus']"
"drivernya parah, penumpang disuruh bayar lebih. padahal parkir dan tol sudah kami bayar, tetap minta lebih dan alasannya buat biaya layanan. niatnya pengen agak murah dari sebelah, malah justru lebih mahal dari si biru.","['drivernya', 'parah', 'tumpang', 'suruh', 'bayar', 'lebih', 'padahal', 'parkir', 'tol', 'kami', 'bayar', 'tetap', 'minta', 'lebih', 'alas', 'buat', 'biaya', 'layan', 'niat', 'ken', 'murah', 'belah', 'malah', 'justru', 'lebih', 'mahal', 'si', 'biru']"
Apk opang gk bisa kirim foto sama gk ada nomor telpon,"['apk', 'opang', 'gk', 'kirim', 'foto', 'sama', 'gk', 'nomor', 'telpon']"
g akrt,"['g', 'akrt']"
"Adain Maxim dong di Ciamis, Jawa Barat ☺️","['adain', 'maxim', 'dong', 'ciamis', 'jawa', 'barat']"
"Applikasi gk jls mending grab lengkap semua alamat,buka peta aj delay bngt maxim maxim,kalah saing sama grab","['applikasi', 'gk', 'jls', 'mending', 'grab', 'lengkap', 'semua', 'alamatbuka', 'peta', 'aj', 'delay', 'bngt', 'maxim', 'maximkalah', 'saing', 'sama', 'grab']"
"Gak jelas, harga pas awal pesan sama pas udah sampe tujuan tiba tiba harganya berubah lebih mahal, baru kali ini kecewa banget sama maxim","['gak', 'jelas', 'harga', 'pas', 'awal', 'pesan', 'sama', 'pas', 'udah', 'sampe', 'tuju', 'tiba', 'tiba', 'harga', 'ubah', 'lebih', 'mahal', 'baru', 'kali', 'kecewa', 'banget', 'sama', 'maxim']"
"driver ga jls dia nyamperin ke toko sembako saya hbis beli minuman dia langsung nunjukin alat kelamin, sehabis itu puter balik lagi dan ngelanjutin hal yang sama, kalian jngn prnh naik maxim.","['driver', 'ga', 'jls', 'nyamperin', 'toko', 'sembako', 'hbis', 'beli', 'minum', 'langsung', 'nunjukin', 'alat', 'kelamin', 'habis', 'puter', 'balik', 'dan', 'ngelanjutin', 'yang', 'sama', 'kalian', 'jngn', 'prnh', 'naik', 'maxim']"
mengecewakan..,['kecewa']
Bikin lama gw mau pulang sekolah taiiiiiiiiiiiiiiiiiiiiii wet,"['bikin', 'lama', 'gw', 'mau', 'pulang', 'sekolah', 'taiiiiiiiiiiiiiiiiiiiiii', 'wet']"
"Banyak kendaraan roda duanya sudah tidak layak pakai, kenapa harus diberikan jadi driver maxim, pelayanan dan kenyamanan harus diutamakan.","['banyak', 'kendara', 'roda', 'dua', 'tidak', 'layak', 'pakai', 'beri', 'jadi', 'driver', 'maxim', 'layan', 'nyaman', 'harus', 'utama']"
"Min, mahal bgt potongan admin setiap kali topup. 2.900","['min', 'mahal', 'bgt', 'potong', 'admin', 'kali', 'topup']"
"kecewa banget sama maxim walletnya, sudah isi saldo tapi gak bisa digunain dan malah kepotong hilang saldonya entah kemana..sudah terlanjur order dan driver sudah dateng tp tiba2 ditengah jalan metode pembayaranya berubah sendiri ke tunai, pagi2 bikin ngutang ketukang bubur buat bayar maxim nya!!! Bisa2nya saldo KETELEN aplikasi!!!","['kecewa', 'banget', 'sama', 'maxim', 'walletnya', 'isi', 'saldo', 'gak', 'digunain', 'malah', 'potong', 'hilang', 'saldo', 'entah', 'kemanasudah', 'lanjur', 'order', 'driver', 'dateng', 'tp', 'tiba', 'tengah', 'jalan', 'metode', 'pembayaranya', 'ubah', 'sendiri', 'tunai', 'pagi', 'bikin', 'ngutang', 'tukang', 'bubur', 'buat', 'bayar', 'maxim', 'nya', 'bisa', 'saldo', 'ketelen', 'aplikasi']"
"saya pakai 3 aplikasi ojek online yg berbeda dan menurut saya yang paling jelek adalah maxim, kurang tegas terhadap para driver jadi mereka seenaknya kepada pelanggan, di aplikasi tertera driver akan sampai dalam 1 menit dan posisi driver jg tidak jauh, tapi saya bahkan menunggu sampai 30 menit driver belum sampai, dan ini terjadi berkali kali, dan driver tidak ada sanksi sedangkan pelanggan rugi tanpa dapat kompensasi apapun.","['pakai', 'aplikasi', 'ojek', 'online', 'yg', 'beda', 'turut', 'yang', 'paling', 'jelek', 'maxim', 'kurang', 'tegas', 'para', 'driver', 'jadi', 'enak', 'langgan', 'aplikasi', 'tera', 'driver', 'menit', 'posisi', 'driver', 'jg', 'jauh', 'saya', 'bahkan', 'tunggu', 'sampai', 'menit', 'driver', 'sampai', 'ini', 'jadi', 'kali', 'kali', 'driver', 'ada', 'sanksi', 'langgan', 'rugi', 'dapat', 'kompensasi', 'apa']"
Saya tf maxim kaspro pake mbanking ke niaga ga masuk saldo nya.,"['tf', 'maxim', 'kaspro', 'pake', 'mbanking', 'niaga', 'ga', 'masuk', 'saldo', 'nya']"
Pengiriman Kode OTP Maxim INDONESIA ADMINISTRATOR tidur gak di kirim kirim kode OTP MAXIM INDONESIA,"['kirim', 'kode', 'otp', 'maxim', 'indonesia', 'administrator', 'tidur', 'gak', 'kirim', 'kirim', 'kode', 'otp', 'maxim', 'indonesia']"
Ongkosnya gak kemurahan ya ? Kasihan drivernya,"['ongkos', 'gak', 'murah', 'kasihan', 'drivernya']"
"APK PALING BURUK TER KORUP YG PERNAH SAYA PAKAI, SALDO KEPOTONG UDAH 5 KALI TANPA KEJELASAN, SETELAH SAYA PAKAI KASPRO. JIKJIK BGT NIH APK","['apk', 'paling', 'buruk', 'ter', 'korup', 'yg', 'pernah', 'pakai', 'saldo', 'potong', 'udah', 'kali', 'jelas', 'saya', 'pakai', 'kaspro', 'jikjik', 'bgt', 'nih', 'apk']"
Tidak bisa login ke akun maxim,"['bisa', 'login', 'akun', 'maxim']"
ojol terburuk sepanjang masa. ga manusiawi untuk sisi driver,"['ojol', 'buruk', 'panjang', 'masa', 'ga', 'manusiawi', 'sisi', 'driver']"
katanya download apk ini pake kode promo dapet saldo 200k pas mau dipake malah ga bisa,"['kata', 'download', 'apk', 'pake', 'kode', 'promo', 'dapet', 'saldo', 'k', 'pas', 'mau', 'dipake', 'malah', 'ga']"
"Apk dongo ojek nya ada yang minta lebih 40k, 30k, 25k kan anj","['apk', 'dongo', 'ojek', 'nya', 'yang', 'minta', 'lebih', 'k', 'k', 'k', 'kan', 'anj']"
Apk minta upgrade teros terosan,"['apk', 'minta', 'upgrade', 'ros', 'ros']"
Bnyk penipu dan order fiktif. Tapi driver kga ada perlindungan sama sekali,"['bnyk', 'tipu', 'order', 'fiktif', 'driver', 'kga', 'lindung', 'sama', 'sekali']"
Kenapa ya saya mw kirim barang ..trus nyari alamtnya kok susah ..gk ketemu²....,"['ya', 'mw', 'kirim', 'barang', 'trus', 'nyari', 'alamtnya', 'kok', 'susah', 'gk', 'ketemu']"
"Saya udh daftar saya udh bayar ttp aja ada orderan fiktif.. penipuan, dll.. tolong dong maxim perbaiki","['udh', 'daftar', 'udh', 'bayar', 'ttp', 'aja', 'order', 'fiktif', 'tipu', 'tolong', 'dong', 'maxim', 'baik']"
Tampilan peta cuma kotak2 saja.. Membingungkan klu cek alamat.. Knp sih tampilannya gk ada peta? Tolong perbaiki apa masalahnya,"['tampil', 'peta', 'cuma', 'kotak', 'bingung', 'klu', 'cek', 'alamat', 'knp', 'sih', 'tampil', 'gk', 'peta', 'baik', 'apa', 'masalah']"
WH.,['wh']
drivernya kurangajar..,"['drivernya', 'kurangajar']"
"Pakai maxim, kebersihannya minus, supirnya juga kebanyakan perokok, dan kebanyakan merokok dimobil jadi dalam mobil bau rokok, sangat gk nyaman dan nyesal pakai maxim. Pakai maxim kita gk tw supirnya perokok atau tidak itu gk ketahuan.. kasian kita bawa anak baru keluar dari rs karena pneumonia pulang naik maxim mobilnya bau rokok karena supirnya perokok. Sangat kecewa","['pakai', 'maxim', 'bersih', 'minus', 'supirnya', 'banyak', 'okok', 'banyak', 'rokok', 'mobil', 'jadi', 'mobil', 'bau', 'rokok', 'sangat', 'gk', 'nyaman', 'nyesal', 'pakai', 'maxim', 'pakai', 'maxim', 'gk', 'tw', 'supirnya', 'okok', 'tidak', 'gk', 'tahu', 'kasi', 'bawa', 'anak', 'baru', 'keluar', 'rs', 'pneumonia', 'pulang', 'naik', 'maxim', 'mobil', 'bau', 'rokok', 'supirnya', 'okok', 'sangat', 'kecewa']"
Ok baik skl,"['baik', 'skl']"
"tolong dengan nama Agus Efendi nomor plat B3168YTJ di tindak lanjuti, KURANG AJAR, mana apesnya saya turun depan rumah ga berani rating jelek tkt diancem apa apa, tolong dong Maxim lebih dijaga privasi nomor telepon antara pelaksana dengan pengguna, murah sih Alhamdulillah tp jangan gitu lah, tuh org keknya punya penyakit mental, kesel malah menggeram sendiri terus ngegas kaya mau ngajak mati breng, dibilang berhenti BUDEK TOLONG DITINDAKLANJUTI!","['nama', 'agus', 'efendi', 'nomor', 'plat', 'bytj', 'tindak', 'lanjut', 'kurang', 'ajar', 'mana', 'apes', 'turun', 'depan', 'rumah', 'ga', 'berani', 'rating', 'jelek', 'tkt', 'diancem', 'apa', 'apa', 'dong', 'maxim', 'lebih', 'jaga', 'privasi', 'nomor', 'telepon', 'laksana', 'dengan', 'guna', 'murah', 'sih', 'alhamdulillah', 'tp', 'jangan', 'gitu', 'lah', 'tuh', 'org', 'kek', 'punya', 'sakit', 'mental', 'kesel', 'malah', 'geram', 'sendiri', 'terus', 'ngegas', 'kaya', 'mau', 'ngajak', 'mati', 'breng', 'bilang', 'henti', 'budek', 'ditindaklanjuti']"
"scam bego, katanya mau ngasi saldo 200k taunya cuma diskon anj, gabisa buat apa apaa tolol","['scam', 'bego', 'kata', 'mau', 'ngasi', 'saldo', 'k', 'tau', 'cuma', 'diskon', 'anj', 'gabisa', 'buat', 'apa', 'apaa', 'tolol']"
Driver nya suka nolak orderan padahal dekat dengan posisinya,"['driver', 'nya', 'suka', 'nolak', 'order', 'padahal', 'dekat', 'posisi']"
"Saya sering mendapat pengemudi yang bisa dibilang kurang ajar. Yang minta ganti tujuan dengan alasan biar ngga kepotong atau dapet uangnya dikit, lalu ada juga pengemudi yang meminta ganti tujuan jauh padahal di titik antar sudah ditulis titik antar yang seharusnya, dengan alasan butuh uang untuk kuliah anaknya dan meminta feedback jempol di aplikasi. Dan baru tadi pagi order RS juga kurang ajar. Bilang ke saya ""tarif ngaco, mau 45, dan cancel aja"" Padahal tarif di aplikasi sekitar 18 ribuan.","['sering', 'dapat', 'kemudi', 'bisa', 'bilang', 'kurang', 'ajar', 'minta', 'ganti', 'tuju', 'alas', 'biar', 'ngga', 'potong', 'dapet', 'uang', 'dikit', 'lalu', 'kemudi', 'minta', 'ganti', 'tuju', 'jauh', 'padahal', 'titik', 'antar', 'tulis', 'titik', 'antar', 'harus', 'alas', 'butuh', 'uang', 'kuliah', 'anak', 'minta', 'feedback', 'jempol', 'aplikasi', 'baru', 'tadi', 'pagi', 'order', 'rs', 'juga', 'kurang', 'ajar', 'bilang', 'saya', 'tarif', 'ngaco', 'mau', 'cancel', 'aja', 'padahal', 'tarif', 'aplikasi', 'ribu']"
"Kalau sakit istirahat jangan memaksakan diri, kasian penumpang jadi tidak nyaman karna masnya batuk-batuk dll","['kalau', 'sakit', 'istirahat', 'jangan', 'paksa', 'diri', 'kasi', 'tumpang', 'jadi', 'nyaman', 'karna', 'mas', 'batukbatuk']"
"APLIKASI PALING BAPUK SEDUNIA , PERCUMA JADI DRIVER PRIORITAS KALO SEHARI CUMA DI KASIH 1 ORDERAN BUANG2 DUIT MANA JAKET HELM DENGAN KUALITAS RENDAHAN NYA MAHAL BANGET ,","['aplikasi', 'paling', 'bapuk', 'dunia', 'percuma', 'jadi', 'driver', 'prioritas', 'kalo', 'hari', 'cuma', 'kasih', 'order', 'buang', 'duit', 'mana', 'jaket', 'helm', 'kualitas', 'rendah', 'nya', 'mahal', 'banget']"
